county,precinct,office,district,party,candidate,votes,mail,provisional
Cache,HYRUM 02,County Assessor,,REP,KATHLEEN C. HOWELL,360,,
Cache,HYRUM 02,County Council South,,REP,NOLAN P. GUNNELL,359,,
Cache,HYRUM 02,County Recorder,,REP,DEVRON ANDERSEN,356,,
Cache,HYRUM 02,County Treasurer,,REP,CRAIG MCALLISTER,354,,
Cache,HYRUM 02,Cache Water Dist Bd At-Large,,,REGAN WHEELER,97,,
Cache,HYRUM 02,Cache Water Dist Bd At-Large,,,BRETT ROPER,155,,
Cache,HYRUM 02,Cache Water Dist Bd At-Large,,,JARED L CLAWSON,248,,
Cache,HYRUM 02,John A. Pearce Judicial Retention,,,YES,309,,
Cache,HYRUM 02,John A. Pearce Judicial Retention,,,NO,38,,
Cache,HYRUM 02,David N. Mortensen Judicial Retention,,,YES,304,,
Cache,HYRUM 02,David N. Mortensen Judicial Retention,,,NO,39,,
Cache,HYRUM 02,Diana Hagen Judicial Retention,,,YES,298,,
Cache,HYRUM 02,Diana Hagen Judicial Retention,,,NO,46,,
Cache,HYRUM 02,Gregory Keith Orme Judicial Retention,,,YES,296,,
Cache,HYRUM 02,Gregory Keith Orme Judicial Retention,,,NO,42,,
Cache,HYRUM 02,Jill M. Pohlman Judicial Retention,,,YES,294,,
Cache,HYRUM 02,Jill M. Pohlman Judicial Retention,,,NO,42,,
Cache,HYRUM 02,Michele M. Christiansen Forster Judicial Retention,,,YES,294,,
Cache,HYRUM 02,Michele M. Christiansen Forster Judicial Retention,,,NO,42,,
Cache,HYRUM 02,Ryan M. Harris Judicial Retention,,,YES,293,,
Cache,HYRUM 02,Ryan M. Harris Judicial Retention,,,NO,43,,
Cache,HYRUM 02,Kirk M. Morgan Judicial Retention,,,YES,299,,
Cache,HYRUM 02,Kirk M. Morgan Judicial Retention,,,NO,37,,
Cache,HYRUM 02,Matthew C. Funk Judicial Retention,,,YES,283,,
Cache,HYRUM 02,Matthew C. Funk Judicial Retention,,,NO,46,,
Cache,HYRUM 02,Constitutional Amendment A,,,FOR,189,,
Cache,HYRUM 02,Constitutional Amendment A,,,AGAINST,216,,
Cache,HYRUM 02,Constitutional Amendment B,,,FOR,310,,
Cache,HYRUM 02,Constitutional Amendment B,,,AGAINST,84,,
Cache,HYRUM 02,Constitutional Amendment C,,,FOR,310,,
Cache,HYRUM 02,Constitutional Amendment C,,,AGAINST,92,,
Cache,HYRUM 02,Constitutional Amendment D,,,FOR,215,,
Cache,HYRUM 02,Constitutional Amendment D,,,AGAINST,162,,
Cache,HYRUM 02,Constitutional Amendment E,,,FOR,343,,
Cache,HYRUM 02,Constitutional Amendment E,,,AGAINST,61,,
Cache,HYRUM 02,Constitutional Amendment F,,,FOR,225,,
Cache,HYRUM 02,Constitutional Amendment F,,,AGAINST,150,,
Cache,HYRUM 02,Constitutional Amendment G,,,FOR,210,,
Cache,HYRUM 02,Constitutional Amendment G,,,AGAINST,187,,
Cache,HYRUM 03,Ballots Cast - Blank,,,,1,,
Cache,HYRUM 03,President,,,"BROCK PIERCE, KARLA BALLARD",1,,
Cache,HYRUM 03,President,,,"KANYE WEST, MICHELLE TIDBALL",3,,
Cache,HYRUM 03,President,,DEM,JOSEPH R. BIDEN,194,,
Cache,HYRUM 03,President,,CON,DON BLANKENSHIP,6,,
Cache,HYRUM 03,President,,LBT,JO JORGENSEN,27,,
Cache,HYRUM 03,President,,,"JOE MCHUGH, ELIZABETH STORM",1,,
Cache,HYRUM 03,President,,GRN,HOWIE HAWKINS,3,,
Cache,HYRUM 03,President,,,GLORIA LA RIVA,1,,
Cache,HYRUM 03,President,,REP,DONALD J. TRUMP,742,,
Cache,HYRUM 03,President,,,Write-In Totals,16,,
Cache,HYRUM 03,President,,,Write-In: Not Certified,16,,
Cache,HYRUM 03,President,,,Write-In: Brian Carroll,0,,
Cache,HYRUM 03,President,,,Write-In: Tom Hoefling,0,,
Cache,HYRUM 03,President,,,Write-In: Jade,0,,
Cache,HYRUM 03,President,,,Not Assigned,0,,
Cache,HYRUM 03,U.S. House,1,DEM,DARREN PARRY,205,,
Cache,HYRUM 03,U.S. House,1,REP,BLAKE DAVID MOORE,715,,
Cache,HYRUM 03,U.S. House,1,,Write-In Totals,1,,
Cache,HYRUM 03,U.S. House,1,,Write-In: Not Certified,1,,
Cache,HYRUM 03,U.S. House,1,,Write-In: Taylor Lee,0,,
Cache,HYRUM 03,U.S. House,1,,Write-In: Mikal Smith,0,,
Cache,HYRUM 03,U.S. House,1,,Not Assigned,0,,
Cache,HYRUM 03,Governor,,DEM,CHRIS PETERSON,159,,
Cache,HYRUM 03,Governor,,IAP,IAP GREG DUERDEN,16,,
Cache,HYRUM 03,Governor,,REP,SPENCER J. COX,740,,
Cache,HYRUM 03,Governor,,LBT,DANIEL RHEAD COTTAM,21,,
Cache,HYRUM 03,Governor,,,Write-In Totals,33,,
Cache,HYRUM 03,Governor,,,Write-In: Madeline Kazantzis/Ed,26,,
Cache,HYRUM 03,Governor,,,Write-In: Not Certified,7,,
Cache,HYRUM 03,Governor,,,Not Assigned,0,,
Cache,HYRUM 03,Attorney General,,LBT,RUDY J. BAUTISTA,27,,
Cache,HYRUM 03,Attorney General,,DEM,GREG SKORDAS,172,,
Cache,HYRUM 03,Attorney General,,REP,SEAN D. REYES,753,,
Cache,HYRUM 03,State Auditor,,REP,JOHN 'FRUGAL' DOUGALL,758,,
Cache,HYRUM 03,State Auditor,,CON,JEFFREY L. OSTLER,71,,
Cache,HYRUM 03,State Auditor,,UUP,BRIAN L. FABBI,67,,
Cache,HYRUM 03,State Treasurer,,CON,RICHARD PROCTOR,63,,
Cache,HYRUM 03,State Treasurer,,REP,DAVID DAMSCHEN,748,,
Cache,HYRUM 03,State Treasurer,,LBT,JOSEPH SPECIALE,94,,
Cache,HYRUM 03,State House,5,DEM,LAUREN ABELL,183,,
Cache,HYRUM 03,State House,5,REP,CASEY SNIDER,754,,
Cache,HYRUM 03,County Assessor,,REP,KATHLEEN C. HOWELL,812,,
Cache,HYRUM 03,County Council South,,REP,NOLAN P. GUNNELL,814,,
Cache,HYRUM 03,County Recorder,,REP,DEVRON ANDERSEN,802,,
Cache,HYRUM 03,County Treasurer,,REP,CRAIG MCALLISTER,798,,
Cache,HYRUM 03,Cache Water Dist Bd At-Large,,,REGAN WHEELER,232,,
Cache,HYRUM 03,Cache Water Dist Bd At-Large,,,BRETT ROPER,377,,
Cache,HYRUM 03,Cache Water Dist Bd At-Large,,,JARED L CLAWSON,533,,
Cache,HYRUM 03,Cache County Sch Bd 1,,,Write-In Totals,106,,
Cache,HYRUM 03,Cache County Sch Bd 1,,,Write-In: Not Certified,80,,
Cache,HYRUM 03,Cache County Sch Bd 1,,,Write-In: Larry Jeppesen,26,,
Cache,HYRUM 03,Cache County Sch Bd 1,,,Not Assigned,0,,
Cache,HYRUM 03,John A. Pearce Judicial Retention,,,YES,711,,
Cache,HYRUM 03,John A. Pearce Judicial Retention,,,NO,118,,
Cache,HYRUM 03,David N. Mortensen Judicial Retention,,,YES,705,,
Cache,HYRUM 03,David N. Mortensen Judicial Retention,,,NO,126,,
Cache,HYRUM 03,Diana Hagen Judicial Retention,,,YES,707,,
Cache,HYRUM 03,Diana Hagen Judicial Retention,,,NO,109,,
Cache,HYRUM 03,Gregory Keith Orme Judicial Retention,,,YES,691,,
Cache,HYRUM 03,Gregory Keith Orme Judicial Retention,,,NO,125,,
Cache,HYRUM 03,Jill M. Pohlman Judicial Retention,,,YES,697,,
Cache,HYRUM 03,Jill M. Pohlman Judicial Retention,,,NO,114,,
Cache,HYRUM 03,Michele M. Christiansen Forster Judicial Retention,,,YES,691,,
Cache,HYRUM 03,Michele M. Christiansen Forster Judicial Retention,,,NO,122,,
Cache,HYRUM 03,Ryan M. Harris Judicial Retention,,,YES,667,,
Cache,HYRUM 03,Ryan M. Harris Judicial Retention,,,NO,144,,
Cache,HYRUM 03,Kirk M. Morgan Judicial Retention,,,YES,694,,
Cache,HYRUM 03,Kirk M. Morgan Judicial Retention,,,NO,122,,
Cache,HYRUM 03,Matthew C. Funk Judicial Retention,,,YES,689,,
Cache,HYRUM 03,Matthew C. Funk Judicial Retention,,,NO,121,,
Cache,HYRUM 03,Constitutional Amendment A,,,FOR,442,,
Cache,HYRUM 03,Constitutional Amendment A,,,AGAINST,500,,
Cache,HYRUM 03,Constitutional Amendment B,,,FOR,712,,
Cache,HYRUM 03,Constitutional Amendment B,,,AGAINST,187,,
Cache,HYRUM 03,Constitutional Amendment C,,,FOR,683,,
Cache,HYRUM 03,Constitutional Amendment C,,,AGAINST,230,,
Cache,HYRUM 03,Constitutional Amendment D,,,FOR,523,,
Cache,HYRUM 03,Constitutional Amendment D,,,AGAINST,351,,
Cache,HYRUM 03,Constitutional Amendment E,,,FOR,798,,
Cache,HYRUM 03,Constitutional Amendment E,,,AGAINST,145,,
Cache,HYRUM 03,Constitutional Amendment F,,,FOR,546,,
Cache,HYRUM 03,Constitutional Amendment F,,,AGAINST,324,,
Cache,HYRUM 03,Constitutional Amendment G,,,FOR,476,,
Cache,HYRUM 03,Constitutional Amendment G,,,AGAINST,449,,
Cache,HYRUM 04,Ballots Cast - Blank,,,,0,,
Cache,HYRUM 04,President,,,"BROCK PIERCE, KARLA BALLARD",1,,
Cache,HYRUM 04,President,,,"KANYE WEST, MICHELLE TIDBALL",4,,
Cache,HYRUM 04,President,,DEM,JOSEPH R. BIDEN,192,,
Cache,HYRUM 04,President,,CON,DON BLANKENSHIP,9,,
Cache,HYRUM 04,President,,LBT,JO JORGENSEN,21,,
Cache,HYRUM 04,President,,,"JOE MCHUGH, ELIZABETH STORM",0,,
Cache,HYRUM 04,President,,GRN,HOWIE HAWKINS,1,,
Cache,HYRUM 04,President,,,GLORIA LA RIVA,1,,
Cache,HYRUM 04,President,,REP,DONALD J. TRUMP,815,,
Cache,HYRUM 04,President,,,Write-In Totals,14,,
Cache,HYRUM 04,President,,,Write-In: Not Certified,14,,
Cache,HYRUM 04,President,,,Write-In: Brian Carroll,0,,
Cache,HYRUM 04,President,,,Write-In: Tom Hoefling,0,,
Cache,HYRUM 04,President,,,Write-In: Jade,0,,
Cache,HYRUM 04,President,,,Not Assigned,0,,
Cache,HYRUM 04,U.S. House,1,DEM,DARREN PARRY,196,,
Cache,HYRUM 04,U.S. House,1,REP,BLAKE DAVID MOORE,782,,
Cache,HYRUM 04,U.S. House,1,,Write-In Totals,6,,
Cache,HYRUM 04,U.S. House,1,,Write-In: Not Certified,4,,
Cache,HYRUM 04,U.S. House,1,,Write-In: Taylor Lee,2,,
Cache,HYRUM 04,U.S. House,1,,Write-In: Mikal Smith,0,,
Cache,HYRUM 04,U.S. House,1,,Not Assigned,0,,
Cache,HYRUM 04,Governor,,DEM,CHRIS PETERSON,149,,
Cache,HYRUM 04,Governor,,IAP,IAP GREG DUERDEN,21,,
Cache,HYRUM 04,Governor,,REP,SPENCER J. COX,778,,
Cache,HYRUM 04,Governor,,LBT,DANIEL RHEAD COTTAM,44,,
Cache,HYRUM 04,Governor,,,Write-In Totals,45,,
Cache,HYRUM 04,Governor,,,Write-In: Madeline Kazantzis/Ed,34,,
Cache,HYRUM 04,Governor,,,Write-In: Not Certified,11,,
Cache,HYRUM 04,Governor,,,Not Assigned,0,,
Cache,HYRUM 04,Attorney General,,LBT,RUDY J. BAUTISTA,63,,
Cache,HYRUM 04,Attorney General,,DEM,GREG SKORDAS,161,,
Cache,HYRUM 04,Attorney General,,REP,SEAN D. REYES,788,,
Cache,HYRUM 04,State Auditor,,REP,JOHN 'FRUGAL' DOUGALL,805,,
Cache,HYRUM 04,State Auditor,,CON,JEFFREY L. OSTLER,100,,
Cache,HYRUM 04,State Auditor,,UUP,BRIAN L. FABBI,56,,
Cache,HYRUM 04,State Treasurer,,CON,RICHARD PROCTOR,85,,
Cache,HYRUM 04,State Treasurer,,REP,DAVID DAMSCHEN,806,,
Cache,HYRUM 04,State Treasurer,,LBT,JOSEPH SPECIALE,79,,
Cache,HYRUM 04,State House,5,DEM,LAUREN ABELL,186,,
Cache,HYRUM 04,State House,5,REP,CASEY SNIDER,823,,
Cache,HYRUM 04,County Assessor,,REP,KATHLEEN C. HOWELL,881,,
Cache,HYRUM 04,County Council South,,REP,NOLAN P. GUNNELL,882,,
Cache,HYRUM 04,County Recorder,,REP,DEVRON ANDERSEN,867,,
Cache,HYRUM 04,County Treasurer,,REP,CRAIG MCALLISTER,865,,
Cache,HYRUM 04,Cache Water Dist Bd At-Large,,,REGAN WHEELER,271,,
Cache,HYRUM 04,Cache Water Dist Bd At-Large,,,BRETT ROPER,399,,
Cache,HYRUM 04,Cache Water Dist Bd At-Large,,,JARED L CLAWSON,673,,
Cache,HYRUM 04,John A. Pearce Judicial Retention,,,YES,785,,
Cache,HYRUM 04,John A. Pearce Judicial Retention,,,NO,132,,
Cache,HYRUM 04,David N. Mortensen Judicial Retention,,,YES,776,,
Cache,HYRUM 04,David N. Mortensen Judicial Retention,,,NO,137,,
Cache,HYRUM 04,Diana Hagen Judicial Retention,,,YES,786,,
Cache,HYRUM 04,Diana Hagen Judicial Retention,,,NO,127,,
Cache,HYRUM 04,Gregory Keith Orme Judicial Retention,,,YES,752,,
Cache,HYRUM 04,Gregory Keith Orme Judicial Retention,,,NO,139,,
Cache,HYRUM 04,Jill M. Pohlman Judicial Retention,,,YES,763,,
Cache,HYRUM 04,Jill M. Pohlman Judicial Retention,,,NO,126,,
Cache,HYRUM 04,Michele M. Christiansen Forster Judicial Retention,,,YES,765,,
Cache,HYRUM 04,Michele M. Christiansen Forster Judicial Retention,,,NO,126,,
Cache,HYRUM 04,Ryan M. Harris Judicial Retention,,,YES,726,,
Cache,HYRUM 04,Ryan M. Harris Judicial Retention,,,NO,161,,
Cache,HYRUM 04,Kirk M. Morgan Judicial Retention,,,YES,764,,
Cache,HYRUM 04,Kirk M. Morgan Judicial Retention,,,NO,126,,
Cache,HYRUM 04,Matthew C. Funk Judicial Retention,,,YES,730,,
Cache,HYRUM 04,Matthew C. Funk Judicial Retention,,,NO,151,,
Cache,HYRUM 04,Constitutional Amendment A,,,FOR,440,,
Cache,HYRUM 04,Constitutional Amendment A,,,AGAINST,577,,
Cache,HYRUM 04,Constitutional Amendment B,,,FOR,780,,
Cache,HYRUM 04,Constitutional Amendment B,,,AGAINST,223,,
Cache,HYRUM 04,Constitutional Amendment C,,,FOR,713,,
Cache,HYRUM 04,Constitutional Amendment C,,,AGAINST,286,,
Cache,HYRUM 04,Constitutional Amendment D,,,FOR,519,,
Cache,HYRUM 04,Constitutional Amendment D,,,AGAINST,453,,
Cache,HYRUM 04,Constitutional Amendment E,,,FOR,856,,
Cache,HYRUM 04,Constitutional Amendment E,,,AGAINST,161,,
Cache,HYRUM 04,Constitutional Amendment F,,,FOR,600,,
Cache,HYRUM 04,Constitutional Amendment F,,,AGAINST,358,,
Cache,HYRUM 04,Constitutional Amendment G,,,FOR,437,,
Cache,HYRUM 04,Constitutional Amendment G,,,AGAINST,565,,
Cache,HYRUM 05,Ballots Cast - Blank,,,,0,,
Cache,HYRUM 05,President,,,"BROCK PIERCE, KARLA BALLARD",2,,
Cache,HYRUM 05,President,,,"KANYE WEST, MICHELLE TIDBALL",2,,
Cache,HYRUM 05,President,,DEM,JOSEPH R. BIDEN,193,,
Cache,HYRUM 05,President,,CON,DON BLANKENSHIP,6,,
Cache,HYRUM 05,President,,LBT,JO JORGENSEN,42,,
Cache,HYRUM 05,President,,,"JOE MCHUGH, ELIZABETH STORM",5,,
Cache,HYRUM 05,President,,GRN,HOWIE HAWKINS,3,,
Cache,HYRUM 05,President,,,GLORIA LA RIVA,1,,
Cache,HYRUM 05,President,,REP,DONALD J. TRUMP,671,,
Cache,HYRUM 05,President,,,Write-In Totals,17,,
Cache,HYRUM 05,President,,,Write-In: Not Certified,16,,
Cache,HYRUM 05,President,,,Write-In: Brian Carroll,1,,
Cache,HYRUM 05,President,,,Write-In: Tom Hoefling,0,,
Cache,HYRUM 05,President,,,Write-In: Jade,0,,
Cache,HYRUM 05,President,,,Not Assigned,0,,
Cache,HYRUM 05,U.S. House,1,DEM,DARREN PARRY,215,,
Cache,HYRUM 05,U.S. House,1,REP,BLAKE DAVID MOORE,672,,
Cache,HYRUM 05,U.S. House,1,,Write-In Totals,4,,
Cache,HYRUM 05,U.S. House,1,,Write-In: Not Certified,3,,
Cache,HYRUM 05,U.S. House,1,,Write-In: Taylor Lee,1,,
Cache,HYRUM 05,U.S. House,1,,Write-In: Mikal Smith,0,,
Cache,HYRUM 05,U.S. House,1,,Not Assigned,0,,
Cache,HYRUM 05,Governor,,DEM,CHRIS PETERSON,157,,
Cache,HYRUM 05,Governor,,IAP,IAP GREG DUERDEN,28,,
Cache,HYRUM 05,Governor,,REP,SPENCER J. COX,656,,
Cache,HYRUM 05,Governor,,LBT,DANIEL RHEAD COTTAM,31,,
Cache,HYRUM 05,Governor,,,Write-In Totals,48,,
Cache,HYRUM 05,Governor,,,Write-In: Madeline Kazantzis/Ed,39,,
Cache,HYRUM 05,Governor,,,Write-In: Not Certified,9,,
Cache,HYRUM 05,Governor,,,Not Assigned,0,,
Cache,HYRUM 05,Attorney General,,LBT,RUDY J. BAUTISTA,45,,
Cache,HYRUM 05,Attorney General,,DEM,GREG SKORDAS,172,,
Cache,HYRUM 05,Attorney General,,REP,SEAN D. REYES,691,,
Cache,HYRUM 05,State Auditor,,REP,JOHN 'FRUGAL' DOUGALL,691,,
Cache,HYRUM 05,State Auditor,,CON,JEFFREY L. OSTLER,96,,
Cache,HYRUM 05,State Auditor,,UUP,BRIAN L. FABBI,79,,
Cache,HYRUM 05,State Treasurer,,CON,RICHARD PROCTOR,70,,
Cache,HYRUM 05,State Treasurer,,REP,DAVID DAMSCHEN,698,,
Cache,HYRUM 05,State Treasurer,,LBT,JOSEPH SPECIALE,96,,
Cache,HYRUM 05,State House,5,DEM,LAUREN ABELL,205,,
Cache,HYRUM 05,State House,5,REP,CASEY SNIDER,684,,
Cache,HYRUM 05,County Assessor,,REP,KATHLEEN C. HOWELL,780,,
Cache,HYRUM 05,County Council South,,REP,NOLAN P. GUNNELL,775,,
Cache,HYRUM 05,County Recorder,,REP,DEVRON ANDERSEN,765,,
Cache,HYRUM 05,County Treasurer,,REP,CRAIG MCALLISTER,761,,
Cache,HYRUM 05,Cache Water Dist Bd At-Large,,,REGAN WHEELER,227,,
Cache,HYRUM 05,Cache Water Dist Bd At-Large,,,BRETT ROPER,387,,
Cache,HYRUM 05,Cache Water Dist Bd At-Large,,,JARED L CLAWSON,464,,
Cache,HYRUM 05,John A. Pearce Judicial Retention,,,YES,681,,
Cache,HYRUM 05,John A. Pearce Judicial Retention,,,NO,98,,
Cache,HYRUM 05,David N. Mortensen Judicial Retention,,,YES,658,,
Cache,HYRUM 05,David N. Mortensen Judicial Retention,,,NO,113,,
Cache,HYRUM 05,Diana Hagen Judicial Retention,,,YES,687,,
Cache,HYRUM 05,Diana Hagen Judicial Retention,,,NO,89,,
Cache,HYRUM 05,Gregory Keith Orme Judicial Retention,,,YES,641,,
Cache,HYRUM 05,Gregory Keith Orme Judicial Retention,,,NO,115,,
Cache,HYRUM 05,Jill M. Pohlman Judicial Retention,,,YES,663,,
Cache,HYRUM 05,Jill M. Pohlman Judicial Retention,,,NO,96,,
Cache,HYRUM 05,Michele M. Christiansen Forster Judicial Retention,,,YES,659,,
Cache,HYRUM 05,Michele M. Christiansen Forster Judicial Retention,,,NO,95,,
Cache,HYRUM 05,Ryan M. Harris Judicial Retention,,,YES,606,,
Cache,HYRUM 05,Ryan M. Harris Judicial Retention,,,NO,150,,
Cache,HYRUM 05,Kirk M. Morgan Judicial Retention,,,YES,669,,
Cache,HYRUM 05,Kirk M. Morgan Judicial Retention,,,NO,90,,
Cache,HYRUM 05,Matthew C. Funk Judicial Retention,,,YES,646,,
Cache,HYRUM 05,Matthew C. Funk Judicial Retention,,,NO,111,,
Cache,HYRUM 05,Constitutional Amendment A,,,FOR,421,,
Cache,HYRUM 05,Constitutional Amendment A,,,AGAINST,487,,
Cache,HYRUM 05,Constitutional Amendment B,,,FOR,696,,
Cache,HYRUM 05,Constitutional Amendment B,,,AGAINST,178,,
Cache,HYRUM 05,Constitutional Amendment C,,,FOR,665,,
Cache,HYRUM 05,Constitutional Amendment C,,,AGAINST,213,,
Cache,HYRUM 05,Constitutional Amendment D,,,FOR,486,,
Cache,HYRUM 05,Constitutional Amendment D,,,AGAINST,346,,
Cache,HYRUM 05,Constitutional Amendment E,,,FOR,738,,
Cache,HYRUM 05,Constitutional Amendment E,,,AGAINST,163,,
Cache,HYRUM 05,Constitutional Amendment F,,,FOR,546,,
Cache,HYRUM 05,Constitutional Amendment F,,,AGAINST,291,,
Cache,HYRUM 05,Constitutional Amendment G,,,FOR,422,,
Cache,HYRUM 05,Constitutional Amendment G,,,AGAINST,460,,
Cache,LEWISTON 01,Ballots Cast - Blank,,,,0,,
Cache,LEWISTON 01,President,,,"BROCK PIERCE, KARLA BALLARD",7,,
Cache,LEWISTON 01,President,,,"KANYE WEST, MICHELLE TIDBALL",0,,
Cache,LEWISTON 01,President,,DEM,JOSEPH R. BIDEN,96,,
Cache,LEWISTON 01,President,,CON,DON BLANKENSHIP,1,,
Cache,LEWISTON 01,President,,LBT,JO JORGENSEN,10,,
Cache,LEWISTON 01,President,,,"JOE MCHUGH, ELIZABETH STORM",1,,
Cache,LEWISTON 01,President,,GRN,HOWIE HAWKINS,1,,
Cache,LEWISTON 01,President,,,GLORIA LA RIVA,0,,
Cache,LEWISTON 01,President,,REP,DONALD J. TRUMP,427,,
Cache,LEWISTON 01,President,,,Write-In Totals,2,,
Cache,LEWISTON 01,President,,,Write-In: Not Certified,2,,
Cache,LEWISTON 01,President,,,Write-In: Brian Carroll,0,,
Cache,LEWISTON 01,President,,,Write-In: Tom Hoefling,0,,
Cache,LEWISTON 01,President,,,Write-In: Jade,0,,
Cache,LEWISTON 01,President,,,Not Assigned,0,,
Cache,LEWISTON 01,U.S. House,1,DEM,DARREN PARRY,95,,
Cache,LEWISTON 01,U.S. House,1,REP,BLAKE DAVID MOORE,419,,
Cache,LEWISTON 01,U.S. House,1,,Write-In Totals,1,,
Cache,LEWISTON 01,U.S. House,1,,Write-In: Not Certified,1,,
Cache,LEWISTON 01,U.S. House,1,,Write-In: Taylor Lee,0,,
Cache,LEWISTON 01,U.S. House,1,,Write-In: Mikal Smith,0,,
Cache,LEWISTON 01,U.S. House,1,,Not Assigned,0,,
Cache,LEWISTON 01,Governor,,DEM,CHRIS PETERSON,66,,
Cache,LEWISTON 01,Governor,,IAP,IAP GREG DUERDEN,13,,
Cache,LEWISTON 01,Governor,,REP,SPENCER J. COX,407,,
Cache,LEWISTON 01,Governor,,LBT,DANIEL RHEAD COTTAM,24,,
Cache,LEWISTON 01,Governor,,,Write-In Totals,25,,
Cache,LEWISTON 01,Governor,,,Write-In: Madeline Kazantzis/Ed,20,,
Cache,LEWISTON 01,Governor,,,Write-In: Not Certified,5,,
Cache,LEWISTON 01,Governor,,,Not Assigned,0,,
Cache,LEWISTON 01,Attorney General,,LBT,RUDY J. BAUTISTA,28,,
Cache,LEWISTON 01,Attorney General,,DEM,GREG SKORDAS,72,,
Cache,LEWISTON 01,Attorney General,,REP,SEAN D. REYES,427,,
Cache,LEWISTON 01,State Auditor,,REP,JOHN 'FRUGAL' DOUGALL,430,,
Cache,LEWISTON 01,State Auditor,,CON,JEFFREY L. OSTLER,52,,
Cache,LEWISTON 01,State Auditor,,UUP,BRIAN L. FABBI,25,,
Cache,LEWISTON 01,State Treasurer,,CON,RICHARD PROCTOR,40,,
Cache,LEWISTON 01,State Treasurer,,REP,DAVID DAMSCHEN,424,,
Cache,LEWISTON 01,State Treasurer,,LBT,JOSEPH SPECIALE,44,,
Cache,LEWISTON 01,State Senate,25,REP,CHRIS H WILSON,442,,
Cache,LEWISTON 01,State Senate,25,DEM,NANCY HUNTLY,83,,
Cache,LEWISTON 01,State House,3,REP,MIKE PETERSEN,444,,
Cache,LEWISTON 01,State House,3,DEM,HOLLY A. GUNTHER,85,,
Cache,LEWISTON 01,County Assessor,,REP,KATHLEEN C. HOWELL,489,,
Cache,LEWISTON 01,County Council North,,REP,DAVID ERICKSON,445,,
Cache,LEWISTON 01,County Council North,,DEM,MARILYN MECHAM,77,,
Cache,LEWISTON 01,County Recorder,,REP,DEVRON ANDERSEN,478,,
Cache,LEWISTON 01,County Treasurer,,REP,CRAIG MCALLISTER,480,,
Cache,LEWISTON 01,Cache Water Dist Bd At-Large,,,REGAN WHEELER,303,,
Cache,LEWISTON 01,Cache Water Dist Bd At-Large,,,BRETT ROPER,225,,
Cache,LEWISTON 01,Cache Water Dist Bd At-Large,,,JARED L CLAWSON,227,,
Cache,LEWISTON 01,Cache Water Dist Bd North,,,MAX PIERCE,452,,
Cache,LEWISTON 01,John A. Pearce Judicial Retention,,,YES,428,,
Cache,LEWISTON 01,John A. Pearce Judicial Retention,,,NO,58,,
Cache,LEWISTON 01,David N. Mortensen Judicial Retention,,,YES,403,,
Cache,LEWISTON 01,David N. Mortensen Judicial Retention,,,NO,63,,
Cache,LEWISTON 01,Diana Hagen Judicial Retention,,,YES,404,,
Cache,LEWISTON 01,Diana Hagen Judicial Retention,,,NO,58,,
Cache,LEWISTON 01,Gregory Keith Orme Judicial Retention,,,YES,401,,
Cache,LEWISTON 01,Gregory Keith Orme Judicial Retention,,,NO,60,,
Cache,LEWISTON 01,Jill M. Pohlman Judicial Retention,,,YES,400,,
Cache,LEWISTON 01,Jill M. Pohlman Judicial Retention,,,NO,60,,
Cache,LEWISTON 01,Michele M. Christiansen Forster Judicial Retention,,,YES,403,,
Cache,LEWISTON 01,Michele M. Christiansen Forster Judicial Retention,,,NO,58,,
Cache,LEWISTON 01,Ryan M. Harris Judicial Retention,,,YES,393,,
Cache,LEWISTON 01,Ryan M. Harris Judicial Retention,,,NO,67,,
Cache,LEWISTON 01,Kirk M. Morgan Judicial Retention,,,YES,409,,
Cache,LEWISTON 01,Kirk M. Morgan Judicial Retention,,,NO,52,,
Cache,LEWISTON 01,Matthew C. Funk Judicial Retention,,,YES,404,,
Cache,LEWISTON 01,Matthew C. Funk Judicial Retention,,,NO,57,,
Cache,LEWISTON 01,Constitutional Amendment A,,,FOR,211,,
Cache,LEWISTON 01,Constitutional Amendment A,,,AGAINST,309,,
Cache,LEWISTON 01,Constitutional Amendment B,,,FOR,410,,
Cache,LEWISTON 01,Constitutional Amendment B,,,AGAINST,96,,
Cache,LEWISTON 01,Constitutional Amendment C,,,FOR,354,,
Cache,LEWISTON 01,Constitutional Amendment C,,,AGAINST,148,,
Cache,LEWISTON 01,Constitutional Amendment D,,,FOR,284,,
Cache,LEWISTON 01,Constitutional Amendment D,,,AGAINST,209,,
Cache,LEWISTON 01,Constitutional Amendment E,,,FOR,433,,
Cache,LEWISTON 01,Constitutional Amendment E,,,AGAINST,76,,
Cache,LEWISTON 01,Constitutional Amendment F,,,FOR,304,,
Cache,LEWISTON 01,Constitutional Amendment F,,,AGAINST,180,,
Cache,LEWISTON 01,Constitutional Amendment G,,,FOR,245,,
Cache,LEWISTON 01,Constitutional Amendment G,,,AGAINST,263,,
Cache,LEWISTON 02,Ballots Cast - Blank,,,,0,,
Cache,LEWISTON 02,President,,,"BROCK PIERCE, KARLA BALLARD",0,,
Cache,LEWISTON 02,President,,,"KANYE WEST, MICHELLE TIDBALL",1,,
Cache,LEWISTON 02,President,,DEM,JOSEPH R. BIDEN,44,,
Cache,LEWISTON 02,President,,CON,DON BLANKENSHIP,0,,
Cache,LEWISTON 02,President,,LBT,JO JORGENSEN,7,,
