county,precinct,office,district,candidate,party,election_day,absentee,mail,votes
Box Elder,Beaver Dam/Collinston,U.S. PRESIDENT,,ANDRE BARNETT,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,U.S. PRESIDENT,,WILL CHRISTENSEN,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,U.S. PRESIDENT,,JUSTIN MEYERS,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,U.S. PRESIDENT,,SHEILA SAM TITTLE,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,U.S. PRESIDENT,,ERIN KENT MAGEE,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,U.S. PRESIDENT,,DEAN MORSTAD,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,U.S. PRESIDENT,,NELSON MORSTAD,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,U.S. PRESIDENT,,DARRELL HYKES,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,U.S. PRESIDENT,,Write-in 80,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,U. S. SENATE,,Registered Voters,NP,206,,,
Box Elder,Beaver Dam/Collinston,U. S. SENATE,,SHAUN LYNN McCAUSLAN,CON,7,0,,7
Box Elder,Beaver Dam/Collinston,U. S. SENATE,,SCOTT HOWELL,DEM,22,0,,22
Box Elder,Beaver Dam/Collinston,U. S. SENATE,,ORRIN G. HATCH,REP,149,3,,152
Box Elder,Beaver Dam/Collinston,U. S. SENATE,,DANIEL GEERY,JUS,3,0,,3
Box Elder,Beaver Dam/Collinston,U. S. SENATE,,BILL BARRON,UNA,0,0,,0
Box Elder,Beaver Dam/Collinston,U. S. SENATE,,JoANN S. SECRIST,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,U. S. SENATE,,Write-in 60,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,U. S. HOUSE OF REPRESENTATIVE,,Registered Voters,NP,206,,,
Box Elder,Beaver Dam/Collinston,U. S. HOUSE OF REPRESENTATIVE,,SHERRY PHIPPS,CON,17,0,,17
Box Elder,Beaver Dam/Collinston,U. S. HOUSE OF REPRESENTATIVE,,DONNA M. McALEER,DEM,19,0,,19
Box Elder,Beaver Dam/Collinston,U. S. HOUSE OF REPRESENTATIVE,,ROB BISHOP,REP,142,2,,144
Box Elder,Beaver Dam/Collinston,U. S. HOUSE OF REPRESENTATIVE,,Write-in 40,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,GOVERNOR,,Registered Voters,NP,206,,,
Box Elder,Beaver Dam/Collinston,GOVERNOR,,PETER S COOKE,DEM,15,0,,15
Box Elder,Beaver Dam/Collinston,GOVERNOR,,KEN LARSEN,LIB,3,0,,3
Box Elder,Beaver Dam/Collinston,GOVERNOR,,KIRK D PEARSON,CON,5,0,,5
Box Elder,Beaver Dam/Collinston,GOVERNOR,,GARY R. HERBERT,REP,152,3,,155
Box Elder,Beaver Dam/Collinston,GOVERNOR,,DAVID J CANNON,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,GOVERNOR,,DENNIS C. OWEN,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,GOVERNOR,,Write-in 50,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,ATTY GENERAL,,Registered Voters,NP,206,,,
Box Elder,Beaver Dam/Collinston,ATTY GENERAL,,DEE W. SMITH,DEM,24,1,,25
Box Elder,Beaver Dam/Collinston,ATTY GENERAL,,JOHN SWALLOW,REP,141,2,,143
Box Elder,Beaver Dam/Collinston,ATTY GENERAL,,W. ANDREW McCULLOUGH,LIB,9,0,,9
Box Elder,Beaver Dam/Collinston,ATTY GENERAL,,Write-in 40,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,STATE AUDITOR,,Registered Voters,NP,206,,,
Box Elder,Beaver Dam/Collinston,STATE AUDITOR,,MARK SAGE,DEM,24,0,,24
Box Elder,Beaver Dam/Collinston,STATE AUDITOR,,JOHN DOUGALL,REP,128,2,,130
Box Elder,Beaver Dam/Collinston,STATE AUDITOR,,RICHARD PROCTOR,CON,15,0,,15
Box Elder,Beaver Dam/Collinston,STATE AUDITOR,,Write-in 40,NP,2,0,,2
Box Elder,Beaver Dam/Collinston,STATE TREASURER,,Registered Voters,NP,206,,,
Box Elder,Beaver Dam/Collinston,STATE TREASURER,,CHRISTOPHER STOUT,DEM,21,0,,21
Box Elder,Beaver Dam/Collinston,STATE TREASURER,,VINCENT C. MARCUS,LIB,11,0,,11
Box Elder,Beaver Dam/Collinston,STATE TREASURER,,RICHARD K. ELLIS,REP,136,2,,138
Box Elder,Beaver Dam/Collinston,STATE TREASURER,,WARREN ROGERS,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,STATE TREASURER,,Write-in 40,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,UTAH STATE HOUSE OF REPRESENTATIVES1,,Registered Voters,NP,206,,,
Box Elder,Beaver Dam/Collinston,UTAH STATE HOUSE OF REPRESENTATIVES1,,DeLOY W MECHAM,DEM,12,0,,12
Box Elder,Beaver Dam/Collinston,UTAH STATE HOUSE OF REPRESENTATIVES1,,RONDA RUDD MENLOVE,REP,154,3,,157
Box Elder,Beaver Dam/Collinston,UTAH STATE HOUSE OF REPRESENTATIVES1,,BECKY MADDOX,CON,12,0,,12
Box Elder,Beaver Dam/Collinston,UTAH STATE HOUSE OF REPRESENTATIVES1,,Write-in 40,NP,0,0,,0
Box Elder,Beaver Dam/Collinston,UTAH STATE SCHOOL BOARD OF EDUCATION,,Registered Voters,NP,206,,,
Box Elder,Beaver Dam/Collinston,UTAH STATE SCHOOL BOARD OF EDUCATION,,D. ALAN SHAKESPEAR,NP,100,2,,102
Box Elder,Beaver Dam/Collinston,UTAH STATE SCHOOL BOARD OF EDUCATION,,TAMI W. PYFER,NP,55,0,,55
Box Elder,Beaver Dam/Collinston,UTAH STATE SCHOOL BOARD OF EDUCATION,,Write-in 30,NP,1,0,,1
Box Elder,Beaver Dam/Collinston,BOX ELDER COUNTY COMMISSION SEAT C,,Registered Voters,NP,206,,,
Box Elder,Beaver Dam/Collinston,BOX ELDER COUNTY COMMISSION SEAT C,,STAN SUMMERS,REP,163,2,,165
Box Elder,Beaver Dam/Collinston,BOX ELDER COUNTY COMMISSION SEAT C,,Write-in 20,NP,5,0,,5
Box Elder,Beaver Dam/Collinston,Judge KEVIN K. ALLEN,,Registered Voters,NP,206,,,
Box Elder,Beaver Dam/Collinston,Judge KEVIN K. ALLEN,,YES,NP,118,2,,120
Box Elder,Beaver Dam/Collinston,Judge KEVIN K. ALLEN,,NO,NP,40,0,,40
Box Elder,Beaver Dam/Collinston,Judge JEFFREY R. BURBANK,,Registered Voters,NP,206,,,
Box Elder,Beaver Dam/Collinston,Judge JEFFREY R. BURBANK,,YES,NP,126,2,,128
Box Elder,Beaver Dam/Collinston,Judge JEFFREY R. BURBANK,,NO,NP,33,0,,33
Box Elder,Beaver Dam/Collinston,BOX ELDER COUNTY SCHOOL BOARD DIST 1,,Registered Voters,NP,206,,,
Box Elder,Beaver Dam/Collinston,BOX ELDER COUNTY SCHOOL BOARD DIST 1,,LYNN A. CAPENER,NP,164,2,,166
Box Elder,Beaver Dam/Collinston,BOX ELDER COUNTY SCHOOL BOARD DIST 1,,Write-in 20,NP,2,0,,2
Box Elder,Beaver Dam/Collinston,Constitutional Amendment A,,Registered Voters,NP,206,,,
Box Elder,Beaver Dam/Collinston,Constitutional Amendment A,,FOR,NP,65,1,,66
Box Elder,Beaver Dam/Collinston,Constitutional Amendment A,,AGAINST,NP,96,1,,97
Box Elder,Beaver Dam/Collinston,Constitutional Amendment B,,Registered Voters,NP,206,,,
Box Elder,Beaver Dam/Collinston,Constitutional Amendment B,,FOR,NP,104,3,,107
Box Elder,Beaver Dam/Collinston,Constitutional Amendment B,,AGAINST,NP,66,0,,66
Box Elder,Bear River,STRAIGHT PARTY,,Registered Voters,NP,547,,,
Box Elder,Bear River,STRAIGHT PARTY,,CONSTITUTION,CON,6,0,0,6
Box Elder,Bear River,STRAIGHT PARTY,,LIBERTARIAN,LIB,2,0,0,2
Box Elder,Bear River,STRAIGHT PARTY,,DEMOCRATIC,DEM,10,4,0,14
Box Elder,Bear River,STRAIGHT PARTY,,REPUBLICAN,REP,116,12,5,133
Box Elder,Bear River,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0
Box Elder,Bear River,STRAIGHT PARTY,,GREEN,GRN,0,0,0,0
Box Elder,Bear River,U.S. PRESIDENT,,Registered Voters,NP,547,,,
Box Elder,Bear River,U.S. PRESIDENT,,JILL STEIN,GRN,0,0,0,0
Box Elder,Bear River,U.S. PRESIDENT,,GLORIA LA RIVA,PSL,0,0,0,0
Box Elder,Bear River,U.S. PRESIDENT,,MITT ROMNEY,REP,366,33,24,423
Box Elder,Bear River,U.S. PRESIDENT,,BARACK OBAMA,DEM,30,5,1,36
Box Elder,Bear River,U.S. PRESIDENT,,GARY JOHNSON,LIB,3,0,0,3
Box Elder,Bear River,U.S. PRESIDENT,,VIRGIL GOODE,CON,4,0,0,4
Box Elder,Bear River,U.S. PRESIDENT,,"ROSS C. \ROCKY\"" ANDE""",JUS,3,0,0,3
Box Elder,Bear River,U.S. PRESIDENT,,ROSEANNE BARR,NP,0,0,0,0
Box Elder,Bear River,U.S. PRESIDENT,,STEPHEN DURHAM,NP,0,0,0,0
Box Elder,Bear River,U.S. PRESIDENT,,JILL REED,NP,0,0,0,0
Box Elder,Bear River,U.S. PRESIDENT,,ANDRE BARNETT,NP,0,0,0,0
Box Elder,Bear River,U.S. PRESIDENT,,WILL CHRISTENSEN,NP,0,0,0,0
Box Elder,Bear River,U.S. PRESIDENT,,JUSTIN MEYERS,NP,0,0,0,0
Box Elder,Bear River,U.S. PRESIDENT,,SHEILA SAM TITTLE,NP,0,0,0,0
Box Elder,Bear River,U.S. PRESIDENT,,ERIN KENT MAGEE,NP,0,0,0,0
Box Elder,Bear River,U.S. PRESIDENT,,DEAN MORSTAD,NP,0,0,0,0
Box Elder,Bear River,U.S. PRESIDENT,,NELSON MORSTAD,NP,0,0,0,0
Box Elder,Bear River,U.S. PRESIDENT,,DARRELL HYKES,NP,0,0,0,0
Box Elder,Bear River,U.S. PRESIDENT,,Write-in 80,NP,1,0,0,1
Box Elder,Bear River,U. S. SENATE,,Registered Voters,NP,547,,,
Box Elder,Bear River,U. S. SENATE,,SHAUN LYNN McCAUSLAN,CON,15,0,1,16
Box Elder,Bear River,U. S. SENATE,,SCOTT HOWELL,DEM,77,7,0,84
Box Elder,Bear River,U. S. SENATE,,ORRIN G. HATCH,REP,306,29,24,359
Box Elder,Bear River,U. S. SENATE,,DANIEL GEERY,JUS,5,0,0,5
Box Elder,Bear River,U. S. SENATE,,BILL BARRON,UNA,1,0,0,1
Box Elder,Bear River,U. S. SENATE,,JoANN S. SECRIST,NP,0,0,0,0
Box Elder,Bear River,U. S. SENATE,,Write-in 60,NP,0,0,0,0
Box Elder,Bear River,U. S. HOUSE OF REPRESENTATIVE,,Registered Voters,NP,547,,,
Box Elder,Bear River,U. S. HOUSE OF REPRESENTATIVE,,SHERRY PHIPPS,CON,22,0,0,22
Box Elder,Bear River,U. S. HOUSE OF REPRESENTATIVE,,DONNA M. McALEER,DEM,68,6,1,75
Box Elder,Bear River,U. S. HOUSE OF REPRESENTATIVE,,ROB BISHOP,REP,313,30,23,366
Box Elder,Bear River,U. S. HOUSE OF REPRESENTATIVE,,Write-in 40,NP,0,0,0,0
Box Elder,Bear River,GOVERNOR,,Registered Voters,NP,547,,,
Box Elder,Bear River,GOVERNOR,,PETER S COOKE,DEM,61,6,0,67
Box Elder,Bear River,GOVERNOR,,KEN LARSEN,LIB,6,0,0,6
Box Elder,Bear River,GOVERNOR,,KIRK D PEARSON,CON,13,1,0,14
Box Elder,Bear River,GOVERNOR,,GARY R. HERBERT,REP,323,29,25,377
Box Elder,Bear River,GOVERNOR,,DAVID J CANNON,NP,0,0,0,0
Box Elder,Bear River,GOVERNOR,,DENNIS C. OWEN,NP,0,0,0,0
Box Elder,Bear River,GOVERNOR,,Write-in 50,NP,0,0,0,0
Box Elder,Bear River,ATTY GENERAL,,Registered Voters,NP,547,,,
Box Elder,Bear River,ATTY GENERAL,,DEE W. SMITH,DEM,66,10,2,78
Box Elder,Bear River,ATTY GENERAL,,JOHN SWALLOW,REP,313,27,22,362
Box Elder,Bear River,ATTY GENERAL,,W. ANDREW McCULLOUGH,LIB,14,0,0,14
Box Elder,Bear River,ATTY GENERAL,,Write-in 40,NP,0,0,0,0
Box Elder,Bear River,STATE AUDITOR,,Registered Voters,NP,547,,,
Box Elder,Bear River,STATE AUDITOR,,MARK SAGE,DEM,60,6,1,67
Box Elder,Bear River,STATE AUDITOR,,JOHN DOUGALL,REP,310,31,23,364
Box Elder,Bear River,STATE AUDITOR,,RICHARD PROCTOR,CON,21,0,0,21
Box Elder,Bear River,STATE AUDITOR,,Write-in 40,NP,0,0,0,0
Box Elder,Bear River,STATE TREASURER,,Registered Voters,NP,547,,,
Box Elder,Bear River,STATE TREASURER,,CHRISTOPHER STOUT,DEM,56,6,0,62
Box Elder,Bear River,STATE TREASURER,,VINCENT C. MARCUS,LIB,22,0,0,22
Box Elder,Bear River,STATE TREASURER,,RICHARD K. ELLIS,REP,311,31,24,366
Box Elder,Bear River,STATE TREASURER,,WARREN ROGERS,NP,0,0,0,0
Box Elder,Bear River,STATE TREASURER,,Write-in 40,NP,0,0,0,0
Box Elder,Bear River,UTAH STATE HOUSE OF REPRESENTATIVES1,,Registered Voters,NP,547,,,
Box Elder,Bear River,UTAH STATE HOUSE OF REPRESENTATIVES1,,DeLOY W MECHAM,DEM,63,5,3,71
Box Elder,Bear River,UTAH STATE HOUSE OF REPRESENTATIVES1,,RONDA RUDD MENLOVE,REP,294,31,18,343
Box Elder,Bear River,UTAH STATE HOUSE OF REPRESENTATIVES1,,BECKY MADDOX,CON,47,1,3,51
Box Elder,Bear River,UTAH STATE HOUSE OF REPRESENTATIVES1,,Write-in 40,NP,1,0,0,1
Box Elder,Bear River,UTAH STATE SCHOOL BOARD OF EDUCATION,,Registered Voters,NP,547,,,
Box Elder,Bear River,UTAH STATE SCHOOL BOARD OF EDUCATION,,D. ALAN SHAKESPEAR,NP,303,31,17,351
Box Elder,Bear River,UTAH STATE SCHOOL BOARD OF EDUCATION,,TAMI W. PYFER,NP,70,4,4,78
Box Elder,Bear River,UTAH STATE SCHOOL BOARD OF EDUCATION,,Write-in 30,NP,0,0,0,0
Box Elder,Bear River,BOX ELDER COUNTY COMMISSION SEAT C,,Registered Voters,NP,547,,,
Box Elder,Bear River,BOX ELDER COUNTY COMMISSION SEAT C,,STAN SUMMERS,REP,378,35,24,437
Box Elder,Bear River,BOX ELDER COUNTY COMMISSION SEAT C,,Write-in 20,NP,4,0,0,4
Box Elder,Bear River,Judge KEVIN K. ALLEN,,Registered Voters,NP,547,,,
Box Elder,Bear River,Judge KEVIN K. ALLEN,,YES,NP,306,26,20,352
Box Elder,Bear River,Judge KEVIN K. ALLEN,,NO,NP,64,6,2,72
Box Elder,Bear River,Judge JEFFREY R. BURBANK,,Registered Voters,NP,547,,,
Box Elder,Bear River,Judge JEFFREY R. BURBANK,,YES,NP,314,27,20,361
Box Elder,Bear River,Judge JEFFREY R. BURBANK,,NO,NP,57,5,2,64
Box Elder,Bear River,Constitutional Amendment A,,Registered Voters,NP,547,,,
Box Elder,Bear River,Constitutional Amendment A,,FOR,NP,187,23,17,227
Box Elder,Bear River,Constitutional Amendment A,,AGAINST,NP,189,11,6,206
Box Elder,Bear River,Constitutional Amendment B,,Registered Voters,NP,547,,,
Box Elder,Bear River,Constitutional Amendment B,,FOR,NP,247,26,22,295
Box Elder,Bear River,Constitutional Amendment B,,AGAINST,NP,135,9,1,145
Box Elder,Bear River East,STRAIGHT PARTY,,Registered Voters,NP,286,,,
Box Elder,Bear River East,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,0
Box Elder,Bear River East,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,0,0
Box Elder,Bear River East,STRAIGHT PARTY,,DEMOCRATIC,DEM,1,3,2,6
Box Elder,Bear River East,STRAIGHT PARTY,,REPUBLICAN,REP,44,7,0,51
Box Elder,Bear River East,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0
Box Elder,Bear River East,STRAIGHT PARTY,,GREEN,GRN,0,0,0,0
Box Elder,Bear River East,U.S. PRESIDENT,,Registered Voters,NP,286,,,
Box Elder,Bear River East,U.S. PRESIDENT,,JILL STEIN,GRN,0,0,0,0
Box Elder,Bear River East,U.S. PRESIDENT,,GLORIA LA RIVA,PSL,0,0,0,0
Box Elder,Bear River East,U.S. PRESIDENT,,MITT ROMNEY,REP,163,30,10,203
Box Elder,Bear River East,U.S. PRESIDENT,,BARACK OBAMA,DEM,9,5,4,18
Box Elder,Bear River East,U.S. PRESIDENT,,GARY JOHNSON,LIB,0,0,0,0
Box Elder,Bear River East,U.S. PRESIDENT,,VIRGIL GOODE,CON,1,0,0,1
Box Elder,Bear River East,U.S. PRESIDENT,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,1,1
Box Elder,Bear River East,U.S. PRESIDENT,,ROSEANNE BARR,NP,0,0,0,0
Box Elder,Bear River East,U.S. PRESIDENT,,STEPHEN DURHAM,NP,0,0,0,0
Box Elder,Bear River East,U.S. PRESIDENT,,JILL REED,NP,0,0,0,0
Box Elder,Bear River East,U.S. PRESIDENT,,ANDRE BARNETT,NP,0,0,0,0
Box Elder,Bear River East,U.S. PRESIDENT,,WILL CHRISTENSEN,NP,0,0,0,0
Box Elder,Bear River East,U.S. PRESIDENT,,JUSTIN MEYERS,NP,0,0,0,0
Box Elder,Bear River East,U.S. PRESIDENT,,SHEILA SAM TITTLE,NP,0,0,0,0
Box Elder,Bear River East,U.S. PRESIDENT,,ERIN KENT MAGEE,NP,0,0,0,0
Box Elder,Bear River East,U.S. PRESIDENT,,DEAN MORSTAD,NP,0,0,0,0
Box Elder,Bear River East,U.S. PRESIDENT,,NELSON MORSTAD,NP,0,0,0,0
Box Elder,Bear River East,U.S. PRESIDENT,,DARRELL HYKES,NP,0,0,0,0
Box Elder,Bear River East,U.S. PRESIDENT,,Write-in 80,NP,1,0,0,1
Box Elder,Bear River East,U. S. SENATE,,Registered Voters,NP,286,,,
Box Elder,Bear River East,U. S. SENATE,,SHAUN LYNN McCAUSLAN,CON,9,0,1,10
Box Elder,Bear River East,U. S. SENATE,,SCOTT HOWELL,DEM,30,7,5,42
Box Elder,Bear River East,U. S. SENATE,,ORRIN G. HATCH,REP,131,27,9,167
Box Elder,Bear River East,U. S. SENATE,,DANIEL GEERY,JUS,2,0,0,2
Box Elder,Bear River East,U. S. SENATE,,BILL BARRON,UNA,0,0,0,0
Box Elder,Bear River East,U. S. SENATE,,JoANN S. SECRIST,NP,0,0,0,0
Box Elder,Bear River East,U. S. SENATE,,Write-in 60,NP,0,0,0,0
Box Elder,Bear River East,U. S. HOUSE OF REPRESENTATIVE,,Registered Voters,NP,286,,,
Box Elder,Bear River East,U. S. HOUSE OF REPRESENTATIVE,,SHERRY PHIPPS,CON,9,0,0,9
Box Elder,Bear River East,U. S. HOUSE OF REPRESENTATIVE,,DONNA M. McALEER,DEM,16,9,5,30
Box Elder,Bear River East,U. S. HOUSE OF REPRESENTATIVE,,ROB BISHOP,REP,146,24,10,180
Box Elder,Bear River East,U. S. HOUSE OF REPRESENTATIVE,,Write-in 40,NP,0,0,0,0
Box Elder,Bear River East,GOVERNOR,,Registered Voters,NP,286,,,
Box Elder,Bear River East,GOVERNOR,,PETER S COOKE,DEM,25,8,5,38
Box Elder,Bear River East,GOVERNOR,,KEN LARSEN,LIB,1,0,0,1
Box Elder,Bear River East,GOVERNOR,,KIRK D PEARSON,CON,7,0,0,7
Box Elder,Bear River East,GOVERNOR,,GARY R. HERBERT,REP,140,27,10,177
Box Elder,Bear River East,GOVERNOR,,DAVID J CANNON,NP,0,0,0,0
Box Elder,Bear River East,GOVERNOR,,DENNIS C. OWEN,NP,0,0,0,0
Box Elder,Bear River East,GOVERNOR,,Write-in 50,NP,0,0,0,0
Box Elder,Bear River East,ATTY GENERAL,,Registered Voters,NP,286,,,
Box Elder,Bear River East,ATTY GENERAL,,DEE W. SMITH,DEM,26,10,5,41
Box Elder,Bear River East,ATTY GENERAL,,JOHN SWALLOW,REP,137,25,9,171
Box Elder,Bear River East,ATTY GENERAL,,W. ANDREW McCULLOUGH,LIB,7,0,0,7
Box Elder,Bear River East,ATTY GENERAL,,Write-in 40,NP,0,0,0,0
Box Elder,Bear River East,STATE AUDITOR,,Registered Voters,NP,286,,,
Box Elder,Bear River East,STATE AUDITOR,,MARK SAGE,DEM,14,5,6,25
Box Elder,Bear River East,STATE AUDITOR,,JOHN DOUGALL,REP,143,29,7,179
Box Elder,Bear River East,STATE AUDITOR,,RICHARD PROCTOR,CON,12,0,1,13
Box Elder,Bear River East,STATE AUDITOR,,Write-in 40,NP,0,0,0,0
Box Elder,Bear River East,STATE TREASURER,,Registered Voters,NP,286,,,
Box Elder,Bear River East,STATE TREASURER,,CHRISTOPHER STOUT,DEM,16,7,5,28
Box Elder,Bear River East,STATE TREASURER,,VINCENT C. MARCUS,LIB,6,0,2,8
Box Elder,Bear River East,STATE TREASURER,,RICHARD K. ELLIS,REP,145,27,7,179
Box Elder,Bear River East,STATE TREASURER,,WARREN ROGERS,NP,0,0,0,0
Box Elder,Bear River East,STATE TREASURER,,Write-in 40,NP,0,0,0,0
Box Elder,Bear River East,UTAH STATE HOUSE OF REPRESENTATIVES1,,Registered Voters,NP,286,,,
Box Elder,Bear River East,UTAH STATE HOUSE OF REPRESENTATIVES1,,DeLOY W MECHAM,DEM,37,14,4,55
Box Elder,Bear River East,UTAH STATE HOUSE OF REPRESENTATIVES1,,RONDA RUDD MENLOVE,REP,105,17,10,132
Box Elder,Bear River East,UTAH STATE HOUSE OF REPRESENTATIVES1,,BECKY MADDOX,CON,30,4,1,35
Box Elder,Bear River East,UTAH STATE HOUSE OF REPRESENTATIVES1,,Write-in 40,NP,0,0,0,0
Box Elder,Bear River East,UTAH STATE SCHOOL BOARD OF EDUCATION,,Registered Voters,NP,286,,,
Box Elder,Bear River East,UTAH STATE SCHOOL BOARD OF EDUCATION,,D. ALAN SHAKESPEAR,NP,114,20,8,142
Box Elder,Bear River East,UTAH STATE SCHOOL BOARD OF EDUCATION,,TAMI W. PYFER,NP,42,13,6,61
Box Elder,Bear River East,UTAH STATE SCHOOL BOARD OF EDUCATION,,Write-in 30,NP,0,0,0,0
Box Elder,Bear River East,BOX ELDER COUNTY COMMISSION SEAT C,,Registered Voters,NP,286,,,
Box Elder,Bear River East,BOX ELDER COUNTY COMMISSION SEAT C,,STAN SUMMERS,REP,158,31,12,201
Box Elder,Bear River East,BOX ELDER COUNTY COMMISSION SEAT C,,Write-in 20,NP,6,1,0,7
Box Elder,Bear River East,Judge KEVIN K. ALLEN,,Registered Voters,NP,286,,,
Box Elder,Bear River East,Judge KEVIN K. ALLEN,,YES,NP,140,22,11,173
Box Elder,Bear River East,Judge KEVIN K. ALLEN,,NO,NP,17,8,2,27
Box Elder,Bear River East,Judge JEFFREY R. BURBANK,,Registered Voters,NP,286,,,
Box Elder,Bear River East,Judge JEFFREY R. BURBANK,,YES,NP,134,24,10,168
Box Elder,Bear River East,Judge JEFFREY R. BURBANK,,NO,NP,23,7,3,33
Box Elder,Bear River East,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,Registered Voters,NP,286,,,
Box Elder,Bear River East,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,NANCY S. KENNEDY,NP,85,29,7,121
Box Elder,Bear River East,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,STEVE BROOKS,NP,71,3,7,81
Box Elder,Bear River East,BOX ELDER COUNTY SCHOOL BOARD DIST 5,,Write-in 30,NP,1,0,0,1
Box Elder,Bear River East,Constitutional Amendment A,,Registered Voters,NP,286,,,
Box Elder,Bear River East,Constitutional Amendment A,,FOR,NP,70,13,4,87
Box Elder,Bear River East,Constitutional Amendment A,,AGAINST,NP,87,17,10,114
Box Elder,Bear River East,Constitutional Amendment B,,Registered Voters,NP,286,,,
Box Elder,Bear River East,Constitutional Amendment B,,FOR,NP,109,13,9,131
Box Elder,Bear River East,Constitutional Amendment B,,AGAINST,NP,56,20,6,82
Box Elder,Brigham City 01,STRAIGHT PARTY,,Registered Voters,NP,848,,,
Box Elder,Brigham City 01,STRAIGHT PARTY,,CONSTITUTION,CON,1,1,0,2
Box Elder,Brigham City 01,STRAIGHT PARTY,,LIBERTARIAN,LIB,1,1,0,2
Box Elder,Brigham City 01,STRAIGHT PARTY,,DEMOCRATIC,DEM,19,8,4,31
Box Elder,Brigham City 01,STRAIGHT PARTY,,REPUBLICAN,REP,88,59,17,164
Box Elder,Brigham City 01,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0
Box Elder,Brigham City 01,STRAIGHT PARTY,,GREEN,GRN,1,0,0,1
Box Elder,Brigham City 01,U.S. PRESIDENT,,Registered Voters,NP,848,,,
Box Elder,Brigham City 01,U.S. PRESIDENT,,JILL STEIN,GRN,6,0,0,6
Box Elder,Brigham City 01,U.S. PRESIDENT,,GLORIA LA RIVA,PSL,2,0,0,2
Box Elder,Brigham City 01,U.S. PRESIDENT,,MITT ROMNEY,REP,273,169,47,489
Box Elder,Brigham City 01,U.S. PRESIDENT,,BARACK OBAMA,DEM,56,26,9,91
Box Elder,Brigham City 01,U.S. PRESIDENT,,GARY JOHNSON,LIB,3,3,0,6
Box Elder,Brigham City 01,U.S. PRESIDENT,,VIRGIL GOODE,CON,5,2,0,7
Box Elder,Brigham City 01,U.S. PRESIDENT,,"ROSS C. \ROCKY\"" ANDE""",JUS,1,0,0,1
