county,precinct,office,district,candidate,party,election_day,absentee,mail,votes
Box Elder,Garland East,BOX ELDER COUNTY SCHOOL BOARD DIST 1,,Registered Voters,NP,312,,,
Box Elder,Garland East,BOX ELDER COUNTY SCHOOL BOARD DIST 1,,LYNN A. CAPENER,NP,222,4,,226
Box Elder,Garland East,BOX ELDER COUNTY SCHOOL BOARD DIST 1,,Write-in 20,NP,10,0,,10
Box Elder,Garland East,Constitutional Amendment A,,Registered Voters,NP,312,,,
Box Elder,Garland East,Constitutional Amendment A,,FOR,NP,95,2,,97
Box Elder,Garland East,Constitutional Amendment A,,AGAINST,NP,128,1,,129
Box Elder,Garland East,Constitutional Amendment B,,Registered Voters,NP,312,,,
Box Elder,Garland East,Constitutional Amendment B,,FOR,NP,134,4,,138
Box Elder,Garland East,Constitutional Amendment B,,AGAINST,NP,103,0,,103
Box Elder,Grouse Creek,STRAIGHT PARTY,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,,0
Box Elder,Grouse Creek,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,,0
Box Elder,Grouse Creek,STRAIGHT PARTY,,DEMOCRATIC,DEM,1,0,,1
Box Elder,Grouse Creek,STRAIGHT PARTY,,REPUBLICAN,REP,9,0,,9
Box Elder,Grouse Creek,STRAIGHT PARTY,,JUSTICE,JUS,0,0,,0
Box Elder,Grouse Creek,STRAIGHT PARTY,,GREEN,GRN,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,U.S. PRESIDENT,,JILL STEIN,GRN,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,GLORIA LA RIVA,PSL,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,MITT ROMNEY,REP,29,0,,29
Box Elder,Grouse Creek,U.S. PRESIDENT,,BARACK OBAMA,DEM,2,0,,2
Box Elder,Grouse Creek,U.S. PRESIDENT,,GARY JOHNSON,LIB,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,VIRGIL GOODE,CON,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,ROSEANNE BARR,NP,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,STEPHEN DURHAM,NP,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,JILL REED,NP,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,ANDRE BARNETT,NP,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,WILL CHRISTENSEN,NP,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,JUSTIN MEYERS,NP,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,SHEILA SAM TITTLE,NP,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,ERIN KENT MAGEE,NP,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,DEAN MORSTAD,NP,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,NELSON MORSTAD,NP,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,DARRELL HYKES,NP,0,0,,0
Box Elder,Grouse Creek,U.S. PRESIDENT,,Write-in 80,NP,0,0,,0
Box Elder,Grouse Creek,U. S. SENATE,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,U. S. SENATE,,SHAUN LYNN McCAUSLAN,CON,0,0,,0
Box Elder,Grouse Creek,U. S. SENATE,,SCOTT HOWELL,DEM,2,0,,2
Box Elder,Grouse Creek,U. S. SENATE,,ORRIN G. HATCH,REP,28,0,,28
Box Elder,Grouse Creek,U. S. SENATE,,DANIEL GEERY,JUS,0,0,,0
Box Elder,Grouse Creek,U. S. SENATE,,BILL BARRON,UNA,0,0,,0
Box Elder,Grouse Creek,U. S. SENATE,,JoANN S. SECRIST,NP,0,0,,0
Box Elder,Grouse Creek,U. S. SENATE,,Write-in 60,NP,0,0,,0
Box Elder,Grouse Creek,U. S. HOUSE OF REPRESENTATIVE,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,U. S. HOUSE OF REPRESENTATIVE,,SHERRY PHIPPS,CON,0,0,,0
Box Elder,Grouse Creek,U. S. HOUSE OF REPRESENTATIVE,,DONNA M. McALEER,DEM,2,0,,2
Box Elder,Grouse Creek,U. S. HOUSE OF REPRESENTATIVE,,ROB BISHOP,REP,29,0,,29
Box Elder,Grouse Creek,U. S. HOUSE OF REPRESENTATIVE,,Write-in 40,NP,0,0,,0
Box Elder,Grouse Creek,GOVERNOR,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,GOVERNOR,,PETER S COOKE,DEM,1,0,,1
Box Elder,Grouse Creek,GOVERNOR,,KEN LARSEN,LIB,0,0,,0
Box Elder,Grouse Creek,GOVERNOR,,KIRK D PEARSON,CON,0,0,,0
Box Elder,Grouse Creek,GOVERNOR,,GARY R. HERBERT,REP,30,0,,30
Box Elder,Grouse Creek,GOVERNOR,,DAVID J CANNON,NP,0,0,,0
Box Elder,Grouse Creek,GOVERNOR,,DENNIS C. OWEN,NP,0,0,,0
Box Elder,Grouse Creek,GOVERNOR,,Write-in 50,NP,0,0,,0
Box Elder,Grouse Creek,ATTY GENERAL,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,ATTY GENERAL,,DEE W. SMITH,DEM,4,0,,4
Box Elder,Grouse Creek,ATTY GENERAL,,JOHN SWALLOW,REP,22,0,,22
Box Elder,Grouse Creek,ATTY GENERAL,,W. ANDREW McCULLOUGH,LIB,3,0,,3
Box Elder,Grouse Creek,ATTY GENERAL,,Write-in 40,NP,0,0,,0
Box Elder,Grouse Creek,STATE AUDITOR,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,STATE AUDITOR,,MARK SAGE,DEM,2,0,,2
Box Elder,Grouse Creek,STATE AUDITOR,,JOHN DOUGALL,REP,25,0,,25
Box Elder,Grouse Creek,STATE AUDITOR,,RICHARD PROCTOR,CON,2,0,,2
Box Elder,Grouse Creek,STATE AUDITOR,,Write-in 40,NP,0,0,,0
Box Elder,Grouse Creek,STATE TREASURER,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,STATE TREASURER,,CHRISTOPHER STOUT,DEM,4,0,,4
Box Elder,Grouse Creek,STATE TREASURER,,VINCENT C. MARCUS,LIB,0,0,,0
Box Elder,Grouse Creek,STATE TREASURER,,RICHARD K. ELLIS,REP,25,0,,25
Box Elder,Grouse Creek,STATE TREASURER,,WARREN ROGERS,NP,0,0,,0
Box Elder,Grouse Creek,STATE TREASURER,,Write-in 40,NP,0,0,,0
Box Elder,Grouse Creek,UTAH STATE HOUSE OF REPRESENTATIVES1,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,UTAH STATE HOUSE OF REPRESENTATIVES1,,DeLOY W MECHAM,DEM,1,0,,1
Box Elder,Grouse Creek,UTAH STATE HOUSE OF REPRESENTATIVES1,,RONDA RUDD MENLOVE,REP,28,0,,28
Box Elder,Grouse Creek,UTAH STATE HOUSE OF REPRESENTATIVES1,,BECKY MADDOX,CON,2,0,,2
Box Elder,Grouse Creek,UTAH STATE HOUSE OF REPRESENTATIVES1,,Write-in 40,NP,0,0,,0
Box Elder,Grouse Creek,UTAH STATE SCHOOL BOARD OF EDUCATION,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,UTAH STATE SCHOOL BOARD OF EDUCATION,,D. ALAN SHAKESPEAR,NP,9,0,,9
Box Elder,Grouse Creek,UTAH STATE SCHOOL BOARD OF EDUCATION,,TAMI W. PYFER,NP,16,0,,16
Box Elder,Grouse Creek,UTAH STATE SCHOOL BOARD OF EDUCATION,,Write-in 30,NP,0,0,,0
Box Elder,Grouse Creek,BOX ELDER COUNTY COMMISSION SEAT C,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,BOX ELDER COUNTY COMMISSION SEAT C,,STAN SUMMERS,REP,30,0,,30
Box Elder,Grouse Creek,BOX ELDER COUNTY COMMISSION SEAT C,,Write-in 20,NP,0,0,,0
Box Elder,Grouse Creek,Judge KEVIN K. ALLEN,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,Judge KEVIN K. ALLEN,,YES,NP,24,0,,24
Box Elder,Grouse Creek,Judge KEVIN K. ALLEN,,NO,NP,1,0,,1
Box Elder,Grouse Creek,Judge JEFFREY R. BURBANK,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,Judge JEFFREY R. BURBANK,,YES,NP,25,0,,25
Box Elder,Grouse Creek,Judge JEFFREY R. BURBANK,,NO,NP,2,0,,2
Box Elder,Grouse Creek,BOX ELDER COUNTY SCHOOL BOARD DIST 1,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,BOX ELDER COUNTY SCHOOL BOARD DIST 1,,LYNN A. CAPENER,NP,28,0,,28
Box Elder,Grouse Creek,BOX ELDER COUNTY SCHOOL BOARD DIST 1,,Write-in 20,NP,0,0,,0
Box Elder,Grouse Creek,Constitutional Amendment A,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,Constitutional Amendment A,,FOR,NP,18,0,,18
Box Elder,Grouse Creek,Constitutional Amendment A,,AGAINST,NP,10,0,,10
Box Elder,Grouse Creek,Constitutional Amendment B,,Registered Voters,NP,40,,,
Box Elder,Grouse Creek,Constitutional Amendment B,,FOR,NP,17,0,,17
Box Elder,Grouse Creek,Constitutional Amendment B,,AGAINST,NP,13,0,,13
Box Elder,Honeyville,STRAIGHT PARTY,,Registered Voters,NP,822,,,
Box Elder,Honeyville,STRAIGHT PARTY,,CONSTITUTION,CON,1,0,0,1
Box Elder,Honeyville,STRAIGHT PARTY,,LIBERTARIAN,LIB,2,1,0,3
Box Elder,Honeyville,STRAIGHT PARTY,,DEMOCRATIC,DEM,28,7,1,36
Box Elder,Honeyville,STRAIGHT PARTY,,REPUBLICAN,REP,178,17,3,198
Box Elder,Honeyville,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0
Box Elder,Honeyville,STRAIGHT PARTY,,GREEN,GRN,1,0,0,1
Box Elder,Honeyville,U.S. PRESIDENT,,Registered Voters,NP,822,,,
Box Elder,Honeyville,U.S. PRESIDENT,,JILL STEIN,GRN,1,0,0,1
Box Elder,Honeyville,U.S. PRESIDENT,,GLORIA LA RIVA,PSL,0,0,0,0
Box Elder,Honeyville,U.S. PRESIDENT,,MITT ROMNEY,REP,473,64,17,554
Box Elder,Honeyville,U.S. PRESIDENT,,BARACK OBAMA,DEM,59,11,3,73
Box Elder,Honeyville,U.S. PRESIDENT,,GARY JOHNSON,LIB,12,3,0,15
Box Elder,Honeyville,U.S. PRESIDENT,,VIRGIL GOODE,CON,0,1,0,1
Box Elder,Honeyville,U.S. PRESIDENT,,"ROSS C. \ROCKY\"" ANDE""",JUS,1,1,0,2
Box Elder,Honeyville,U.S. PRESIDENT,,ROSEANNE BARR,NP,0,0,0,0
Box Elder,Honeyville,U.S. PRESIDENT,,STEPHEN DURHAM,NP,0,0,0,0
Box Elder,Honeyville,U.S. PRESIDENT,,JILL REED,NP,0,0,0,0
Box Elder,Honeyville,U.S. PRESIDENT,,ANDRE BARNETT,NP,0,0,0,0
Box Elder,Honeyville,U.S. PRESIDENT,,WILL CHRISTENSEN,NP,0,0,0,0
Box Elder,Honeyville,U.S. PRESIDENT,,JUSTIN MEYERS,NP,0,0,0,0
Box Elder,Honeyville,U.S. PRESIDENT,,SHEILA SAM TITTLE,NP,0,0,0,0
Box Elder,Honeyville,U.S. PRESIDENT,,ERIN KENT MAGEE,NP,0,0,0,0
Box Elder,Honeyville,U.S. PRESIDENT,,DEAN MORSTAD,NP,0,0,0,0
Box Elder,Honeyville,U.S. PRESIDENT,,NELSON MORSTAD,NP,0,0,0,0
Box Elder,Honeyville,U.S. PRESIDENT,,DARRELL HYKES,NP,0,0,0,0
Box Elder,Honeyville,U.S. PRESIDENT,,Write-in 80,NP,2,0,0,2
Box Elder,Honeyville,U. S. SENATE,,Registered Voters,NP,822,,,
Box Elder,Honeyville,U. S. SENATE,,SHAUN LYNN McCAUSLAN,CON,21,7,1,29
Box Elder,Honeyville,U. S. SENATE,,SCOTT HOWELL,DEM,100,24,5,129
Box Elder,Honeyville,U. S. SENATE,,ORRIN G. HATCH,REP,419,49,14,482
Box Elder,Honeyville,U. S. SENATE,,DANIEL GEERY,JUS,5,0,0,5
Box Elder,Honeyville,U. S. SENATE,,BILL BARRON,UNA,1,0,0,1
Box Elder,Honeyville,U. S. SENATE,,JoANN S. SECRIST,NP,0,0,0,0
Box Elder,Honeyville,U. S. SENATE,,Write-in 60,NP,0,0,0,0
Box Elder,Honeyville,U. S. HOUSE OF REPRESENTATIVE,,Registered Voters,NP,822,,,
Box Elder,Honeyville,U. S. HOUSE OF REPRESENTATIVE,,SHERRY PHIPPS,CON,16,5,1,22
Box Elder,Honeyville,U. S. HOUSE OF REPRESENTATIVE,,DONNA M. McALEER,DEM,77,15,3,95
Box Elder,Honeyville,U. S. HOUSE OF REPRESENTATIVE,,ROB BISHOP,REP,446,60,16,522
Box Elder,Honeyville,U. S. HOUSE OF REPRESENTATIVE,,Write-in 40,NP,0,0,0,0
Box Elder,Honeyville,GOVERNOR,,Registered Voters,NP,822,,,
Box Elder,Honeyville,GOVERNOR,,PETER S COOKE,DEM,85,14,5,104
Box Elder,Honeyville,GOVERNOR,,KEN LARSEN,LIB,12,4,1,17
Box Elder,Honeyville,GOVERNOR,,KIRK D PEARSON,CON,9,4,0,13
Box Elder,Honeyville,GOVERNOR,,GARY R. HERBERT,REP,439,58,13,510
Box Elder,Honeyville,GOVERNOR,,DAVID J CANNON,NP,0,0,0,0
Box Elder,Honeyville,GOVERNOR,,DENNIS C. OWEN,NP,0,0,0,0
Box Elder,Honeyville,GOVERNOR,,Write-in 50,NP,0,0,0,0
Box Elder,Honeyville,ATTY GENERAL,,Registered Voters,NP,822,,,
Box Elder,Honeyville,ATTY GENERAL,,DEE W. SMITH,DEM,106,19,5,130
Box Elder,Honeyville,ATTY GENERAL,,JOHN SWALLOW,REP,412,50,13,475
Box Elder,Honeyville,ATTY GENERAL,,W. ANDREW McCULLOUGH,LIB,24,11,1,36
Box Elder,Honeyville,ATTY GENERAL,,Write-in 40,NP,0,0,0,0
Box Elder,Honeyville,STATE AUDITOR,,Registered Voters,NP,822,,,
Box Elder,Honeyville,STATE AUDITOR,,MARK SAGE,DEM,83,19,5,107
Box Elder,Honeyville,STATE AUDITOR,,JOHN DOUGALL,REP,425,47,14,486
Box Elder,Honeyville,STATE AUDITOR,,RICHARD PROCTOR,CON,26,12,0,38
Box Elder,Honeyville,STATE AUDITOR,,Write-in 40,NP,1,0,0,1
Box Elder,Honeyville,STATE TREASURER,,Registered Voters,NP,822,,,
Box Elder,Honeyville,STATE TREASURER,,CHRISTOPHER STOUT,DEM,80,14,4,98
Box Elder,Honeyville,STATE TREASURER,,VINCENT C. MARCUS,LIB,24,11,1,36
Box Elder,Honeyville,STATE TREASURER,,RICHARD K. ELLIS,REP,428,53,14,495
Box Elder,Honeyville,STATE TREASURER,,WARREN ROGERS,NP,0,0,0,0
Box Elder,Honeyville,STATE TREASURER,,Write-in 40,NP,0,0,0,0
Box Elder,Honeyville,UTAH STATE HOUSE OF REPRESENTATIVES1,,Registered Voters,NP,822,,,
Box Elder,Honeyville,UTAH STATE HOUSE OF REPRESENTATIVES1,,DeLOY W MECHAM,DEM,71,14,3,88
Box Elder,Honeyville,UTAH STATE HOUSE OF REPRESENTATIVES1,,RONDA RUDD MENLOVE,REP,420,57,15,492
Box Elder,Honeyville,UTAH STATE HOUSE OF REPRESENTATIVES1,,BECKY MADDOX,CON,51,9,1,61
Box Elder,Honeyville,UTAH STATE HOUSE OF REPRESENTATIVES1,,Write-in 40,NP,0,0,0,0
Box Elder,Honeyville,UTAH STATE SCHOOL BOARD OF EDUCATION,,Registered Voters,NP,822,,,
Box Elder,Honeyville,UTAH STATE SCHOOL BOARD OF EDUCATION,,D. ALAN SHAKESPEAR,NP,310,45,12,367
Box Elder,Honeyville,UTAH STATE SCHOOL BOARD OF EDUCATION,,TAMI W. PYFER,NP,158,22,4,184
Box Elder,Honeyville,UTAH STATE SCHOOL BOARD OF EDUCATION,,Write-in 30,NP,2,0,0,2
Box Elder,Honeyville,BOX ELDER COUNTY COMMISSION SEAT C,,Registered Voters,NP,822,,,
Box Elder,Honeyville,BOX ELDER COUNTY COMMISSION SEAT C,,STAN SUMMERS,REP,510,73,18,601
Box Elder,Honeyville,BOX ELDER COUNTY COMMISSION SEAT C,,Write-in 20,NP,1,1,0,2
Box Elder,Honeyville,Judge KEVIN K. ALLEN,,Registered Voters,NP,822,,,
Box Elder,Honeyville,Judge KEVIN K. ALLEN,,YES,NP,416,62,16,494
Box Elder,Honeyville,Judge KEVIN K. ALLEN,,NO,NP,64,8,0,72
Box Elder,Honeyville,Judge JEFFREY R. BURBANK,,Registered Voters,NP,822,,,
Box Elder,Honeyville,Judge JEFFREY R. BURBANK,,YES,NP,419,62,16,497
Box Elder,Honeyville,Judge JEFFREY R. BURBANK,,NO,NP,61,9,0,70
Box Elder,Honeyville,Constitutional Amendment A,,Registered Voters,NP,822,,,
Box Elder,Honeyville,Constitutional Amendment A,,FOR,NP,228,34,13,275
Box Elder,Honeyville,Constitutional Amendment A,,AGAINST,NP,275,39,3,317
Box Elder,Honeyville,Constitutional Amendment B,,Registered Voters,NP,822,,,
Box Elder,Honeyville,Constitutional Amendment B,,FOR,NP,328,52,9,389
Box Elder,Honeyville,Constitutional Amendment B,,AGAINST,NP,187,20,7,214
Box Elder,Howell,STRAIGHT PARTY,,Registered Voters,NP,147,,,
Box Elder,Howell,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,,0
Box Elder,Howell,STRAIGHT PARTY,,LIBERTARIAN,LIB,0,0,,0
Box Elder,Howell,STRAIGHT PARTY,,DEMOCRATIC,DEM,4,0,,4
Box Elder,Howell,STRAIGHT PARTY,,REPUBLICAN,REP,22,0,,22
Box Elder,Howell,STRAIGHT PARTY,,JUSTICE,JUS,0,0,,0
Box Elder,Howell,STRAIGHT PARTY,,GREEN,GRN,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,Registered Voters,NP,147,,,
Box Elder,Howell,U.S. PRESIDENT,,JILL STEIN,GRN,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,GLORIA LA RIVA,PSL,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,MITT ROMNEY,REP,117,0,,117
Box Elder,Howell,U.S. PRESIDENT,,BARACK OBAMA,DEM,11,0,,11
Box Elder,Howell,U.S. PRESIDENT,,GARY JOHNSON,LIB,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,VIRGIL GOODE,CON,1,0,,1
Box Elder,Howell,U.S. PRESIDENT,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,ROSEANNE BARR,NP,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,STEPHEN DURHAM,NP,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,JILL REED,NP,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,ANDRE BARNETT,NP,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,WILL CHRISTENSEN,NP,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,JUSTIN MEYERS,NP,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,SHEILA SAM TITTLE,NP,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,ERIN KENT MAGEE,NP,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,DEAN MORSTAD,NP,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,NELSON MORSTAD,NP,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,DARRELL HYKES,NP,0,0,,0
Box Elder,Howell,U.S. PRESIDENT,,Write-in 80,NP,0,0,,0
Box Elder,Howell,U. S. SENATE,,Registered Voters,NP,147,,,
Box Elder,Howell,U. S. SENATE,,SHAUN LYNN McCAUSLAN,CON,3,0,,3
Box Elder,Howell,U. S. SENATE,,SCOTT HOWELL,DEM,31,0,,31
Box Elder,Howell,U. S. SENATE,,ORRIN G. HATCH,REP,93,0,,93
Box Elder,Howell,U. S. SENATE,,DANIEL GEERY,JUS,1,0,,1
Box Elder,Howell,U. S. SENATE,,BILL BARRON,UNA,1,0,,1
Box Elder,Howell,U. S. SENATE,,JoANN S. SECRIST,NP,0,0,,0
Box Elder,Howell,U. S. SENATE,,Write-in 60,NP,0,0,,0
Box Elder,Howell,U. S. HOUSE OF REPRESENTATIVE,,Registered Voters,NP,147,,,
Box Elder,Howell,U. S. HOUSE OF REPRESENTATIVE,,SHERRY PHIPPS,CON,12,0,,12
Box Elder,Howell,U. S. HOUSE OF REPRESENTATIVE,,DONNA M. McALEER,DEM,16,0,,16
Box Elder,Howell,U. S. HOUSE OF REPRESENTATIVE,,ROB BISHOP,REP,98,0,,98
Box Elder,Howell,U. S. HOUSE OF REPRESENTATIVE,,Write-in 40,NP,1,0,,1
Box Elder,Howell,GOVERNOR,,Registered Voters,NP,147,,,
Box Elder,Howell,GOVERNOR,,PETER S COOKE,DEM,25,0,,25
Box Elder,Howell,GOVERNOR,,KEN LARSEN,LIB,2,0,,2
Box Elder,Howell,GOVERNOR,,KIRK D PEARSON,CON,6,0,,6
Box Elder,Howell,GOVERNOR,,GARY R. HERBERT,REP,96,0,,96
Box Elder,Howell,GOVERNOR,,DAVID J CANNON,NP,0,0,,0
Box Elder,Howell,GOVERNOR,,DENNIS C. OWEN,NP,0,0,,0
Box Elder,Howell,GOVERNOR,,Write-in 50,NP,0,0,,0
Box Elder,Howell,ATTY GENERAL,,Registered Voters,NP,147,,,
Box Elder,Howell,ATTY GENERAL,,DEE W. SMITH,DEM,21,0,,21
Box Elder,Howell,ATTY GENERAL,,JOHN SWALLOW,REP,97,0,,97
Box Elder,Howell,ATTY GENERAL,,W. ANDREW McCULLOUGH,LIB,9,0,,9
Box Elder,Howell,ATTY GENERAL,,Write-in 40,NP,1,0,,1
Box Elder,Howell,STATE AUDITOR,,Registered Voters,NP,147,,,
Box Elder,Howell,STATE AUDITOR,,MARK SAGE,DEM,20,0,,20
Box Elder,Howell,STATE AUDITOR,,JOHN DOUGALL,REP,90,0,,90
Box Elder,Howell,STATE AUDITOR,,RICHARD PROCTOR,CON,16,0,,16
Box Elder,Howell,STATE AUDITOR,,Write-in 40,NP,1,0,,1
Box Elder,Howell,STATE TREASURER,,Registered Voters,NP,147,,,
Box Elder,Howell,STATE TREASURER,,CHRISTOPHER STOUT,DEM,19,0,,19
Box Elder,Howell,STATE TREASURER,,VINCENT C. MARCUS,LIB,10,0,,10
Box Elder,Howell,STATE TREASURER,,RICHARD K. ELLIS,REP,97,0,,97
Box Elder,Howell,STATE TREASURER,,WARREN ROGERS,NP,0,0,,0
Box Elder,Howell,STATE TREASURER,,Write-in 40,NP,0,0,,0
Box Elder,Howell,UTAH STATE HOUSE OF REPRESENTATIVES1,,Registered Voters,NP,147,,,
Box Elder,Howell,UTAH STATE HOUSE OF REPRESENTATIVES1,,DeLOY W MECHAM,DEM,30,0,,30
Box Elder,Howell,UTAH STATE HOUSE OF REPRESENTATIVES1,,RONDA RUDD MENLOVE,REP,82,0,,82
Box Elder,Howell,UTAH STATE HOUSE OF REPRESENTATIVES1,,BECKY MADDOX,CON,16,0,,16
Box Elder,Howell,UTAH STATE HOUSE OF REPRESENTATIVES1,,Write-in 40,NP,1,0,,1
Box Elder,Howell,UTAH STATE SCHOOL BOARD OF EDUCATION,,Registered Voters,NP,147,,,
Box Elder,Howell,UTAH STATE SCHOOL BOARD OF EDUCATION,,D. ALAN SHAKESPEAR,NP,59,0,,59
Box Elder,Howell,UTAH STATE SCHOOL BOARD OF EDUCATION,,TAMI W. PYFER,NP,52,0,,52
Box Elder,Howell,UTAH STATE SCHOOL BOARD OF EDUCATION,,Write-in 30,NP,2,0,,2
Box Elder,Howell,BOX ELDER COUNTY COMMISSION SEAT C,,Registered Voters,NP,147,,,
Box Elder,Howell,BOX ELDER COUNTY COMMISSION SEAT C,,STAN SUMMERS,REP,114,0,,114
Box Elder,Howell,BOX ELDER COUNTY COMMISSION SEAT C,,Write-in 20,NP,2,0,,2
Box Elder,Howell,Judge KEVIN K. ALLEN,,Registered Voters,NP,147,,,
Box Elder,Howell,Judge KEVIN K. ALLEN,,YES,NP,91,0,,91
Box Elder,Howell,Judge KEVIN K. ALLEN,,NO,NP,30,0,,30
Box Elder,Howell,Judge JEFFREY R. BURBANK,,Registered Voters,NP,147,,,
Box Elder,Howell,Judge JEFFREY R. BURBANK,,YES,NP,94,0,,94
Box Elder,Howell,Judge JEFFREY R. BURBANK,,NO,NP,30,0,,30
Box Elder,Howell,BOX ELDER COUNTY SCHOOL BOARD DIST 1,,Registered Voters,NP,147,,,
Box Elder,Howell,BOX ELDER COUNTY SCHOOL BOARD DIST 1,,LYNN A. CAPENER,NP,113,0,,113
Box Elder,Howell,BOX ELDER COUNTY SCHOOL BOARD DIST 1,,Write-in 20,NP,6,0,,6
Box Elder,Howell,Constitutional Amendment A,,Registered Voters,NP,147,,,
Box Elder,Howell,Constitutional Amendment A,,FOR,NP,44,0,,44
Box Elder,Howell,Constitutional Amendment A,,AGAINST,NP,79,0,,79
Box Elder,Howell,Constitutional Amendment B,,Registered Voters,NP,147,,,
Box Elder,Howell,Constitutional Amendment B,,FOR,NP,73,0,,73
Box Elder,Howell,Constitutional Amendment B,,AGAINST,NP,53,0,,53
Box Elder,Mantua,STRAIGHT PARTY,,Registered Voters,NP,483,,,
Box Elder,Mantua,STRAIGHT PARTY,,CONSTITUTION,CON,0,0,0,0
Box Elder,Mantua,STRAIGHT PARTY,,LIBERTARIAN,LIB,1,0,0,1
Box Elder,Mantua,STRAIGHT PARTY,,DEMOCRATIC,DEM,9,2,0,11
Box Elder,Mantua,STRAIGHT PARTY,,REPUBLICAN,REP,95,12,17,124
Box Elder,Mantua,STRAIGHT PARTY,,JUSTICE,JUS,0,0,0,0
Box Elder,Mantua,STRAIGHT PARTY,,GREEN,GRN,0,0,0,0
Box Elder,Mantua,U.S. PRESIDENT,,Registered Voters,NP,483,,,
Box Elder,Mantua,U.S. PRESIDENT,,JILL STEIN,GRN,0,0,0,0
Box Elder,Mantua,U.S. PRESIDENT,,GLORIA LA RIVA,PSL,0,0,0,0
Box Elder,Mantua,U.S. PRESIDENT,,MITT ROMNEY,REP,278,37,37,352
Box Elder,Mantua,U.S. PRESIDENT,,BARACK OBAMA,DEM,22,2,2,26
Box Elder,Mantua,U.S. PRESIDENT,,GARY JOHNSON,LIB,4,0,0,4
Box Elder,Mantua,U.S. PRESIDENT,,VIRGIL GOODE,CON,0,0,0,0
Box Elder,Mantua,U.S. PRESIDENT,,"ROSS C. \ROCKY\"" ANDE""",JUS,0,0,0,0
Box Elder,Mantua,U.S. PRESIDENT,,ROSEANNE BARR,NP,0,0,0,0
Box Elder,Mantua,U.S. PRESIDENT,,STEPHEN DURHAM,NP,0,0,0,0
Box Elder,Mantua,U.S. PRESIDENT,,JILL REED,NP,0,0,0,0
Box Elder,Mantua,U.S. PRESIDENT,,ANDRE BARNETT,NP,0,0,0,0
Box Elder,Mantua,U.S. PRESIDENT,,WILL CHRISTENSEN,NP,0,0,0,0
Box Elder,Mantua,U.S. PRESIDENT,,JUSTIN MEYERS,NP,0,0,0,0
Box Elder,Mantua,U.S. PRESIDENT,,SHEILA SAM TITTLE,NP,0,0,0,0
Box Elder,Mantua,U.S. PRESIDENT,,ERIN KENT MAGEE,NP,0,0,0,0
