county,precinct,office,district,candidate,party,polling,early,absentee,provisional,votes
Millard,Delta 17,State House,68,Paul J. McCollaum,CON,40,14,4,1,59
Millard,Delta 17,State House,68,Write-In Votes,,0,0,1,0,1
Millard,Delta 18,Registered Voters,,,,,,,,957
Millard,Delta 18,Ballots Cast,,,,527,132,76,15,750
Millard,Delta 18,Straight Party,,,CON,1,0,0,0,1
Millard,Delta 18,Straight Party,,,LIB,2,0,0,0,2
Millard,Delta 18,Straight Party,,,DEM,14,5,1,0,20
Millard,Delta 18,Straight Party,,,REP,119,30,27,5,181
Millard,Delta 18,Straight Party,,,JUS,2,0,0,0,2
Millard,Delta 18,Straight Party,,,GRN,1,0,0,0,1
Millard,Delta 18,President/Vice President,,Jill Stein,GRN,1,0,0,0,1
Millard,Delta 18,President/Vice President,,Gloria La Riva,,0,0,0,0,0
Millard,Delta 18,President/Vice President,,Mitt Romney,REP,457,119,70,13,659
Millard,Delta 18,President/Vice President,,Barack Obama,DEM,48,12,5,2,67
Millard,Delta 18,President/Vice President,,Gary Johnson,LIB,9,0,0,0,9
Millard,Delta 18,President/Vice President,,Virgil Goode,CON,1,0,0,0,1
Millard,Delta 18,President/Vice President,,Ross C. Anderson,JUS,3,0,0,0,3
Millard,Delta 18,President/Vice President,,Write-In Votes,,1,0,0,0,1
Millard,Delta 18,U.S. Senate,,Shaun McCausland,CON,36,5,2,0,43
Millard,Delta 18,U.S. Senate,,Scott Howell,DEM,113,20,10,0,143
Millard,Delta 18,U.S. Senate,,Orrin G. Hatch,REP,362,102,61,15,540
Millard,Delta 18,U.S. Senate,,Daniel Geery,JUS,2,0,0,0,2
Millard,Delta 18,U.S. Senate,,Bill Barron,,4,2,1,0,7
Millard,Delta 18,U.S. Senate,,Write-In Votes,,0,0,0,0,0
Millard,Delta 18,U.S. House,2,Chris Stewart,REP,412,108,62,14,596
Millard,Delta 18,U.S. House,2,Jay Seegmiller,DEM,70,16,10,1,97
Millard,Delta 18,U.S. House,2,Charles E. Kimball,,7,1,1,0,9
Millard,Delta 18,U.S. House,2,Jonathan D. Garrard,CON,16,2,1,0,19
Millard,Delta 18,U.S. House,2,Joseph Andrade,,7,0,0,0,7
Millard,Delta 18,U.S. House,2,Write-In Votes,,0,0,0,0,0
Millard,Delta 18,Governor,,Peter S. Cooke,DEM,79,17,9,0,105
Millard,Delta 18,Governor,,Ken Larsen,LIB,14,0,0,0,14
Millard,Delta 18,Governor,,Kirk D. Pearson,CON,10,0,0,0,10
Millard,Delta 18,Governor,,Gary R. Herbert,REP,415,111,64,15,605
Millard,Delta 18,Governor,,Write-In Votes,,0,0,0,0,0
Millard,Delta 18,Attorney General,,Dee W. Smith,DEM,74,15,12,3,104
Millard,Delta 18,Attorney General,,John Swallow,REP,394,107,56,10,567
Millard,Delta 18,Attorney General,,W. Andrew McCullough,LIB,37,4,2,2,45
Millard,Delta 18,Attorney General,,Write-In Votes,,0,0,1,0,1
Millard,Delta 18,State Auditor,,Mark Sage,DEM,81,16,11,4,112
Millard,Delta 18,State Auditor,,John Dougall,REP,388,102,57,11,558
Millard,Delta 18,State Auditor,,Richard Proctor,CON,32,5,4,0,41
Millard,Delta 18,State Auditor,,Write-In Votes,,0,0,0,0,0
Millard,Delta 18,State Treasurer,,Christopher Stout,DEM,77,23,8,1,109
Millard,Delta 18,State Treasurer,,Vincent C. Marcus,LIB,30,2,3,3,38
Millard,Delta 18,State Treasurer,,Richard K. Ellis,REP,395,99,61,11,566
Millard,Delta 18,State Treasurer,,Write-In Votes,,0,0,0,0,0
Millard,Delta 18,State Senate,24,Ralph Okerlund,REP,433,109,67,14,623
Millard,Delta 18,State Senate,24,Trestin Meacham,CON,59,13,5,1,78
Millard,Delta 18,State Senate,24,Write-In Votes,,0,0,0,0,0
Millard,Delta 18,State House,68,Merrill Nelson,REP,378,104,58,12,552
Millard,Delta 18,State House,68,Thomas E. Nedreberg,DEM,71,13,7,2,93
Millard,Delta 18,State House,68,Paul J. McCollaum,CON,61,7,8,1,77
Millard,Delta 18,State House,68,Write-In Votes,,0,0,0,0,0
Millard,Deseret-Oasis,Registered Voters,,,,,,,,356
Millard,Deseret-Oasis,Ballots Cast,,,,249,22,23,1,295
Millard,Deseret-Oasis,Straight Party,,,CON,0,0,1,0,1
Millard,Deseret-Oasis,Straight Party,,,LIB,0,0,0,0,0
Millard,Deseret-Oasis,Straight Party,,,DEM,17,0,4,0,21
Millard,Deseret-Oasis,Straight Party,,,REP,55,0,0,0,55
Millard,Deseret-Oasis,Straight Party,,,JUS,0,0,0,0,0
Millard,Deseret-Oasis,Straight Party,,,GRN,0,0,0,0,0
Millard,Deseret-Oasis,President/Vice President,,Jill Stein,GRN,0,0,0,0,0
Millard,Deseret-Oasis,President/Vice President,,Gloria La Riva,,0,0,0,0,0
Millard,Deseret-Oasis,President/Vice President,,Mitt Romney,REP,212,18,20,1,251
Millard,Deseret-Oasis,President/Vice President,,Barack Obama,DEM,28,3,2,0,33
Millard,Deseret-Oasis,President/Vice President,,Gary Johnson,LIB,4,0,0,0,4
Millard,Deseret-Oasis,President/Vice President,,Virgil Goode,CON,1,1,1,0,3
Millard,Deseret-Oasis,President/Vice President,,Ross C. Anderson,JUS,0,0,0,0,0
Millard,Deseret-Oasis,President/Vice President,,Write-In Votes,,1,0,0,0,1
Millard,Deseret-Oasis,U.S. Senate,,Shaun McCausland,CON,16,2,1,0,19
Millard,Deseret-Oasis,U.S. Senate,,Scott Howell,DEM,48,4,5,0,57
Millard,Deseret-Oasis,U.S. Senate,,Orrin G. Hatch,REP,180,16,17,1,214
Millard,Deseret-Oasis,U.S. Senate,,Daniel Geery,JUS,2,0,0,0,2
Millard,Deseret-Oasis,U.S. Senate,,Bill Barron,,2,0,0,0,2
Millard,Deseret-Oasis,U.S. Senate,,Write-In Votes,,0,0,0,0,0
Millard,Deseret-Oasis,U.S. House,2,Chris Stewart,REP,195,18,16,1,230
Millard,Deseret-Oasis,U.S. House,2,Jay Seegmiller,DEM,37,3,2,0,42
Millard,Deseret-Oasis,U.S. House,2,Charles E. Kimball,,3,0,2,0,5
Millard,Deseret-Oasis,U.S. House,2,Jonathan D. Garrard,CON,7,1,1,0,9
Millard,Deseret-Oasis,U.S. House,2,Joseph Andrade,,2,0,2,0,4
Millard,Deseret-Oasis,U.S. House,2,Write-In Votes,,0,0,0,0,0
Millard,Deseret-Oasis,Governor,,Peter S. Cooke,DEM,47,4,2,1,54
Millard,Deseret-Oasis,Governor,,Ken Larsen,LIB,8,0,0,0,8
Millard,Deseret-Oasis,Governor,,Kirk D. Pearson,CON,8,2,1,0,11
Millard,Deseret-Oasis,Governor,,Gary R. Herbert,REP,184,15,20,0,219
Millard,Deseret-Oasis,Governor,,Write-In Votes,,0,0,0,0,0
Millard,Deseret-Oasis,Attorney General,,Dee W. Smith,DEM,37,4,2,0,43
Millard,Deseret-Oasis,Attorney General,,John Swallow,REP,191,18,19,1,229
Millard,Deseret-Oasis,Attorney General,,W. Andrew McCullough,LIB,15,0,1,0,16
Millard,Deseret-Oasis,Attorney General,,Write-In Votes,,0,0,0,0,0
Millard,Deseret-Oasis,State Auditor,,Mark Sage,DEM,36,4,6,0,46
Millard,Deseret-Oasis,State Auditor,,John Dougall,REP,185,15,14,1,215
Millard,Deseret-Oasis,State Auditor,,Richard Proctor,CON,20,3,2,0,25
Millard,Deseret-Oasis,State Auditor,,Write-In Votes,,0,0,0,0,0
Millard,Deseret-Oasis,State Treasurer,,Christopher Stout,DEM,43,5,6,0,54
Millard,Deseret-Oasis,State Treasurer,,Vincent C. Marcus,LIB,18,2,0,0,20
Millard,Deseret-Oasis,State Treasurer,,Richard K. Ellis,REP,182,14,16,1,213
Millard,Deseret-Oasis,State Treasurer,,Write-In Votes,,0,0,0,0,0
Millard,Deseret-Oasis,State Senate,24,Ralph Okerlund,REP,200,18,19,1,238
Millard,Deseret-Oasis,State Senate,24,Trestin Meacham,CON,29,4,2,0,35
Millard,Deseret-Oasis,State Senate,24,Write-In Votes,,0,0,0,0,0
Millard,Deseret-Oasis,State House,68,Merrill Nelson,REP,179,17,19,1,216
Millard,Deseret-Oasis,State House,68,Thomas E. Nedreberg,DEM,34,2,2,0,38
Millard,Deseret-Oasis,State House,68,Paul J. McCollaum,CON,31,2,2,0,35
Millard,Deseret-Oasis,State House,68,Write-In Votes,,0,0,0,0,0
Millard,Fillmore 1,Registered Voters,,,,,,,,795
Millard,Fillmore 1,Ballots Cast,,,,375,198,50,5,628
Millard,Fillmore 1,Straight Party,,,CON,0,0,0,0,0
Millard,Fillmore 1,Straight Party,,,LIB,0,1,0,0,1
Millard,Fillmore 1,Straight Party,,,DEM,7,2,0,0,9
Millard,Fillmore 1,Straight Party,,,REP,45,24,7,0,76
Millard,Fillmore 1,Straight Party,,,JUS,2,0,0,0,2
Millard,Fillmore 1,Straight Party,,,GRN,0,0,0,0,0
Millard,Fillmore 1,President/Vice President,,Jill Stein,GRN,0,0,0,0,0
Millard,Fillmore 1,President/Vice President,,Gloria La Riva,,0,0,0,0,0
Millard,Fillmore 1,President/Vice President,,Mitt Romney,REP,333,168,40,4,545
Millard,Fillmore 1,President/Vice President,,Barack Obama,DEM,29,26,6,1,62
Millard,Fillmore 1,President/Vice President,,Gary Johnson,LIB,1,1,1,0,3
Millard,Fillmore 1,President/Vice President,,Virgil Goode,CON,1,1,0,0,2
Millard,Fillmore 1,President/Vice President,,Ross C. Anderson,JUS,1,1,0,0,2
Millard,Fillmore 1,President/Vice President,,Write-In Votes,,4,0,2,0,6
Millard,Fillmore 1,U.S. Senate,,Shaun McCausland,CON,13,4,0,1,18
Millard,Fillmore 1,U.S. Senate,,Scott Howell,DEM,52,30,14,1,97
Millard,Fillmore 1,U.S. Senate,,Orrin G. Hatch,REP,299,158,34,3,494
Millard,Fillmore 1,U.S. Senate,,Daniel Geery,JUS,3,4,0,0,7
Millard,Fillmore 1,U.S. Senate,,Bill Barron,,1,0,0,0,1
Millard,Fillmore 1,U.S. Senate,,Write-In Votes,,1,0,0,0,1
Millard,Fillmore 1,U.S. House,2,Chris Stewart,REP,294,147,33,1,475
Millard,Fillmore 1,U.S. House,2,Jay Seegmiller,DEM,46,34,11,3,94
Millard,Fillmore 1,U.S. House,2,Charles E. Kimball,,8,3,1,1,13
Millard,Fillmore 1,U.S. House,2,Jonathan D. Garrard,CON,13,2,1,0,16
Millard,Fillmore 1,U.S. House,2,Joseph Andrade,,3,0,1,0,4
Millard,Fillmore 1,U.S. House,2,Write-In Votes,,0,0,0,0,0
Millard,Fillmore 1,Governor,,Peter S. Cooke,DEM,42,31,8,2,83
Millard,Fillmore 1,Governor,,Ken Larsen,LIB,6,5,2,1,14
Millard,Fillmore 1,Governor,,Kirk D. Pearson,CON,14,6,0,0,20
Millard,Fillmore 1,Governor,,Gary R. Herbert,REP,308,153,37,2,500
Millard,Fillmore 1,Governor,,Write-In Votes,,0,0,0,0,0
Millard,Fillmore 1,Attorney General,,Dee W. Smith,DEM,48,35,6,1,90
Millard,Fillmore 1,Attorney General,,John Swallow,REP,296,142,39,2,479
Millard,Fillmore 1,Attorney General,,W. Andrew McCullough,LIB,19,7,3,2,31
Millard,Fillmore 1,Attorney General,,Write-In Votes,,0,0,0,0,0
Millard,Fillmore 1,State Auditor,,Mark Sage,DEM,41,37,8,2,88
Millard,Fillmore 1,State Auditor,,John Dougall,REP,281,136,32,1,450
Millard,Fillmore 1,State Auditor,,Richard Proctor,CON,31,12,4,2,49
Millard,Fillmore 1,State Auditor,,Write-In Votes,,1,0,0,0,1
Millard,Fillmore 1,State Treasurer,,Christopher Stout,DEM,47,35,8,1,91
Millard,Fillmore 1,State Treasurer,,Vincent C. Marcus,LIB,18,10,2,2,32
Millard,Fillmore 1,State Treasurer,,Richard K. Ellis,REP,287,138,36,2,463
Millard,Fillmore 1,State Treasurer,,Write-In Votes,,0,0,0,0,0
Millard,Fillmore 1,State Senate,24,Ralph Okerlund,REP,317,161,42,2,522
Millard,Fillmore 1,State Senate,24,Trestin Meacham,CON,39,20,2,2,63
Millard,Fillmore 1,State Senate,24,Write-In Votes,,0,2,1,0,3
Millard,Fillmore 1,State House,68,Merrill Nelson,REP,290,136,36,3,465
Millard,Fillmore 1,State House,68,Thomas E. Nedreberg,DEM,44,39,10,1,94
Millard,Fillmore 1,State House,68,Paul J. McCollaum,CON,21,9,1,1,32
Millard,Fillmore 1,State House,68,Write-In Votes,,0,0,0,0,0
Millard,Fillmore 2,Registered Voters,,,,,,,,494
Millard,Fillmore 2,Ballots Cast,,,,240,93,35,0,368
Millard,Fillmore 2,Straight Party,,,CON,0,0,0,0,0
Millard,Fillmore 2,Straight Party,,,LIB,0,1,0,0,1
Millard,Fillmore 2,Straight Party,,,DEM,7,2,0,0,9
Millard,Fillmore 2,Straight Party,,,REP,45,24,7,0,76
Millard,Fillmore 2,Straight Party,,,JUS,2,0,0,0,2
Millard,Fillmore 2,Straight Party,,,GRN,0,0,0,0,0
Millard,Fillmore 2,President/Vice President,,Jill Stein,GRN,0,0,0,0,0
Millard,Fillmore 2,President/Vice President,,Gloria La Riva,,0,0,0,0,0
Millard,Fillmore 2,President/Vice President,,Mitt Romney,REP,218,82,32,0,332
Millard,Fillmore 2,President/Vice President,,Barack Obama,DEM,16,8,2,0,26
Millard,Fillmore 2,President/Vice President,,Gary Johnson,LIB,1,1,0,0,2
Millard,Fillmore 2,President/Vice President,,Virgil Goode,CON,1,0,1,0,2
Millard,Fillmore 2,President/Vice President,,Ross C. Anderson,JUS,1,2,0,0,3
Millard,Fillmore 2,President/Vice President,,Write-In Votes,,1,0,0,0,1
Millard,Fillmore 2,U.S. Senate,,Shaun McCausland,CON,11,2,1,0,14
Millard,Fillmore 2,U.S. Senate,,Scott Howell,DEM,36,19,2,0,57
Millard,Fillmore 2,U.S. Senate,,Orrin G. Hatch,REP,179,72,29,0,280
Millard,Fillmore 2,U.S. Senate,,Daniel Geery,JUS,1,0,0,0,1
Millard,Fillmore 2,U.S. Senate,,Bill Barron,,3,0,0,0,3
Millard,Fillmore 2,U.S. Senate,,Write-In Votes,,2,0,1,0,3
Millard,Fillmore 2,U.S. House,2,Chris Stewart,REP,185,77,26,0,288
Millard,Fillmore 2,U.S. House,2,Jay Seegmiller,DEM,32,13,2,0,47
Millard,Fillmore 2,U.S. House,2,Charles E. Kimball,,0,1,0,0,1
Millard,Fillmore 2,U.S. House,2,Jonathan D. Garrard,CON,4,0,1,0,5
Millard,Fillmore 2,U.S. House,2,Joseph Andrade,,5,0,1,0,6
Millard,Fillmore 2,U.S. House,2,Write-In Votes,,0,0,0,0,0
Millard,Fillmore 2,Governor,,Peter S. Cooke,DEM,32,14,1,0,47
Millard,Fillmore 2,Governor,,Ken Larsen,LIB,4,0,0,0,4
Millard,Fillmore 2,Governor,,Kirk D. Pearson,CON,4,2,1,0,7
Millard,Fillmore 2,Governor,,Gary R. Herbert,REP,189,76,30,0,295
Millard,Fillmore 2,Governor,,Write-In Votes,,0,0,0,0,0
Millard,Fillmore 2,Attorney General,,Dee W. Smith,DEM,30,14,3,0,47
Millard,Fillmore 2,Attorney General,,John Swallow,REP,182,74,28,0,284
Millard,Fillmore 2,Attorney General,,W. Andrew McCullough,LIB,14,3,1,0,18
Millard,Fillmore 2,Attorney General,,Write-In Votes,,0,0,0,0,0
Millard,Fillmore 2,State Auditor,,Mark Sage,DEM,33,12,5,0,50
Millard,Fillmore 2,State Auditor,,John Dougall,REP,177,79,23,0,279
Millard,Fillmore 2,State Auditor,,Richard Proctor,CON,13,0,2,0,15
Millard,Fillmore 2,State Auditor,,Write-In Votes,,0,0,0,0,0
Millard,Fillmore 2,State Treasurer,,Christopher Stout,DEM,35,14,1,0,50
Millard,Fillmore 2,State Treasurer,,Vincent C. Marcus,LIB,9,1,2,0,12
Millard,Fillmore 2,State Treasurer,,Richard K. Ellis,REP,174,75,27,0,276
Millard,Fillmore 2,State Treasurer,,Write-In Votes,,0,0,0,0,0
Millard,Fillmore 2,State Senate,24,Ralph Okerlund,REP,198,80,29,0,307
Millard,Fillmore 2,State Senate,24,Trestin Meacham,CON,20,8,1,0,29
Millard,Fillmore 2,State Senate,24,Write-In Votes,,0,0,0,0,0
Millard,Fillmore 2,State House,68,Merrill Nelson,REP,178,71,27,0,276
Millard,Fillmore 2,State House,68,Thomas E. Nedreberg,DEM,25,17,2,0,44
Millard,Fillmore 2,State House,68,Paul J. McCollaum,CON,20,3,2,0,25
Millard,Fillmore 2,State House,68,Write-In Votes,,0,0,0,0,0
Millard,Flowell,Registered Voters,,,,,,,,147
Millard,Flowell,Ballots Cast,,,,97,14,12,0,123
Millard,Flowell,Straight Party,,,CON,0,0,2,0,2
Millard,Flowell,Straight Party,,,LIB,0,0,0,0,0
Millard,Flowell,Straight Party,,,DEM,0,0,0,0,0
Millard,Flowell,Straight Party,,,REP,22,7,0,0,29
Millard,Flowell,Straight Party,,,JUS,0,0,0,0,0
Millard,Flowell,Straight Party,,,GRN,0,0,0,0,0
Millard,Flowell,President/Vice President,,Jill Stein,GRN,0,0,0,0,0
Millard,Flowell,President/Vice President,,Gloria La Riva,,0,0,0,0,0
Millard,Flowell,President/Vice President,,Mitt Romney,REP,88,14,9,0,111
Millard,Flowell,President/Vice President,,Barack Obama,DEM,2,0,3,0,5
Millard,Flowell,President/Vice President,,Gary Johnson,LIB,3,0,0,0,3
Millard,Flowell,President/Vice President,,Virgil Goode,CON,0,0,0,0,0
Millard,Flowell,President/Vice President,,Ross C. Anderson,JUS,1,0,0,0,1
Millard,Flowell,President/Vice President,,Write-In Votes,,0,0,0,0,0
Millard,Flowell,U.S. Senate,,Shaun McCausland,CON,4,1,3,0,8
Millard,Flowell,U.S. Senate,,Scott Howell,DEM,4,1,2,0,7
Millard,Flowell,U.S. Senate,,Orrin G. Hatch,REP,85,11,7,0,103
Millard,Flowell,U.S. Senate,,Daniel Geery,JUS,1,1,0,0,2
Millard,Flowell,U.S. Senate,,Bill Barron,,0,0,0,0,0
Millard,Flowell,U.S. Senate,,Write-In Votes,,0,0,0,0,0
Millard,Flowell,U.S. House,2,Chris Stewart,REP,80,14,8,0,102
Millard,Flowell,U.S. House,2,Jay Seegmiller,DEM,5,0,3,0,8
Millard,Flowell,U.S. House,2,Charles E. Kimball,,2,0,0,0,2
Millard,Flowell,U.S. House,2,Jonathan D. Garrard,CON,3,0,0,0,3
Millard,Flowell,U.S. House,2,Joseph Andrade,,1,0,0,0,1
Millard,Flowell,U.S. House,2,Write-In Votes,,0,0,0,0,0
Millard,Flowell,Governor,,Peter S. Cooke,DEM,12,0,1,0,13
Millard,Flowell,Governor,,Ken Larsen,LIB,3,0,0,0,3
Millard,Flowell,Governor,,Kirk D. Pearson,CON,0,1,0,0,1
Millard,Flowell,Governor,,Gary R. Herbert,REP,80,13,11,0,104
Millard,Flowell,Governor,,Write-In Votes,,0,0,0,0,0
Millard,Flowell,Attorney General,,Dee W. Smith,DEM,10,0,4,0,14
Millard,Flowell,Attorney General,,John Swallow,REP,77,14,8,0,99
Millard,Flowell,Attorney General,,W. Andrew McCullough,LIB,6,0,0,0,6
Millard,Flowell,Attorney General,,Write-In Votes,,0,0,0,0,0
Millard,Flowell,State Auditor,,Mark Sage,DEM,14,1,4,0,19
Millard,Flowell,State Auditor,,John Dougall,REP,73,13,5,0,91
Millard,Flowell,State Auditor,,Richard Proctor,CON,2,0,1,0,3
Millard,Flowell,State Auditor,,Write-In Votes,,0,0,0,0,0
Millard,Flowell,State Treasurer,,Christopher Stout,DEM,12,1,3,0,16
Millard,Flowell,State Treasurer,,Vincent C. Marcus,LIB,2,0,1,0,3
Millard,Flowell,State Treasurer,,Richard K. Ellis,REP,73,13,6,0,92
Millard,Flowell,State Treasurer,,Write-In Votes,,0,0,0,0,0
Millard,Flowell,State Senate,24,Ralph Okerlund,REP,83,14,3,0,100
Millard,Flowell,State Senate,24,Trestin Meacham,CON,5,0,6,0,11
Millard,Flowell,State Senate,24,Write-In Votes,,0,0,0,0,0
Millard,Flowell,State House,68,Merrill Nelson,REP,74,14,4,0,92
Millard,Flowell,State House,68,Thomas E. Nedreberg,DEM,9,0,4,0,13
