county,precinct,office,district,party,candidate,votes,pct
Tooele,SP04:1,State Senate,1,REP,SCOTT SANDALL,346,100
Tooele,SP04:1,State House,29,REP,BRIDGER BOLINDER,256,59.67
Tooele,SP04:1,State House,29,DEM,CHRIS DYER,113,26.34
Tooele,SP04:1,State House,29,CON,KIRK PEARSON,60,13.99
Tooele,SP04:1,County Attorney,,REP,SCOTT A. BROADHEAD,355,100
Tooele,SP04:1,County Auditor,,REP,ALISON H. MCCOY,353,100
Tooele,SP04:1,County Clerk,,REP,TRACY SHAW,362,100
Tooele,SP04:1,County Sheriff,,REP,PAUL J. WIMMER,287,68.17
Tooele,SP04:1,County Sheriff,,,M. DEAN ADAMS,134,31.83
Tooele,SP04:1,PAIGE PETERSEN Judicial Retention,,,YES,297,80.71
Tooele,SP04:1,PAIGE PETERSEN Judicial Retention,,,NO,71,19.29
Tooele,SP04:1,ADAM T. MOW Judicial Retention,,,YES,292,79.78
Tooele,SP04:1,ADAM T. MOW Judicial Retention,,,NO,74,20.22
Tooele,SP04:1,AMBER M. METTLER Judicial Retention,,,YES,297,80.71
Tooele,SP04:1,AMBER M. METTLER Judicial Retention,,,NO,71,19.29
Tooele,SP04:1,BARRY G. LAWRENCE Judicial Retention,,,YES,288,79.12
Tooele,SP04:1,BARRY G. LAWRENCE Judicial Retention,,,NO,76,20.88
Tooele,SP04:1,CHELSEA KOCH Judicial Retention,,,YES,273,74.79
Tooele,SP04:1,CHELSEA KOCH Judicial Retention,,,NO,92,25.21
Tooele,SP04:1,DIANNA M. GIBSON Judicial Retention,,,YES,282,77.26
Tooele,SP04:1,DIANNA M. GIBSON Judicial Retention,,,NO,83,22.74
Tooele,SP04:1,JAMES T. BLANCH Judicial Retention,,,YES,288,78.69
Tooele,SP04:1,JAMES T. BLANCH Judicial Retention,,,NO,78,21.31
Tooele,SP04:1,LINDA JONES Judicial Retention,,,YES,249,68.41
Tooele,SP04:1,LINDA JONES Judicial Retention,,,NO,115,31.59
Tooele,SP04:1,MARK S. KOURIS Judicial Retention,,,YES,259,72.14
Tooele,SP04:1,MARK S. KOURIS Judicial Retention,,,NO,100,27.86
Tooele,SP04:1,PATRICK W. CORUM Judicial Retention,,,YES,266,74.51
Tooele,SP04:1,PATRICK W. CORUM Judicial Retention,,,NO,91,25.49
Tooele,SP04:1,PAUL BOYD PARKER Judicial Retention,,,YES,282,78.33
Tooele,SP04:1,PAUL BOYD PARKER Judicial Retention,,,NO,78,21.67
Tooele,SP04:1,RANDALL N. SKANCHY Judicial Retention,,,YES,271,75.49
Tooele,SP04:1,RANDALL N. SKANCHY Judicial Retention,,,NO,88,24.51
Tooele,SP04:1,RICHARD E. MRAZIK Judicial Retention,,,YES,279,77.07
Tooele,SP04:1,RICHARD E. MRAZIK Judicial Retention,,,NO,83,22.93
Tooele,SP04:1,ROBERT P. FAUST Judicial Retention,,,YES,210,58.33
Tooele,SP04:1,ROBERT P. FAUST Judicial Retention,,,NO,150,41.67
Tooele,SP04:1,VERNICE S. TREASE Judicial Retention,,,YES,289,80.06
Tooele,SP04:1,VERNICE S. TREASE Judicial Retention,,,NO,72,19.94
Tooele,SP04:1,Constitutional Amendment A,,,AGAINST,283,70.93
Tooele,SP04:1,Constitutional Amendment A,,,FOR,116,29.07
Tooele,SP04:2,Registered Voters,,,,12,
Tooele,SP04:2,Ballots Cast,,,,10,
Tooele,SP04:2,U.S. Senate,,,EVAN MCMULLIN,5,50
Tooele,SP04:2,U.S. Senate,,REP,MIKE LEE,5,50
Tooele,SP04:2,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,0,0
Tooele,SP04:2,U.S. Senate,,IAP,TOMMY WILLIAMS,0,0
Tooele,SP04:2,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,SP04:2,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,SP04:2,U.S. Senate,,,Write-In Totals,0,0
Tooele,SP04:2,U.S. Senate,,,Not Assigned,0,0
Tooele,SP04:2,U.S. House,2,REP,CHRIS STEWART,9,90
Tooele,SP04:2,U.S. House,2,UUP,JAYMAC MCFARLAND,1,10
Tooele,SP04:2,U.S. House,2,DEM,NICK MITCHELL,0,0
Tooele,SP04:2,U.S. House,2,CON,CASSIE EASLEY,0,0
Tooele,SP04:2,State Treasurer,,REP,MARLO M. OAKS,10,100
Tooele,SP04:2,State Treasurer,,UUP,THOMAS ALAN HORNE,0,0
Tooele,SP04:2,State Treasurer,,IAP,WARREN T ROGERS,0,0
Tooele,SP04:2,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,0,0
Tooele,SP04:2,State Senate,11,REP,DANIEL W. THATCHER,10,100
Tooele,SP04:2,State House,29,REP,BRIDGER BOLINDER,10,100
Tooele,SP04:2,State House,29,CON,KIRK PEARSON,0,0
Tooele,SP04:2,State House,29,DEM,CHRIS DYER,0,0
Tooele,SP04:2,County Attorney,,REP,SCOTT A. BROADHEAD,10,100
Tooele,SP04:2,County Auditor,,REP,ALISON H. MCCOY,10,100
Tooele,SP04:2,County Clerk,,REP,TRACY SHAW,10,100
Tooele,SP04:2,County Sheriff,,REP,PAUL J. WIMMER,10,100
Tooele,SP04:2,County Sheriff,,,M. DEAN ADAMS,0,0
Tooele,SP04:2,PAIGE PETERSEN Judicial Retention,,,YES,9,90
Tooele,SP04:2,PAIGE PETERSEN Judicial Retention,,,NO,1,10
Tooele,SP04:2,ADAM T. MOW Judicial Retention,,,YES,9,90
Tooele,SP04:2,ADAM T. MOW Judicial Retention,,,NO,1,10
Tooele,SP04:2,AMBER M. METTLER Judicial Retention,,,YES,8,88.89
Tooele,SP04:2,AMBER M. METTLER Judicial Retention,,,NO,1,11.11
Tooele,SP04:2,BARRY G. LAWRENCE Judicial Retention,,,YES,9,90
Tooele,SP04:2,BARRY G. LAWRENCE Judicial Retention,,,NO,1,10
Tooele,SP04:2,CHELSEA KOCH Judicial Retention,,,YES,9,90
Tooele,SP04:2,CHELSEA KOCH Judicial Retention,,,NO,1,10
Tooele,SP04:2,DIANNA M. GIBSON Judicial Retention,,,YES,5,50
Tooele,SP04:2,DIANNA M. GIBSON Judicial Retention,,,NO,5,50
Tooele,SP04:2,JAMES T. BLANCH Judicial Retention,,,YES,9,90
Tooele,SP04:2,JAMES T. BLANCH Judicial Retention,,,NO,1,10
Tooele,SP04:2,LINDA JONES Judicial Retention,,,YES,9,90
Tooele,SP04:2,LINDA JONES Judicial Retention,,,NO,1,10
Tooele,SP04:2,MARK S. KOURIS Judicial Retention,,,YES,9,90
Tooele,SP04:2,MARK S. KOURIS Judicial Retention,,,NO,1,10
Tooele,SP04:2,PATRICK W. CORUM Judicial Retention,,,YES,9,90
Tooele,SP04:2,PATRICK W. CORUM Judicial Retention,,,NO,1,10
Tooele,SP04:2,PAUL BOYD PARKER Judicial Retention,,,YES,9,90
Tooele,SP04:2,PAUL BOYD PARKER Judicial Retention,,,NO,1,10
Tooele,SP04:2,RANDALL N. SKANCHY Judicial Retention,,,YES,9,90
Tooele,SP04:2,RANDALL N. SKANCHY Judicial Retention,,,NO,1,10
Tooele,SP04:2,RICHARD E. MRAZIK Judicial Retention,,,YES,9,90
Tooele,SP04:2,RICHARD E. MRAZIK Judicial Retention,,,NO,1,10
Tooele,SP04:2,ROBERT P. FAUST Judicial Retention,,,YES,9,90
Tooele,SP04:2,ROBERT P. FAUST Judicial Retention,,,NO,1,10
Tooele,SP04:2,VERNICE S. TREASE Judicial Retention,,,YES,9,90
Tooele,SP04:2,VERNICE S. TREASE Judicial Retention,,,NO,1,10
Tooele,SP04:2,Constitutional Amendment A,,,FOR,7,77.78
Tooele,SP04:2,Constitutional Amendment A,,,AGAINST,2,22.22
Tooele,SP05,Registered Voters,,,,759,
Tooele,SP05,Ballots Cast,,,,474,
Tooele,SP05,U.S. Senate,,REP,MIKE LEE,245,52.24
Tooele,SP05,U.S. Senate,,,EVAN MCMULLIN,210,44.78
Tooele,SP05,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,10,2.13
Tooele,SP05,U.S. Senate,,IAP,TOMMY WILLIAMS,4,0.85
Tooele,SP05,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,SP05,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,SP05,U.S. Senate,,,Write-In Totals,0,0
Tooele,SP05,U.S. Senate,,,Not Assigned,0,0
Tooele,SP05,U.S. House,2,REP,CHRIS STEWART,305,65.59
Tooele,SP05,U.S. House,2,DEM,NICK MITCHELL,129,27.74
Tooele,SP05,U.S. House,2,UUP,JAYMAC MCFARLAND,25,5.38
Tooele,SP05,U.S. House,2,CON,CASSIE EASLEY,6,1.29
Tooele,SP05,State Treasurer,,REP,MARLO M. OAKS,335,77.01
Tooele,SP05,State Treasurer,,UUP,THOMAS ALAN HORNE,40,9.2
Tooele,SP05,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,33,7.59
Tooele,SP05,State Treasurer,,IAP,WARREN T ROGERS,27,6.21
Tooele,SP05,State Senate,1,REP,SCOTT SANDALL,370,100
Tooele,SP05,State House,29,REP,BRIDGER BOLINDER,306,66.96
Tooele,SP05,State House,29,DEM,CHRIS DYER,111,24.29
Tooele,SP05,State House,29,CON,KIRK PEARSON,40,8.75
Tooele,SP05,County Attorney,,REP,SCOTT A. BROADHEAD,379,100
Tooele,SP05,County Auditor,,REP,ALISON H. MCCOY,384,100
Tooele,SP05,County Clerk,,REP,TRACY SHAW,384,100
Tooele,SP05,County Sheriff,,REP,PAUL J. WIMMER,330,73.66
Tooele,SP05,County Sheriff,,,M. DEAN ADAMS,118,26.34
Tooele,SP05,Local School Board 6,,,MELISSA RICH,384,100
Tooele,SP05,PAIGE PETERSEN Judicial Retention,,,YES,353,86.1
Tooele,SP05,PAIGE PETERSEN Judicial Retention,,,NO,57,13.9
Tooele,SP05,ADAM T. MOW Judicial Retention,,,YES,347,84.84
Tooele,SP05,ADAM T. MOW Judicial Retention,,,NO,62,15.16
Tooele,SP05,AMBER M. METTLER Judicial Retention,,,YES,350,85.37
Tooele,SP05,AMBER M. METTLER Judicial Retention,,,NO,60,14.63
Tooele,SP05,BARRY G. LAWRENCE Judicial Retention,,,YES,343,83.46
Tooele,SP05,BARRY G. LAWRENCE Judicial Retention,,,NO,68,16.54
Tooele,SP05,CHELSEA KOCH Judicial Retention,,,YES,320,78.43
Tooele,SP05,CHELSEA KOCH Judicial Retention,,,NO,88,21.57
Tooele,SP05,DIANNA M. GIBSON Judicial Retention,,,YES,330,81.48
Tooele,SP05,DIANNA M. GIBSON Judicial Retention,,,NO,75,18.52
Tooele,SP05,JAMES T. BLANCH Judicial Retention,,,YES,347,84.43
Tooele,SP05,JAMES T. BLANCH Judicial Retention,,,NO,64,15.57
Tooele,SP05,LINDA JONES Judicial Retention,,,YES,314,76.77
Tooele,SP05,LINDA JONES Judicial Retention,,,NO,95,23.23
Tooele,SP05,MARK S. KOURIS Judicial Retention,,,YES,307,75.43
Tooele,SP05,MARK S. KOURIS Judicial Retention,,,NO,100,24.57
Tooele,SP05,PATRICK W. CORUM Judicial Retention,,,YES,323,79.56
Tooele,SP05,PATRICK W. CORUM Judicial Retention,,,NO,83,20.44
Tooele,SP05,PAUL BOYD PARKER Judicial Retention,,,YES,345,84.35
Tooele,SP05,PAUL BOYD PARKER Judicial Retention,,,NO,64,15.65
Tooele,SP05,RANDALL N. SKANCHY Judicial Retention,,,YES,326,80.3
Tooele,SP05,RANDALL N. SKANCHY Judicial Retention,,,NO,80,19.7
Tooele,SP05,RICHARD E. MRAZIK Judicial Retention,,,YES,340,83.74
Tooele,SP05,RICHARD E. MRAZIK Judicial Retention,,,NO,66,16.26
Tooele,SP05,ROBERT P. FAUST Judicial Retention,,,YES,266,64.41
Tooele,SP05,ROBERT P. FAUST Judicial Retention,,,NO,147,35.59
Tooele,SP05,VERNICE S. TREASE Judicial Retention,,,YES,341,83.17
Tooele,SP05,VERNICE S. TREASE Judicial Retention,,,NO,69,16.83
Tooele,SP05,Constitutional Amendment A,,,AGAINST,251,57.05
Tooele,SP05,Constitutional Amendment A,,,FOR,189,42.95
Tooele,SP06,Registered Voters,,,,692,
Tooele,SP06,Ballots Cast,,,,500,
Tooele,SP06,U.S. Senate,,,EVAN MCMULLIN,249,50.2
Tooele,SP06,U.S. Senate,,REP,MIKE LEE,230,46.37
Tooele,SP06,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,12,2.42
Tooele,SP06,U.S. Senate,,IAP,TOMMY WILLIAMS,5,1.01
Tooele,SP06,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,SP06,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,SP06,U.S. Senate,,,Write-In Totals,0,0
Tooele,SP06,U.S. Senate,,,Not Assigned,0,0
Tooele,SP06,U.S. House,2,REP,CHRIS STEWART,264,53.12
Tooele,SP06,U.S. House,2,DEM,NICK MITCHELL,191,38.43
Tooele,SP06,U.S. House,2,UUP,JAYMAC MCFARLAND,28,5.63
Tooele,SP06,U.S. House,2,CON,CASSIE EASLEY,14,2.82
Tooele,SP06,State Treasurer,,REP,MARLO M. OAKS,316,69.91
Tooele,SP06,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,56,12.39
Tooele,SP06,State Treasurer,,UUP,THOMAS ALAN HORNE,44,9.73
Tooele,SP06,State Treasurer,,IAP,WARREN T ROGERS,36,7.96
Tooele,SP06,State Senate,1,REP,SCOTT SANDALL,348,100
Tooele,SP06,State House,29,REP,BRIDGER BOLINDER,256,52.67
Tooele,SP06,State House,29,DEM,CHRIS DYER,171,35.19
Tooele,SP06,State House,29,CON,KIRK PEARSON,59,12.14
Tooele,SP06,County Attorney,,REP,SCOTT A. BROADHEAD,364,100
Tooele,SP06,County Auditor,,REP,ALISON H. MCCOY,369,100
Tooele,SP06,County Clerk,,REP,TRACY SHAW,360,100
Tooele,SP06,County Sheriff,,REP,PAUL J. WIMMER,316,66.25
Tooele,SP06,County Sheriff,,,M. DEAN ADAMS,161,33.75
Tooele,SP06,Local School Board 5,,,EMILY SYPHUS,284,69.1
Tooele,SP06,Local School Board 5,,,AMY AYRES,127,30.9
Tooele,SP06,PAIGE PETERSEN Judicial Retention,,,YES,349,80.6
Tooele,SP06,PAIGE PETERSEN Judicial Retention,,,NO,84,19.4
Tooele,SP06,ADAM T. MOW Judicial Retention,,,YES,327,76.05
Tooele,SP06,ADAM T. MOW Judicial Retention,,,NO,103,23.95
Tooele,SP06,AMBER M. METTLER Judicial Retention,,,YES,332,77.57
Tooele,SP06,AMBER M. METTLER Judicial Retention,,,NO,96,22.43
Tooele,SP06,BARRY G. LAWRENCE Judicial Retention,,,YES,331,77.52
Tooele,SP06,BARRY G. LAWRENCE Judicial Retention,,,NO,96,22.48
Tooele,SP06,CHELSEA KOCH Judicial Retention,,,YES,316,73.66
Tooele,SP06,CHELSEA KOCH Judicial Retention,,,NO,113,26.34
Tooele,SP06,DIANNA M. GIBSON Judicial Retention,,,YES,311,71.99
Tooele,SP06,DIANNA M. GIBSON Judicial Retention,,,NO,121,28.01
Tooele,SP06,JAMES T. BLANCH Judicial Retention,,,YES,325,77.2
Tooele,SP06,JAMES T. BLANCH Judicial Retention,,,NO,96,22.8
Tooele,SP06,LINDA JONES Judicial Retention,,,YES,271,64.22
Tooele,SP06,LINDA JONES Judicial Retention,,,NO,151,35.78
Tooele,SP06,MARK S. KOURIS Judicial Retention,,,YES,259,61.67
Tooele,SP06,MARK S. KOURIS Judicial Retention,,,NO,161,38.33
Tooele,SP06,PATRICK W. CORUM Judicial Retention,,,YES,284,67.78
Tooele,SP06,PATRICK W. CORUM Judicial Retention,,,NO,135,32.22
Tooele,SP06,PAUL BOYD PARKER Judicial Retention,,,YES,317,75.66
Tooele,SP06,PAUL BOYD PARKER Judicial Retention,,,NO,102,24.34
Tooele,SP06,RANDALL N. SKANCHY Judicial Retention,,,YES,306,72.34
Tooele,SP06,RANDALL N. SKANCHY Judicial Retention,,,NO,117,27.66
Tooele,SP06,RICHARD E. MRAZIK Judicial Retention,,,YES,318,75.71
Tooele,SP06,RICHARD E. MRAZIK Judicial Retention,,,NO,102,24.29
Tooele,SP06,ROBERT P. FAUST Judicial Retention,,,YES,225,53.57
Tooele,SP06,ROBERT P. FAUST Judicial Retention,,,NO,195,46.43
Tooele,SP06,VERNICE S. TREASE Judicial Retention,,,YES,328,78.47
Tooele,SP06,VERNICE S. TREASE Judicial Retention,,,NO,90,21.53
Tooele,SP06,Constitutional Amendment A,,,AGAINST,300,65.22
Tooele,SP06,Constitutional Amendment A,,,FOR,160,34.78
Tooele,SP07,Registered Voters,,,,555,
Tooele,SP07,Ballots Cast,,,,317,
Tooele,SP07,U.S. Senate,,REP,MIKE LEE,153,48.88
Tooele,SP07,U.S. Senate,,,EVAN MCMULLIN,139,44.41
Tooele,SP07,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,16,5.11
Tooele,SP07,U.S. Senate,,IAP,TOMMY WILLIAMS,4,1.28
Tooele,SP07,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,1,0.32
Tooele,SP07,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,SP07,U.S. Senate,,,Write-In Totals,1,0.32
Tooele,SP07,U.S. Senate,,,Not Assigned,0,0
Tooele,SP07,U.S. House,2,REP,CHRIS STEWART,181,58.2
Tooele,SP07,U.S. House,2,DEM,NICK MITCHELL,101,32.48
Tooele,SP07,U.S. House,2,UUP,JAYMAC MCFARLAND,22,7.07
Tooele,SP07,U.S. House,2,CON,CASSIE EASLEY,7,2.25
Tooele,SP07,State Treasurer,,REP,MARLO M. OAKS,206,69.83
Tooele,SP07,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,33,11.19
Tooele,SP07,State Treasurer,,IAP,WARREN T ROGERS,32,10.85
Tooele,SP07,State Treasurer,,UUP,THOMAS ALAN HORNE,24,8.14
Tooele,SP07,State Senate,1,REP,SCOTT SANDALL,242,100
Tooele,SP07,State House,29,REP,BRIDGER BOLINDER,180,58.82
Tooele,SP07,State House,29,DEM,CHRIS DYER,97,31.7
Tooele,SP07,State House,29,CON,KIRK PEARSON,29,9.48
Tooele,SP07,County Attorney,,REP,SCOTT A. BROADHEAD,239,100
Tooele,SP07,County Auditor,,REP,ALISON H. MCCOY,244,100
Tooele,SP07,County Clerk,,REP,TRACY SHAW,244,100
Tooele,SP07,County Sheriff,,REP,PAUL J. WIMMER,198,65.78
Tooele,SP07,County Sheriff,,,M. DEAN ADAMS,103,34.22
Tooele,SP07,Local School Board 5,,,EMILY SYPHUS,174,65.66
Tooele,SP07,Local School Board 5,,,AMY AYRES,91,34.34
Tooele,SP07,PAIGE PETERSEN Judicial Retention,,,YES,214,77.82
Tooele,SP07,PAIGE PETERSEN Judicial Retention,,,NO,61,22.18
Tooele,SP07,ADAM T. MOW Judicial Retention,,,YES,210,77.49
Tooele,SP07,ADAM T. MOW Judicial Retention,,,NO,61,22.51
Tooele,SP07,AMBER M. METTLER Judicial Retention,,,YES,207,76.1
Tooele,SP07,AMBER M. METTLER Judicial Retention,,,NO,65,23.9
Tooele,SP07,BARRY G. LAWRENCE Judicial Retention,,,YES,205,75.93
Tooele,SP07,BARRY G. LAWRENCE Judicial Retention,,,NO,65,24.07
Tooele,SP07,CHELSEA KOCH Judicial Retention,,,YES,197,72.16
Tooele,SP07,CHELSEA KOCH Judicial Retention,,,NO,76,27.84
Tooele,SP07,DIANNA M. GIBSON Judicial Retention,,,YES,206,75.46
Tooele,SP07,DIANNA M. GIBSON Judicial Retention,,,NO,67,24.54
Tooele,SP07,JAMES T. BLANCH Judicial Retention,,,YES,203,75.75
Tooele,SP07,JAMES T. BLANCH Judicial Retention,,,NO,65,24.25
Tooele,SP07,LINDA JONES Judicial Retention,,,YES,176,65.43
Tooele,SP07,LINDA JONES Judicial Retention,,,NO,93,34.57
Tooele,SP07,MARK S. KOURIS Judicial Retention,,,YES,176,65.92
Tooele,SP07,MARK S. KOURIS Judicial Retention,,,NO,91,34.08
Tooele,SP07,PATRICK W. CORUM Judicial Retention,,,YES,187,70.3
Tooele,SP07,PATRICK W. CORUM Judicial Retention,,,NO,79,29.7
Tooele,SP07,PAUL BOYD PARKER Judicial Retention,,,YES,202,75.66
Tooele,SP07,PAUL BOYD PARKER Judicial Retention,,,NO,65,24.34
Tooele,SP07,RANDALL N. SKANCHY Judicial Retention,,,YES,187,70.3
Tooele,SP07,RANDALL N. SKANCHY Judicial Retention,,,NO,79,29.7
Tooele,SP07,RICHARD E. MRAZIK Judicial Retention,,,YES,201,75.28
Tooele,SP07,RICHARD E. MRAZIK Judicial Retention,,,NO,66,24.72
Tooele,SP07,ROBERT P. FAUST Judicial Retention,,,YES,139,51.87
Tooele,SP07,ROBERT P. FAUST Judicial Retention,,,NO,129,48.13
Tooele,SP07,VERNICE S. TREASE Judicial Retention,,,YES,208,77.61
Tooele,SP07,VERNICE S. TREASE Judicial Retention,,,NO,60,22.39
Tooele,SP07,Constitutional Amendment A,,,AGAINST,177,62.77
Tooele,SP07,Constitutional Amendment A,,,FOR,105,37.23
Tooele,SP08,Registered Voters,,,,830,
Tooele,SP08,Ballots Cast,,,,458,
Tooele,SP08,U.S. Senate,,REP,MIKE LEE,236,51.98
Tooele,SP08,U.S. Senate,,,EVAN MCMULLIN,194,42.73
Tooele,SP08,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,16,3.52
Tooele,SP08,U.S. Senate,,IAP,TOMMY WILLIAMS,6,1.32
Tooele,SP08,U.S. Senate,,,Write-In: Fictitious Entry,2,0.44
Tooele,SP08,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,SP08,U.S. Senate,,,Write-In Totals,2,0.44
Tooele,SP08,U.S. Senate,,,Not Assigned,0,0
Tooele,SP08,U.S. House,2,REP,CHRIS STEWART,281,62.44
Tooele,SP08,U.S. House,2,DEM,NICK MITCHELL,128,28.44
Tooele,SP08,U.S. House,2,UUP,JAYMAC MCFARLAND,23,5.11
Tooele,SP08,U.S. House,2,CON,CASSIE EASLEY,18,4
Tooele,SP08,State Treasurer,,REP,MARLO M. OAKS,322,77.22
Tooele,SP08,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,42,10.07
Tooele,SP08,State Treasurer,,UUP,THOMAS ALAN HORNE,34,8.15
Tooele,SP08,State Treasurer,,IAP,WARREN T ROGERS,19,4.56
Tooele,SP08,State Senate,1,REP,SCOTT SANDALL,348,100
Tooele,SP08,State House,29,REP,BRIDGER BOLINDER,261,59.32
Tooele,SP08,State House,29,DEM,CHRIS DYER,114,25.91
Tooele,SP08,State House,29,CON,KIRK PEARSON,65,14.77
Tooele,SP08,County Attorney,,REP,SCOTT A. BROADHEAD,355,100
Tooele,SP08,County Auditor,,REP,ALISON H. MCCOY,355,100
Tooele,SP08,County Clerk,,REP,TRACY SHAW,350,100
Tooele,SP08,County Sheriff,,REP,PAUL J. WIMMER,293,69.76
Tooele,SP08,County Sheriff,,,M. DEAN ADAMS,127,30.24
Tooele,SP08,Local School Board 5,,,EMILY SYPHUS,198,51.16
Tooele,SP08,Local School Board 5,,,AMY AYRES,189,48.84
Tooele,SP08,PAIGE PETERSEN Judicial Retention,,,YES,327,82.78
Tooele,SP08,PAIGE PETERSEN Judicial Retention,,,NO,68,17.22
Tooele,SP08,ADAM T. MOW Judicial Retention,,,YES,314,79.49
Tooele,SP08,ADAM T. MOW Judicial Retention,,,NO,81,20.51
Tooele,SP08,AMBER M. METTLER Judicial Retention,,,YES,327,83.42
Tooele,SP08,AMBER M. METTLER Judicial Retention,,,NO,65,16.58
Tooele,SP08,BARRY G. LAWRENCE Judicial Retention,,,YES,315,79.75
Tooele,SP08,BARRY G. LAWRENCE Judicial Retention,,,NO,80,20.25
Tooele,SP08,CHELSEA KOCH Judicial Retention,,,YES,304,77.75
Tooele,SP08,CHELSEA KOCH Judicial Retention,,,NO,87,22.25
Tooele,SP08,DIANNA M. GIBSON Judicial Retention,,,YES,312,78.99
Tooele,SP08,DIANNA M. GIBSON Judicial Retention,,,NO,83,21.01
Tooele,SP08,JAMES T. BLANCH Judicial Retention,,,YES,313,79.85
Tooele,SP08,JAMES T. BLANCH Judicial Retention,,,NO,79,20.15
Tooele,SP08,LINDA JONES Judicial Retention,,,YES,278,72.21
Tooele,SP08,LINDA JONES Judicial Retention,,,NO,107,27.79
Tooele,SP08,MARK S. KOURIS Judicial Retention,,,YES,279,71.72
Tooele,SP08,MARK S. KOURIS Judicial Retention,,,NO,110,28.28
Tooele,SP08,PATRICK W. CORUM Judicial Retention,,,YES,297,76.74
Tooele,SP08,PATRICK W. CORUM Judicial Retention,,,NO,90,23.26
Tooele,SP08,PAUL BOYD PARKER Judicial Retention,,,YES,301,77.38
Tooele,SP08,PAUL BOYD PARKER Judicial Retention,,,NO,88,22.62
Tooele,SP08,RANDALL N. SKANCHY Judicial Retention,,,YES,292,74.87
Tooele,SP08,RANDALL N. SKANCHY Judicial Retention,,,NO,98,25.13
Tooele,SP08,RICHARD E. MRAZIK Judicial Retention,,,YES,301,77.78
Tooele,SP08,RICHARD E. MRAZIK Judicial Retention,,,NO,86,22.22
Tooele,SP08,ROBERT P. FAUST Judicial Retention,,,YES,242,62.37
Tooele,SP08,ROBERT P. FAUST Judicial Retention,,,NO,146,37.63
Tooele,SP08,VERNICE S. TREASE Judicial Retention,,,YES,312,79.8
Tooele,SP08,VERNICE S. TREASE Judicial Retention,,,NO,79,20.2
Tooele,SP08,Constitutional Amendment A,,,AGAINST,266,65.52
Tooele,SP08,Constitutional Amendment A,,,FOR,140,34.48
Tooele,ST01:1,Registered Voters,,,,231,
Tooele,ST01:1,Ballots Cast,,,,157,
Tooele,ST01:1,U.S. Senate,,REP,MIKE LEE,82,52.56
Tooele,ST01:1,U.S. Senate,,,EVAN MCMULLIN,60,38.46
Tooele,ST01:1,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,10,6.41
Tooele,ST01:1,U.S. Senate,,IAP,TOMMY WILLIAMS,4,2.56
Tooele,ST01:1,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,ST01:1,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,ST01:1,U.S. Senate,,,Write-In Totals,0,0
Tooele,ST01:1,U.S. Senate,,,Not Assigned,0,0
Tooele,ST01:1,U.S. House,2,REP,CHRIS STEWART,104,66.24
Tooele,ST01:1,U.S. House,2,DEM,NICK MITCHELL,37,23.57
Tooele,ST01:1,U.S. House,2,UUP,JAYMAC MCFARLAND,12,7.64
Tooele,ST01:1,U.S. House,2,CON,CASSIE EASLEY,4,2.55
Tooele,ST01:1,State Treasurer,,REP,MARLO M. OAKS,117,76.97
Tooele,ST01:1,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,23,15.13
Tooele,ST01:1,State Treasurer,,UUP,THOMAS ALAN HORNE,9,5.92
Tooele,ST01:1,State Treasurer,,IAP,WARREN T ROGERS,3,1.97
Tooele,ST01:1,State Senate,11,REP,DANIEL W. THATCHER,137,100
Tooele,ST01:1,State House,29,REP,BRIDGER BOLINDER,95,61.29
Tooele,ST01:1,State House,29,DEM,CHRIS DYER,33,21.29
Tooele,ST01:1,State House,29,CON,KIRK PEARSON,27,17.42
Tooele,ST01:1,County Council 2,,REP,KENDALL THOMAS,132,100
Tooele,ST01:1,County Attorney,,REP,SCOTT A. BROADHEAD,143,100
Tooele,ST01:1,County Auditor,,REP,ALISON H. MCCOY,143,100
Tooele,ST01:1,County Clerk,,REP,TRACY SHAW,144,100
Tooele,ST01:1,County Sheriff,,REP,PAUL J. WIMMER,98,64.05
