county,precinct,office,district,party,candidate,early_voting,mail,vote_centers,votes
Salt Lake,HOL027,U.S. Senate,,REP,Mike Kennedy,0,1,0,1
Salt Lake,HOL028,U.S. Senate,,REP,Mike Kennedy,0,37,2,39
Salt Lake,HOL030,U.S. Senate,,REP,Mike Kennedy,0,32,0,32
Salt Lake,HOL031,U.S. Senate,,REP,Mike Kennedy,0,25,1,26
Salt Lake,HOL032,U.S. Senate,,REP,Mike Kennedy,0,27,0,27
Salt Lake,HOL033,U.S. Senate,,REP,Mike Kennedy,0,24,0,24
Salt Lake,HOL034,U.S. Senate,,REP,Mike Kennedy,0,14,1,15
Salt Lake,HOL035,U.S. Senate,,REP,Mike Kennedy,0,23,0,23
Salt Lake,KRN001,U.S. Senate,,REP,Mike Kennedy,0,29,0,29
Salt Lake,KRN002,U.S. Senate,,REP,Mike Kennedy,0,4,0,4
Salt Lake,KRN003,U.S. Senate,,REP,Mike Kennedy,0,16,0,16
Salt Lake,KRN004,U.S. Senate,,REP,Mike Kennedy,0,45,2,47
Salt Lake,KRN005,U.S. Senate,,REP,Mike Kennedy,0,29,5,34
Salt Lake,KRN006,U.S. Senate,,REP,Mike Kennedy,1,34,2,37
Salt Lake,KRN007,U.S. Senate,,REP,Mike Kennedy,0,1,0,1
Salt Lake,KRN008,U.S. Senate,,REP,Mike Kennedy,0,18,1,19
Salt Lake,KRN009,U.S. Senate,,REP,Mike Kennedy,0,11,0,11
Salt Lake,KRN010,U.S. Senate,,REP,Mike Kennedy,0,23,0,23
Salt Lake,KRN011,U.S. Senate,,REP,Mike Kennedy,0,47,4,51
Salt Lake,KRN012,U.S. Senate,,REP,Mike Kennedy,0,13,0,13
Salt Lake,KRN013,U.S. Senate,,REP,Mike Kennedy,0,31,2,33
Salt Lake,KRN014,U.S. Senate,,REP,Mike Kennedy,0,0,0,0
Salt Lake,KRN015,U.S. Senate,,REP,Mike Kennedy,0,18,5,23
Salt Lake,KRN016,U.S. Senate,,REP,Mike Kennedy,0,29,2,31
Salt Lake,KRN017,U.S. Senate,,REP,Mike Kennedy,0,31,1,32
Salt Lake,KRN018,U.S. Senate,,REP,Mike Kennedy,0,33,4,37
Salt Lake,KRN019,U.S. Senate,,REP,Mike Kennedy,0,28,1,29
Salt Lake,KRN020,U.S. Senate,,REP,Mike Kennedy,0,14,1,15
Salt Lake,KRN021,U.S. Senate,,REP,Mike Kennedy,0,7,0,7
Salt Lake,LTC001,U.S. Senate,,REP,Mike Kennedy,0,0,0,0
Salt Lake,LTC003,U.S. Senate,,REP,Mike Kennedy,0,4,0,4
Salt Lake,MAG001,U.S. Senate,,REP,Mike Kennedy,0,40,6,46
Salt Lake,MAG003,U.S. Senate,,REP,Mike Kennedy,1,27,2,30
Salt Lake,MAG004,U.S. Senate,,REP,Mike Kennedy,0,23,1,24
Salt Lake,MAG005,U.S. Senate,,REP,Mike Kennedy,0,58,6,64
Salt Lake,MAG006,U.S. Senate,,REP,Mike Kennedy,0,22,0,22
Salt Lake,MAG007,U.S. Senate,,REP,Mike Kennedy,0,41,2,43
Salt Lake,MAG009,U.S. Senate,,REP,Mike Kennedy,0,37,5,42
Salt Lake,MAG010,U.S. Senate,,REP,Mike Kennedy,0,40,6,46
Salt Lake,MAG011,U.S. Senate,,REP,Mike Kennedy,0,43,1,44
Salt Lake,MAG012,U.S. Senate,,REP,Mike Kennedy,0,28,0,28
Salt Lake,MAG013,U.S. Senate,,REP,Mike Kennedy,0,36,2,38
Salt Lake,MAG014,U.S. Senate,,REP,Mike Kennedy,0,38,2,40
Salt Lake,MAG015,U.S. Senate,,REP,Mike Kennedy,0,31,4,35
Salt Lake,MAG016,U.S. Senate,,REP,Mike Kennedy,0,42,1,43
Salt Lake,MAG901,U.S. Senate,,REP,Mike Kennedy,0,0,0,0
Salt Lake,MID001,U.S. Senate,,REP,Mike Kennedy,0,33,3,36
Salt Lake,MID002,U.S. Senate,,REP,Mike Kennedy,0,23,1,24
Salt Lake,MID003,U.S. Senate,,REP,Mike Kennedy,0,39,7,46
Salt Lake,MID005,U.S. Senate,,REP,Mike Kennedy,0,31,0,31
Salt Lake,MID006,U.S. Senate,,REP,Mike Kennedy,1,36,3,40
Salt Lake,MID009,U.S. Senate,,REP,Mike Kennedy,0,5,0,5
Salt Lake,MID010,U.S. Senate,,REP,Mike Kennedy,1,14,1,16
Salt Lake,MID011,U.S. Senate,,REP,Mike Kennedy,0,41,6,47
Salt Lake,MID013,U.S. Senate,,REP,Mike Kennedy,0,28,3,31
Salt Lake,MID014,U.S. Senate,,REP,Mike Kennedy,0,0,0,0
Salt Lake,MID015,U.S. Senate,,REP,Mike Kennedy,0,18,1,19
Salt Lake,MID016,U.S. Senate,,REP,Mike Kennedy,0,25,2,27
Salt Lake,MID017,U.S. Senate,,REP,Mike Kennedy,0,32,4,36
Salt Lake,MID019,U.S. Senate,,REP,Mike Kennedy,0,20,1,21
Salt Lake,MID022,U.S. Senate,,REP,Mike Kennedy,0,37,8,45
Salt Lake,MID024,U.S. Senate,,REP,Mike Kennedy,0,44,0,44
Salt Lake,MID025,U.S. Senate,,REP,Mike Kennedy,0,10,1,11
Salt Lake,MID027,U.S. Senate,,REP,Mike Kennedy,0,22,1,23
Salt Lake,MID028,U.S. Senate,,REP,Mike Kennedy,0,20,0,20
Salt Lake,MID029,U.S. Senate,,REP,Mike Kennedy,0,25,0,25
Salt Lake,MID030,U.S. Senate,,REP,Mike Kennedy,0,12,2,14
Salt Lake,MID032,U.S. Senate,,REP,Mike Kennedy,0,1,0,1
Salt Lake,MIL001,U.S. Senate,,REP,Mike Kennedy,0,24,1,25
Salt Lake,MIL002,U.S. Senate,,REP,Mike Kennedy,0,32,4,36
Salt Lake,MIL003,U.S. Senate,,REP,Mike Kennedy,0,26,0,26
Salt Lake,MIL004,U.S. Senate,,REP,Mike Kennedy,1,33,0,34
Salt Lake,MIL005,U.S. Senate,,REP,Mike Kennedy,0,8,0,8
Salt Lake,MIL006,U.S. Senate,,REP,Mike Kennedy,0,36,2,38
Salt Lake,MIL007,U.S. Senate,,REP,Mike Kennedy,1,9,2,12
Salt Lake,MIL008,U.S. Senate,,REP,Mike Kennedy,0,8,2,10
Salt Lake,MIL009,U.S. Senate,,REP,Mike Kennedy,0,19,3,22
Salt Lake,MIL010,U.S. Senate,,REP,Mike Kennedy,0,15,2,17
Salt Lake,MIL011,U.S. Senate,,REP,Mike Kennedy,0,38,0,38
Salt Lake,MIL012,U.S. Senate,,REP,Mike Kennedy,0,24,4,28
Salt Lake,MIL013,U.S. Senate,,REP,Mike Kennedy,0,21,2,23
Salt Lake,MIL014,U.S. Senate,,REP,Mike Kennedy,0,26,1,27
Salt Lake,MIL015,U.S. Senate,,REP,Mike Kennedy,0,36,3,39
Salt Lake,MIL016,U.S. Senate,,REP,Mike Kennedy,0,31,5,36
Salt Lake,MIL017,U.S. Senate,,REP,Mike Kennedy,0,16,1,17
Salt Lake,MIL018,U.S. Senate,,REP,Mike Kennedy,0,41,3,44
Salt Lake,MIL019,U.S. Senate,,REP,Mike Kennedy,1,37,0,38
Salt Lake,MIL020,U.S. Senate,,REP,Mike Kennedy,1,19,0,20
Salt Lake,MIL021,U.S. Senate,,REP,Mike Kennedy,0,16,2,18
Salt Lake,MIL022,U.S. Senate,,REP,Mike Kennedy,1,16,3,20
Salt Lake,MIL023,U.S. Senate,,REP,Mike Kennedy,1,21,0,22
Salt Lake,MIL024,U.S. Senate,,REP,Mike Kennedy,1,17,3,21
Salt Lake,MIL025,U.S. Senate,,REP,Mike Kennedy,0,30,3,33
Salt Lake,MIL026,U.S. Senate,,REP,Mike Kennedy,0,18,6,24
Salt Lake,MIL027,U.S. Senate,,REP,Mike Kennedy,0,37,5,42
Salt Lake,MIL028,U.S. Senate,,REP,Mike Kennedy,0,34,1,35
Salt Lake,MIL029,U.S. Senate,,REP,Mike Kennedy,0,16,1,17
Salt Lake,MIL030,U.S. Senate,,REP,Mike Kennedy,0,23,1,24
Salt Lake,MIL031,U.S. Senate,,REP,Mike Kennedy,0,39,1,40
Salt Lake,MIL032,U.S. Senate,,REP,Mike Kennedy,0,23,4,27
Salt Lake,MIL033,U.S. Senate,,REP,Mike Kennedy,2,32,4,38
Salt Lake,MIL034,U.S. Senate,,REP,Mike Kennedy,0,31,5,36
Salt Lake,MIL035,U.S. Senate,,REP,Mike Kennedy,1,42,0,43
Salt Lake,MIL036,U.S. Senate,,REP,Mike Kennedy,0,20,3,23
Salt Lake,MIL037,U.S. Senate,,REP,Mike Kennedy,0,18,2,20
Salt Lake,MIL038,U.S. Senate,,REP,Mike Kennedy,0,31,2,33
Salt Lake,MIL039,U.S. Senate,,REP,Mike Kennedy,0,19,1,20
Salt Lake,MIL040,U.S. Senate,,REP,Mike Kennedy,0,18,0,18
Salt Lake,MIL041,U.S. Senate,,REP,Mike Kennedy,0,13,0,13
Salt Lake,MIL042,U.S. Senate,,REP,Mike Kennedy,0,15,0,15
Salt Lake,MIL043,U.S. Senate,,REP,Mike Kennedy,1,29,2,32
Salt Lake,MIL044,U.S. Senate,,REP,Mike Kennedy,0,20,0,20
Salt Lake,MIL045,U.S. Senate,,REP,Mike Kennedy,0,21,4,25
Salt Lake,MOL009,U.S. Senate,,REP,Mike Kennedy,0,0,0,0
Salt Lake,MUR001,U.S. Senate,,REP,Mike Kennedy,0,0,0,0
Salt Lake,MUR002,U.S. Senate,,REP,Mike Kennedy,0,16,5,21
Salt Lake,MUR003,U.S. Senate,,REP,Mike Kennedy,0,13,3,16
Salt Lake,MUR004,U.S. Senate,,REP,Mike Kennedy,0,33,5,38
Salt Lake,MUR005,U.S. Senate,,REP,Mike Kennedy,1,30,2,33
Salt Lake,MUR006,U.S. Senate,,REP,Mike Kennedy,0,0,0,0
Salt Lake,MUR007,U.S. Senate,,REP,Mike Kennedy,0,42,4,46
Salt Lake,MUR008,U.S. Senate,,REP,Mike Kennedy,0,31,4,35
Salt Lake,MUR009,U.S. Senate,,REP,Mike Kennedy,0,17,0,17
Salt Lake,MUR010,U.S. Senate,,REP,Mike Kennedy,0,0,1,1
Salt Lake,MUR011,U.S. Senate,,REP,Mike Kennedy,0,31,3,34
Salt Lake,MUR012,U.S. Senate,,REP,Mike Kennedy,0,43,2,45
Salt Lake,MUR013,U.S. Senate,,REP,Mike Kennedy,0,2,1,3
Salt Lake,MUR014,U.S. Senate,,REP,Mike Kennedy,0,20,0,20
Salt Lake,MUR015,U.S. Senate,,REP,Mike Kennedy,0,16,1,17
Salt Lake,MUR016,U.S. Senate,,REP,Mike Kennedy,0,30,1,31
Salt Lake,MUR017,U.S. Senate,,REP,Mike Kennedy,0,10,0,10
Salt Lake,MUR018,U.S. Senate,,REP,Mike Kennedy,0,40,1,41
Salt Lake,MUR019,U.S. Senate,,REP,Mike Kennedy,0,23,0,23
Salt Lake,MUR020,U.S. Senate,,REP,Mike Kennedy,1,36,0,37
Salt Lake,MUR021,U.S. Senate,,REP,Mike Kennedy,0,36,2,38
Salt Lake,MUR022,U.S. Senate,,REP,Mike Kennedy,0,5,0,5
Salt Lake,MUR023,U.S. Senate,,REP,Mike Kennedy,0,19,1,20
Salt Lake,MUR024,U.S. Senate,,REP,Mike Kennedy,2,32,2,36
Salt Lake,MUR025,U.S. Senate,,REP,Mike Kennedy,0,24,3,27
Salt Lake,MUR027,U.S. Senate,,REP,Mike Kennedy,0,29,1,30
Salt Lake,MUR029,U.S. Senate,,REP,Mike Kennedy,0,32,0,32
Salt Lake,MUR030,U.S. Senate,,REP,Mike Kennedy,0,25,4,29
Salt Lake,MUR031,U.S. Senate,,REP,Mike Kennedy,0,32,6,38
Salt Lake,MUR032,U.S. Senate,,REP,Mike Kennedy,0,10,2,12
Salt Lake,MUR033,U.S. Senate,,REP,Mike Kennedy,0,18,1,19
Salt Lake,MUR034,U.S. Senate,,REP,Mike Kennedy,0,25,0,25
Salt Lake,MUR035,U.S. Senate,,REP,Mike Kennedy,0,47,0,47
Salt Lake,MUR036,U.S. Senate,,REP,Mike Kennedy,0,45,6,51
Salt Lake,MUR037,U.S. Senate,,REP,Mike Kennedy,0,41,4,45
Salt Lake,MUR038,U.S. Senate,,REP,Mike Kennedy,0,18,2,20
Salt Lake,MUR039,U.S. Senate,,REP,Mike Kennedy,1,24,0,25
Salt Lake,MUR040,U.S. Senate,,REP,Mike Kennedy,0,7,1,8
Salt Lake,MUR041,U.S. Senate,,REP,Mike Kennedy,0,25,1,26
Salt Lake,MUR042,U.S. Senate,,REP,Mike Kennedy,1,41,1,43
Salt Lake,MUR043,U.S. Senate,,REP,Mike Kennedy,0,58,2,60
Salt Lake,MUR044,U.S. Senate,,REP,Mike Kennedy,0,6,0,6
Salt Lake,MUR045,U.S. Senate,,REP,Mike Kennedy,0,1,0,1
Salt Lake,MUR046,U.S. Senate,,REP,Mike Kennedy,0,28,2,30
Salt Lake,MUR047,U.S. Senate,,REP,Mike Kennedy,0,25,1,26
Salt Lake,MUR048,U.S. Senate,,REP,Mike Kennedy,0,5,0,5
Salt Lake,MUR049,U.S. Senate,,REP,Mike Kennedy,0,33,1,34
Salt Lake,MUR050,U.S. Senate,,REP,Mike Kennedy,1,30,3,34
Salt Lake,MUR051,U.S. Senate,,REP,Mike Kennedy,0,2,0,2
Salt Lake,MUR052,U.S. Senate,,REP,Mike Kennedy,0,6,0,6
Salt Lake,MUR053,U.S. Senate,,REP,Mike Kennedy,0,1,0,1
Salt Lake,NJC001,U.S. Senate,,REP,Mike Kennedy,0,0,0,0
Salt Lake,PCN001,U.S. Senate,,REP,Mike Kennedy,0,0,0,0
Salt Lake,RIV001,U.S. Senate,,REP,Mike Kennedy,0,39,4,43
Salt Lake,RIV002,U.S. Senate,,REP,Mike Kennedy,0,37,4,41
Salt Lake,RIV003,U.S. Senate,,REP,Mike Kennedy,0,58,8,66
Salt Lake,RIV004,U.S. Senate,,REP,Mike Kennedy,0,76,0,76
Salt Lake,RIV005,U.S. Senate,,REP,Mike Kennedy,0,51,2,53
Salt Lake,RIV006,U.S. Senate,,REP,Mike Kennedy,0,6,2,8
Salt Lake,RIV007,U.S. Senate,,REP,Mike Kennedy,0,39,2,41
Salt Lake,RIV008,U.S. Senate,,REP,Mike Kennedy,0,74,5,79
Salt Lake,RIV009,U.S. Senate,,REP,Mike Kennedy,0,44,1,45
Salt Lake,RIV010,U.S. Senate,,REP,Mike Kennedy,0,52,4,56
Salt Lake,RIV011,U.S. Senate,,REP,Mike Kennedy,0,20,0,20
Salt Lake,RIV012,U.S. Senate,,REP,Mike Kennedy,0,51,1,52
Salt Lake,RIV013,U.S. Senate,,REP,Mike Kennedy,0,20,3,23
Salt Lake,RIV015,U.S. Senate,,REP,Mike Kennedy,0,87,2,89
Salt Lake,RIV016,U.S. Senate,,REP,Mike Kennedy,0,77,9,86
Salt Lake,RIV017,U.S. Senate,,REP,Mike Kennedy,0,50,4,54
Salt Lake,RIV018,U.S. Senate,,REP,Mike Kennedy,0,11,0,11
Salt Lake,RIV019,U.S. Senate,,REP,Mike Kennedy,0,46,3,49
Salt Lake,RIV020,U.S. Senate,,REP,Mike Kennedy,1,45,1,47
Salt Lake,RIV021,U.S. Senate,,REP,Mike Kennedy,0,49,2,51
Salt Lake,RIV022,U.S. Senate,,REP,Mike Kennedy,0,35,3,38
Salt Lake,RIV023,U.S. Senate,,REP,Mike Kennedy,0,53,4,57
Salt Lake,RIV024,U.S. Senate,,REP,Mike Kennedy,0,22,1,23
Salt Lake,RIV025,U.S. Senate,,REP,Mike Kennedy,0,68,2,70
Salt Lake,RIV026,U.S. Senate,,REP,Mike Kennedy,0,76,6,82
Salt Lake,RIV027,U.S. Senate,,REP,Mike Kennedy,0,50,3,53
Salt Lake,RIV028,U.S. Senate,,REP,Mike Kennedy,0,20,4,24
Salt Lake,RIV029,U.S. Senate,,REP,Mike Kennedy,0,45,3,48
Salt Lake,RIV030,U.S. Senate,,REP,Mike Kennedy,0,17,0,17
Salt Lake,RIV031,U.S. Senate,,REP,Mike Kennedy,0,41,0,41
Salt Lake,SAN001,U.S. Senate,,REP,Mike Kennedy,1,38,1,40
Salt Lake,SAN002,U.S. Senate,,REP,Mike Kennedy,0,21,1,22
Salt Lake,SAN003,U.S. Senate,,REP,Mike Kennedy,0,7,0,7
Salt Lake,SAN004,U.S. Senate,,REP,Mike Kennedy,1,24,0,25
Salt Lake,SAN005,U.S. Senate,,REP,Mike Kennedy,2,37,1,40
Salt Lake,SAN006,U.S. Senate,,REP,Mike Kennedy,0,17,3,20
Salt Lake,SAN007,U.S. Senate,,REP,Mike Kennedy,1,8,2,11
Salt Lake,SAN009,U.S. Senate,,REP,Mike Kennedy,0,64,4,68
Salt Lake,SAN010,U.S. Senate,,REP,Mike Kennedy,0,3,0,3
Salt Lake,SAN011,U.S. Senate,,REP,Mike Kennedy,0,64,2,66
Salt Lake,SAN012,U.S. Senate,,REP,Mike Kennedy,1,36,1,38
Salt Lake,SAN013,U.S. Senate,,REP,Mike Kennedy,0,34,5,39
Salt Lake,SAN014,U.S. Senate,,REP,Mike Kennedy,1,26,2,29
Salt Lake,SAN015,U.S. Senate,,REP,Mike Kennedy,0,45,5,50
Salt Lake,SAN016,U.S. Senate,,REP,Mike Kennedy,0,16,2,18
Salt Lake,SAN018,U.S. Senate,,REP,Mike Kennedy,0,27,4,31
Salt Lake,SAN019,U.S. Senate,,REP,Mike Kennedy,3,14,5,22
Salt Lake,SAN020,U.S. Senate,,REP,Mike Kennedy,1,17,2,20
Salt Lake,SAN021,U.S. Senate,,REP,Mike Kennedy,0,30,1,31
Salt Lake,SAN022,U.S. Senate,,REP,Mike Kennedy,0,62,2,64
Salt Lake,SAN024,U.S. Senate,,REP,Mike Kennedy,0,60,5,65
Salt Lake,SAN026,U.S. Senate,,REP,Mike Kennedy,1,33,2,36
Salt Lake,SAN027,U.S. Senate,,REP,Mike Kennedy,0,49,4,53
Salt Lake,SAN029,U.S. Senate,,REP,Mike Kennedy,0,32,2,34
Salt Lake,SAN030,U.S. Senate,,REP,Mike Kennedy,0,25,1,26
Salt Lake,SAN031,U.S. Senate,,REP,Mike Kennedy,0,26,0,26
Salt Lake,SAN032,U.S. Senate,,REP,Mike Kennedy,0,29,3,32
Salt Lake,SAN033,U.S. Senate,,REP,Mike Kennedy,0,42,3,45
Salt Lake,SAN034,U.S. Senate,,REP,Mike Kennedy,0,27,2,29
Salt Lake,SAN035,U.S. Senate,,REP,Mike Kennedy,0,25,3,28
Salt Lake,SAN036,U.S. Senate,,REP,Mike Kennedy,1,26,3,30
Salt Lake,SAN038,U.S. Senate,,REP,Mike Kennedy,0,46,4,50
Salt Lake,SAN039,U.S. Senate,,REP,Mike Kennedy,0,28,3,31
Salt Lake,SAN040,U.S. Senate,,REP,Mike Kennedy,0,11,0,11
Salt Lake,SAN041,U.S. Senate,,REP,Mike Kennedy,1,25,2,28
Salt Lake,SAN042,U.S. Senate,,REP,Mike Kennedy,2,30,4,36
Salt Lake,SAN043,U.S. Senate,,REP,Mike Kennedy,0,40,1,41
Salt Lake,SAN044,U.S. Senate,,REP,Mike Kennedy,1,42,1,44
Salt Lake,SAN045,U.S. Senate,,REP,Mike Kennedy,2,74,4,80
Salt Lake,SAN048,U.S. Senate,,REP,Mike Kennedy,0,44,7,51
Salt Lake,SAN049,U.S. Senate,,REP,Mike Kennedy,0,35,0,35
Salt Lake,SAN050,U.S. Senate,,REP,Mike Kennedy,1,65,3,69
Salt Lake,SAN051,U.S. Senate,,REP,Mike Kennedy,0,39,3,42
Salt Lake,SAN052,U.S. Senate,,REP,Mike Kennedy,0,2,0,2
Salt Lake,SAN053,U.S. Senate,,REP,Mike Kennedy,0,37,3,40
Salt Lake,SAN054,U.S. Senate,,REP,Mike Kennedy,0,38,3,41
Salt Lake,SAN055,U.S. Senate,,REP,Mike Kennedy,0,46,2,48
Salt Lake,SAN056,U.S. Senate,,REP,Mike Kennedy,0,51,2,53
Salt Lake,SAN057,U.S. Senate,,REP,Mike Kennedy,0,62,4,66
Salt Lake,SAN058,U.S. Senate,,REP,Mike Kennedy,0,46,1,47
Salt Lake,SAN059,U.S. Senate,,REP,Mike Kennedy,0,5,0,5
Salt Lake,SAN060,U.S. Senate,,REP,Mike Kennedy,0,62,3,65
Salt Lake,SAN061,U.S. Senate,,REP,Mike Kennedy,0,30,1,31
Salt Lake,SAN062,U.S. Senate,,REP,Mike Kennedy,0,22,0,22
Salt Lake,SAN063,U.S. Senate,,REP,Mike Kennedy,0,57,2,59
Salt Lake,SAN064,U.S. Senate,,REP,Mike Kennedy,0,32,3,35
Salt Lake,SAN065,U.S. Senate,,REP,Mike Kennedy,0,51,5,56
Salt Lake,SAN066,U.S. Senate,,REP,Mike Kennedy,0,31,1,32
Salt Lake,SAN067,U.S. Senate,,REP,Mike Kennedy,0,30,2,32
Salt Lake,SAN068,U.S. Senate,,REP,Mike Kennedy,0,22,2,24
Salt Lake,SAN069,U.S. Senate,,REP,Mike Kennedy,0,47,3,50
Salt Lake,SAN071,U.S. Senate,,REP,Mike Kennedy,0,29,3,32
Salt Lake,SAN072,U.S. Senate,,REP,Mike Kennedy,0,43,4,47
Salt Lake,SAN073,U.S. Senate,,REP,Mike Kennedy,0,59,4,63
Salt Lake,SAN074,U.S. Senate,,REP,Mike Kennedy,0,51,3,54
Salt Lake,SAN075,U.S. Senate,,REP,Mike Kennedy,0,40,6,46
Salt Lake,SAN076,U.S. Senate,,REP,Mike Kennedy,0,18,0,18
Salt Lake,SAN077,U.S. Senate,,REP,Mike Kennedy,0,43,6,49
Salt Lake,SAN078,U.S. Senate,,REP,Mike Kennedy,0,42,1,43
Salt Lake,SAN079,U.S. Senate,,REP,Mike Kennedy,0,33,5,38
Salt Lake,SAN080,U.S. Senate,,REP,Mike Kennedy,0,20,3,23
Salt Lake,SAN081,U.S. Senate,,REP,Mike Kennedy,1,61,1,63
Salt Lake,SAN082,U.S. Senate,,REP,Mike Kennedy,0,63,3,66
Salt Lake,SAN084,U.S. Senate,,REP,Mike Kennedy,0,51,1,52
Salt Lake,SAN086,U.S. Senate,,REP,Mike Kennedy,0,57,3,60
Salt Lake,SAN087,U.S. Senate,,REP,Mike Kennedy,0,56,2,58
Salt Lake,SHL001,U.S. Senate,,REP,Mike Kennedy,0,13,0,13
Salt Lake,SHL002,U.S. Senate,,REP,Mike Kennedy,0,17,0,17
Salt Lake,SHL004,U.S. Senate,,REP,Mike Kennedy,0,3,0,3
Salt Lake,SHL005,U.S. Senate,,REP,Mike Kennedy,0,10,1,11
Salt Lake,SHL006,U.S. Senate,,REP,Mike Kennedy,2,19,6,27
Salt Lake,SIL001,U.S. Senate,,REP,Mike Kennedy,0,0,2,2
Salt Lake,SIL003,U.S. Senate,,REP,Mike Kennedy,0,1,0,1
Salt Lake,SIL009,U.S. Senate,,REP,Mike Kennedy,0,2,2,4
Salt Lake,SIL013,U.S. Senate,,REP,Mike Kennedy,0,5,0,5
Salt Lake,SJD001,U.S. Senate,,REP,Mike Kennedy,0,49,0,49
Salt Lake,SJD002,U.S. Senate,,REP,Mike Kennedy,0,4,0,4
Salt Lake,SJD003,U.S. Senate,,REP,Mike Kennedy,0,62,9,71
Salt Lake,SJD004,U.S. Senate,,REP,Mike Kennedy,0,64,0,64
Salt Lake,SJD005,U.S. Senate,,REP,Mike Kennedy,0,28,1,29
Salt Lake,SJD006,U.S. Senate,,REP,Mike Kennedy,0,56,5,61
Salt Lake,SJD007,U.S. Senate,,REP,Mike Kennedy,0,45,2,47
Salt Lake,SJD008,U.S. Senate,,REP,Mike Kennedy,0,66,0,66
Salt Lake,SJD009,U.S. Senate,,REP,Mike Kennedy,0,1,0,1
Salt Lake,SJD010,U.S. Senate,,REP,Mike Kennedy,0,41,0,41
Salt Lake,SJD011,U.S. Senate,,REP,Mike Kennedy,0,31,1,32
Salt Lake,SJD012,U.S. Senate,,REP,Mike Kennedy,2,77,1,80
Salt Lake,SJD013,U.S. Senate,,REP,Mike Kennedy,1,71,4,76
Salt Lake,SJD014,U.S. Senate,,REP,Mike Kennedy,0,59,7,66
Salt Lake,SJD015,U.S. Senate,,REP,Mike Kennedy,0,61,2,63
Salt Lake,SJD016,U.S. Senate,,REP,Mike Kennedy,0,39,0,39
Salt Lake,SJD017,U.S. Senate,,REP,Mike Kennedy,1,45,2,48
Salt Lake,SJD018,U.S. Senate,,REP,Mike Kennedy,0,34,1,35
Salt Lake,SJD019,U.S. Senate,,REP,Mike Kennedy,0,52,2,54
Salt Lake,SJD020,U.S. Senate,,REP,Mike Kennedy,0,8,0,8
Salt Lake,SJD021,U.S. Senate,,REP,Mike Kennedy,0,33,2,35
Salt Lake,SJD022,U.S. Senate,,REP,Mike Kennedy,0,64,3,67
Salt Lake,SJD023,U.S. Senate,,REP,Mike Kennedy,0,44,5,49
Salt Lake,SJD024,U.S. Senate,,REP,Mike Kennedy,0,53,5,58
Salt Lake,SJD025,U.S. Senate,,REP,Mike Kennedy,0,27,0,27
Salt Lake,SJD026,U.S. Senate,,REP,Mike Kennedy,0,40,1,41
Salt Lake,SJD027,U.S. Senate,,REP,Mike Kennedy,0,40,2,42
Salt Lake,SJD028,U.S. Senate,,REP,Mike Kennedy,0,34,1,35
Salt Lake,SJD029,U.S. Senate,,REP,Mike Kennedy,0,39,0,39
Salt Lake,SJD030,U.S. Senate,,REP,Mike Kennedy,0,26,1,27
Salt Lake,SJD031,U.S. Senate,,REP,Mike Kennedy,0,61,2,63
Salt Lake,SJD032,U.S. Senate,,REP,Mike Kennedy,0,36,4,40
Salt Lake,SJD033,U.S. Senate,,REP,Mike Kennedy,0,74,2,76
Salt Lake,SJD034,U.S. Senate,,REP,Mike Kennedy,0,45,3,48
Salt Lake,SJD035,U.S. Senate,,REP,Mike Kennedy,0,39,2,41
Salt Lake,SJD036,U.S. Senate,,REP,Mike Kennedy,0,34,2,36
Salt Lake,SJD037,U.S. Senate,,REP,Mike Kennedy,0,33,2,35
Salt Lake,SJD038,U.S. Senate,,REP,Mike Kennedy,2,79,11,92
Salt Lake,SJD039,U.S. Senate,,REP,Mike Kennedy,0,7,0,7
Salt Lake,SJD040,U.S. Senate,,REP,Mike Kennedy,1,58,5,64
Salt Lake,SJD041,U.S. Senate,,REP,Mike Kennedy,0,53,6,59
Salt Lake,SJD042,U.S. Senate,,REP,Mike Kennedy,0,37,7,44
Salt Lake,SJD045,U.S. Senate,,REP,Mike Kennedy,0,16,2,18
Salt Lake,SJD046,U.S. Senate,,REP,Mike Kennedy,0,20,2,22
Salt Lake,SJD047,U.S. Senate,,REP,Mike Kennedy,0,33,1,34
Salt Lake,SJD049,U.S. Senate,,REP,Mike Kennedy,0,23,6,29
Salt Lake,SJD050,U.S. Senate,,REP,Mike Kennedy,0,31,4,35
Salt Lake,SLC001,U.S. Senate,,REP,Mike Kennedy,0,1,0,1
Salt Lake,SLC002,U.S. Senate,,REP,Mike Kennedy,0,19,2,21
Salt Lake,SLC003,U.S. Senate,,REP,Mike Kennedy,1,17,0,18
Salt Lake,SLC004,U.S. Senate,,REP,Mike Kennedy,0,12,2,14
Salt Lake,SLC005,U.S. Senate,,REP,Mike Kennedy,2,23,0,25
Salt Lake,SLC006,U.S. Senate,,REP,Mike Kennedy,0,13,1,14
Salt Lake,SLC007,U.S. Senate,,REP,Mike Kennedy,0,32,5,37
Salt Lake,SLC008,U.S. Senate,,REP,Mike Kennedy,0,3,0,3
Salt Lake,SLC009,U.S. Senate,,REP,Mike Kennedy,2,29,0,31
Salt Lake,SLC010,U.S. Senate,,REP,Mike Kennedy,0,1,1,2
Salt Lake,SLC011,U.S. Senate,,REP,Mike Kennedy,0,39,0,39
Salt Lake,SLC012,U.S. Senate,,REP,Mike Kennedy,0,36,5,41
