county,precincts,office,district,party,candidate,votes
Davis,Bountiful 14,State Treasurer,,Constitution,Proctor,26
Davis,Bountiful 14,State Treasurer,,Democratic,Hansen,130
Davis,Bountiful 14,State Treasurer,,Republican,Damschen,287
Davis,Bountiful 15,State Treasurer,,Constitution,Proctor,27
Davis,Bountiful 15,State Treasurer,,Democratic,Hansen,124
Davis,Bountiful 15,State Treasurer,,Republican,Damschen,292
Davis,Bountiful 16,State Treasurer,,Constitution,Proctor,37
Davis,Bountiful 16,State Treasurer,,Democratic,Hansen,173
Davis,Bountiful 16,State Treasurer,,Republican,Damschen,524
Davis,Bountiful 17,State Treasurer,,Constitution,Proctor,38
Davis,Bountiful 17,State Treasurer,,Democratic,Hansen,144
Davis,Bountiful 17,State Treasurer,,Republican,Damschen,534
Davis,Bountiful 18,State Treasurer,,Constitution,Proctor,38
Davis,Bountiful 18,State Treasurer,,Democratic,Hansen,191
Davis,Bountiful 18,State Treasurer,,Republican,Damschen,499
Davis,Bountiful 19,State Treasurer,,Constitution,Proctor,34
Davis,Bountiful 19,State Treasurer,,Democratic,Hansen,187
Davis,Bountiful 19,State Treasurer,,Republican,Damschen,539
Davis,Bountiful 20,State Treasurer,,Constitution,Proctor,32
Davis,Bountiful 20,State Treasurer,,Democratic,Hansen,140
Davis,Bountiful 20,State Treasurer,,Republican,Damschen,421
Davis,Bountiful 21,State Treasurer,,Constitution,Proctor,50
Davis,Bountiful 21,State Treasurer,,Democratic,Hansen,210
Davis,Bountiful 21,State Treasurer,,Republican,Damschen,453
Davis,Bountiful 22,State Treasurer,,Constitution,Proctor,47
Davis,Bountiful 22,State Treasurer,,Democratic,Hansen,217
Davis,Bountiful 22,State Treasurer,,Republican,Damschen,443
Davis,Bountiful 23,State Treasurer,,Constitution,Proctor,64
Davis,Bountiful 23,State Treasurer,,Democratic,Hansen,232
Davis,Bountiful 23,State Treasurer,,Republican,Damschen,551
Davis,Bountiful 24,State Treasurer,,Constitution,Proctor,13
Davis,Bountiful 24,State Treasurer,,Democratic,Hansen,77
Davis,Bountiful 24,State Treasurer,,Republican,Damschen,159
Davis,Bountiful 25,State Treasurer,,Constitution,Proctor,73
Davis,Bountiful 25,State Treasurer,,Democratic,Hansen,226
Davis,Bountiful 25,State Treasurer,,Republican,Damschen,532
Davis,Bountiful 26,State Treasurer,,Constitution,Proctor,39
Davis,Bountiful 26,State Treasurer,,Democratic,Hansen,205
Davis,Bountiful 26,State Treasurer,,Republican,Damschen,424
Davis,Bountiful 27,State Treasurer,,Constitution,Proctor,30
Davis,Bountiful 27,State Treasurer,,Democratic,Hansen,126
Davis,Bountiful 27,State Treasurer,,Republican,Damschen,342
Davis,Bountiful 28,State Treasurer,,Constitution,Proctor,40
Davis,Bountiful 28,State Treasurer,,Democratic,Hansen,183
Davis,Bountiful 28,State Treasurer,,Republican,Damschen,459
Davis,Bountiful 29,State Treasurer,,Constitution,Proctor,30
Davis,Bountiful 29,State Treasurer,,Democratic,Hansen,163
Davis,Bountiful 29,State Treasurer,,Republican,Damschen,394
Davis,Bountiful 30,State Treasurer,,Constitution,Proctor,37
Davis,Bountiful 30,State Treasurer,,Democratic,Hansen,203
Davis,Bountiful 30,State Treasurer,,Republican,Damschen,761
Davis,Bountiful 31,State Treasurer,,Constitution,Proctor,27
Davis,Bountiful 31,State Treasurer,,Democratic,Hansen,127
Davis,Bountiful 31,State Treasurer,,Republican,Damschen,317
Davis,Centerville 1,State Treasurer,,Constitution,Proctor,37
Davis,Centerville 1,State Treasurer,,Democratic,Hansen,207
Davis,Centerville 1,State Treasurer,,Republican,Damschen,485
Davis,Centerville 2,State Treasurer,,Constitution,Proctor,35
Davis,Centerville 2,State Treasurer,,Democratic,Hansen,144
Davis,Centerville 2,State Treasurer,,Republican,Damschen,553
Davis,Centerville 3,State Treasurer,,Constitution,Proctor,46
Davis,Centerville 3,State Treasurer,,Democratic,Hansen,228
Davis,Centerville 3,State Treasurer,,Republican,Damschen,683
Davis,Centerville 4,State Treasurer,,Constitution,Proctor,52
Davis,Centerville 4,State Treasurer,,Democratic,Hansen,209
Davis,Centerville 4,State Treasurer,,Republican,Damschen,601
Davis,Centerville 5,State Treasurer,,Constitution,Proctor,54
Davis,Centerville 5,State Treasurer,,Democratic,Hansen,171
Davis,Centerville 5,State Treasurer,,Republican,Damschen,568
Davis,Centerville 6,State Treasurer,,Constitution,Proctor,51
Davis,Centerville 6,State Treasurer,,Democratic,Hansen,262
Davis,Centerville 6,State Treasurer,,Republican,Damschen,609
Davis,Centerville 7,State Treasurer,,Constitution,Proctor,39
Davis,Centerville 7,State Treasurer,,Democratic,Hansen,124
Davis,Centerville 7,State Treasurer,,Republican,Damschen,551
Davis,Centerville 8,State Treasurer,,Constitution,Proctor,26
Davis,Centerville 8,State Treasurer,,Democratic,Hansen,92
Davis,Centerville 8,State Treasurer,,Republican,Damschen,454
Davis,Centerville 9,State Treasurer,,Constitution,Proctor,39
Davis,Centerville 9,State Treasurer,,Democratic,Hansen,152
Davis,Centerville 9,State Treasurer,,Republican,Damschen,458
Davis,Centerville 10,State Treasurer,,Constitution,Proctor,42
Davis,Centerville 10,State Treasurer,,Democratic,Hansen,146
Davis,Centerville 10,State Treasurer,,Republican,Damschen,550
Davis,Centerville 11,State Treasurer,,Constitution,Proctor,40
Davis,Centerville 11,State Treasurer,,Democratic,Hansen,166
Davis,Centerville 11,State Treasurer,,Republican,Damschen,389
Davis,Clearfield 1,State Treasurer,,Constitution,Proctor,77
Davis,Clearfield 1,State Treasurer,,Democratic,Hansen,294
Davis,Clearfield 1,State Treasurer,,Republican,Damschen,458
Davis,Clearfield 2,State Treasurer,,Constitution,Proctor,75
Davis,Clearfield 2,State Treasurer,,Democratic,Hansen,206
Davis,Clearfield 2,State Treasurer,,Republican,Damschen,473
Davis,Clearfield 3,State Treasurer,,Constitution,Proctor,56
Davis,Clearfield 3,State Treasurer,,Democratic,Hansen,128
Davis,Clearfield 3,State Treasurer,,Republican,Damschen,279
Davis,Clearfield 4,State Treasurer,,Constitution,Proctor,70
Davis,Clearfield 4,State Treasurer,,Democratic,Hansen,289
Davis,Clearfield 4,State Treasurer,,Republican,Damschen,398
Davis,Clearfield 5,State Treasurer,,Constitution,Proctor,58
Davis,Clearfield 5,State Treasurer,,Democratic,Hansen,229
Davis,Clearfield 5,State Treasurer,,Republican,Damschen,356
Davis,Clearfield 6,State Treasurer,,Constitution,Proctor,67
Davis,Clearfield 6,State Treasurer,,Democratic,Hansen,217
Davis,Clearfield 6,State Treasurer,,Republican,Damschen,329
Davis,Clearfield 7,State Treasurer,,Constitution,Proctor,42
Davis,Clearfield 7,State Treasurer,,Democratic,Hansen,143
Davis,Clearfield 7,State Treasurer,,Republican,Damschen,226
Davis,Clearfield 8,State Treasurer,,Constitution,Proctor,51
Davis,Clearfield 8,State Treasurer,,Democratic,Hansen,167
Davis,Clearfield 8,State Treasurer,,Republican,Damschen,328
Davis,Clearfield 9,State Treasurer,,Constitution,Proctor,62
Davis,Clearfield 9,State Treasurer,,Democratic,Hansen,221
Davis,Clearfield 9,State Treasurer,,Republican,Damschen,443
Davis,Clearfield 10,State Treasurer,,Constitution,Proctor,47
Davis,Clearfield 10,State Treasurer,,Democratic,Hansen,149
Davis,Clearfield 10,State Treasurer,,Republican,Damschen,232
Davis,Clearfield 11,State Treasurer,,Constitution,Proctor,63
Davis,Clearfield 11,State Treasurer,,Democratic,Hansen,249
Davis,Clearfield 11,State Treasurer,,Republican,Damschen,511
Davis,Clearfield 12,State Treasurer,,Constitution,Proctor,55
Davis,Clearfield 12,State Treasurer,,Democratic,Hansen,234
Davis,Clearfield 12,State Treasurer,,Republican,Damschen,290
Davis,Clearfield 13,State Treasurer,,Constitution,Proctor,5
Davis,Clearfield 13,State Treasurer,,Democratic,Hansen,8
Davis,Clearfield 13,State Treasurer,,Republican,Damschen,20
Davis,Clearfield 14,State Treasurer,,Constitution,Proctor,7
Davis,Clearfield 14,State Treasurer,,Democratic,Hansen,32
Davis,Clearfield 14,State Treasurer,,Republican,Damschen,67
Davis,Clearfield 15,State Treasurer,,Constitution,Proctor,0
Davis,Clearfield 15,State Treasurer,,Democratic,Hansen,4
Davis,Clearfield 15,State Treasurer,,Republican,Damschen,33
Davis,Clinton 1,State Treasurer,,Constitution,Proctor,64
Davis,Clinton 1,State Treasurer,,Democratic,Hansen,227
Davis,Clinton 1,State Treasurer,,Republican,Damschen,423
Davis,Clinton 2,State Treasurer,,Constitution,Proctor,69
Davis,Clinton 2,State Treasurer,,Democratic,Hansen,225
Davis,Clinton 2,State Treasurer,,Republican,Damschen,610
Davis,Clinton 3,State Treasurer,,Constitution,Proctor,24
Davis,Clinton 3,State Treasurer,,Democratic,Hansen,78
Davis,Clinton 3,State Treasurer,,Republican,Damschen,167
Davis,Clinton 4,State Treasurer,,Constitution,Proctor,76
Davis,Clinton 4,State Treasurer,,Democratic,Hansen,208
Davis,Clinton 4,State Treasurer,,Republican,Damschen,575
Davis,Clinton 5,State Treasurer,,Constitution,Proctor,15
Davis,Clinton 5,State Treasurer,,Democratic,Hansen,60
Davis,Clinton 5,State Treasurer,,Republican,Damschen,153
Davis,Clinton 6,State Treasurer,,Constitution,Proctor,58
Davis,Clinton 6,State Treasurer,,Democratic,Hansen,148
Davis,Clinton 6,State Treasurer,,Republican,Damschen,412
Davis,Clinton 7,State Treasurer,,Constitution,Proctor,69
Davis,Clinton 7,State Treasurer,,Democratic,Hansen,229
Davis,Clinton 7,State Treasurer,,Republican,Damschen,495
Davis,Clinton 8,State Treasurer,,Constitution,Proctor,61
Davis,Clinton 8,State Treasurer,,Democratic,Hansen,188
Davis,Clinton 8,State Treasurer,,Republican,Damschen,395
Davis,Clinton 9,State Treasurer,,Constitution,Proctor,64
Davis,Clinton 9,State Treasurer,,Democratic,Hansen,258
Davis,Clinton 9,State Treasurer,,Republican,Damschen,496
Davis,Clinton 10,State Treasurer,,Constitution,Proctor,20
Davis,Clinton 10,State Treasurer,,Democratic,Hansen,70
Davis,Clinton 10,State Treasurer,,Republican,Damschen,119
Davis,Clinton 11,State Treasurer,,Constitution,Proctor,50
Davis,Clinton 11,State Treasurer,,Democratic,Hansen,244
Davis,Clinton 11,State Treasurer,,Republican,Damschen,593
Davis,Clinton 12,State Treasurer,,Constitution,Proctor,34
Davis,Clinton 12,State Treasurer,,Democratic,Hansen,104
Davis,Clinton 12,State Treasurer,,Republican,Damschen,277
Davis,Farmington 1,State Treasurer,,Constitution,Proctor,52
Davis,Farmington 1,State Treasurer,,Democratic,Hansen,139
Davis,Farmington 1,State Treasurer,,Republican,Damschen,537
Davis,Farmington 2,State Treasurer,,Constitution,Proctor,56
Davis,Farmington 2,State Treasurer,,Democratic,Hansen,155
Davis,Farmington 2,State Treasurer,,Republican,Damschen,543
Davis,Farmington 3,State Treasurer,,Constitution,Proctor,34
Davis,Farmington 3,State Treasurer,,Democratic,Hansen,229
Davis,Farmington 3,State Treasurer,,Republican,Damschen,472
Davis,Farmington 4,State Treasurer,,Constitution,Proctor,51
Davis,Farmington 4,State Treasurer,,Democratic,Hansen,193
Davis,Farmington 4,State Treasurer,,Republican,Damschen,628
Davis,Farmington 5,State Treasurer,,Constitution,Proctor,41
Davis,Farmington 5,State Treasurer,,Democratic,Hansen,132
Davis,Farmington 5,State Treasurer,,Republican,Damschen,516
Davis,Farmington 6,State Treasurer,,Constitution,Proctor,50
Davis,Farmington 6,State Treasurer,,Democratic,Hansen,143
Davis,Farmington 6,State Treasurer,,Republican,Damschen,630
Davis,Farmington 7,State Treasurer,,Constitution,Proctor,46
Davis,Farmington 7,State Treasurer,,Democratic,Hansen,124
Davis,Farmington 7,State Treasurer,,Republican,Damschen,460
Davis,Farmington 8,State Treasurer,,Constitution,Proctor,44
Davis,Farmington 8,State Treasurer,,Democratic,Hansen,159
Davis,Farmington 8,State Treasurer,,Republican,Damschen,417
Davis,Farmington 9,State Treasurer,,Constitution,Proctor,55
Davis,Farmington 9,State Treasurer,,Democratic,Hansen,174
Davis,Farmington 9,State Treasurer,,Republican,Damschen,609
Davis,Farmington 10,State Treasurer,,Constitution,Proctor,54
Davis,Farmington 10,State Treasurer,,Democratic,Hansen,162
Davis,Farmington 10,State Treasurer,,Republican,Damschen,618
Davis,Farmington 11,State Treasurer,,Constitution,Proctor,59
Davis,Farmington 11,State Treasurer,,Democratic,Hansen,214
Davis,Farmington 11,State Treasurer,,Republican,Damschen,726
Davis,Farmington 12,State Treasurer,,Constitution,Proctor,36
Davis,Farmington 12,State Treasurer,,Democratic,Hansen,107
Davis,Farmington 12,State Treasurer,,Republican,Damschen,437
Davis,Farmington 13,State Treasurer,,Constitution,Proctor,30
Davis,Farmington 13,State Treasurer,,Democratic,Hansen,122
Davis,Farmington 13,State Treasurer,,Republican,Damschen,451
Davis,Fruit Heights 1,State Treasurer,,Constitution,Proctor,45
Davis,Fruit Heights 1,State Treasurer,,Democratic,Hansen,188
Davis,Fruit Heights 1,State Treasurer,,Republican,Damschen,687
Davis,Fruit Heights 2,State Treasurer,,Constitution,Proctor,49
Davis,Fruit Heights 2,State Treasurer,,Democratic,Hansen,142
Davis,Fruit Heights 2,State Treasurer,,Republican,Damschen,493
Davis,Fruit Heights 3,State Treasurer,,Constitution,Proctor,46
Davis,Fruit Heights 3,State Treasurer,,Democratic,Hansen,152
Davis,Fruit Heights 3,State Treasurer,,Republican,Damschen,601
Davis,Fruit Heights 4,State Treasurer,,Constitution,Proctor,29
Davis,Fruit Heights 4,State Treasurer,,Democratic,Hansen,107
Davis,Fruit Heights 4,State Treasurer,,Republican,Damschen,514
Davis,Hill AFB 1,State Treasurer,,Constitution,Proctor,3
Davis,Hill AFB 1,State Treasurer,,Democratic,Hansen,7
Davis,Hill AFB 1,State Treasurer,,Republican,Damschen,29
Davis,Hill AFB 2,State Treasurer,,Constitution,Proctor,0
Davis,Hill AFB 2,State Treasurer,,Democratic,Hansen,3
Davis,Hill AFB 2,State Treasurer,,Republican,Damschen,7
Davis,Kaysville 1,State Treasurer,,Constitution,Proctor,64
Davis,Kaysville 1,State Treasurer,,Democratic,Hansen,186
Davis,Kaysville 1,State Treasurer,,Republican,Damschen,572
Davis,Kaysville 2,State Treasurer,,Constitution,Proctor,52
Davis,Kaysville 2,State Treasurer,,Democratic,Hansen,142
Davis,Kaysville 2,State Treasurer,,Republican,Damschen,638
Davis,Kaysville 3,State Treasurer,,Constitution,Proctor,44
Davis,Kaysville 3,State Treasurer,,Democratic,Hansen,151
Davis,Kaysville 3,State Treasurer,,Republican,Damschen,499
Davis,Kaysville 4,State Treasurer,,Constitution,Proctor,38
Davis,Kaysville 4,State Treasurer,,Democratic,Hansen,99
Davis,Kaysville 4,State Treasurer,,Republican,Damschen,373
Davis,Kaysville 5,State Treasurer,,Constitution,Proctor,44
Davis,Kaysville 5,State Treasurer,,Democratic,Hansen,200
Davis,Kaysville 5,State Treasurer,,Republican,Damschen,431
Davis,Kaysville 6,State Treasurer,,Constitution,Proctor,64
Davis,Kaysville 6,State Treasurer,,Democratic,Hansen,189
Davis,Kaysville 6,State Treasurer,,Republican,Damschen,617
Davis,Kaysville 7,State Treasurer,,Constitution,Proctor,29
Davis,Kaysville 7,State Treasurer,,Democratic,Hansen,117
Davis,Kaysville 7,State Treasurer,,Republican,Damschen,438
Davis,Kaysville 8,State Treasurer,,Constitution,Proctor,41
Davis,Kaysville 8,State Treasurer,,Democratic,Hansen,134
Davis,Kaysville 8,State Treasurer,,Republican,Damschen,439
Davis,Kaysville 9,State Treasurer,,Constitution,Proctor,35
Davis,Kaysville 9,State Treasurer,,Democratic,Hansen,137
Davis,Kaysville 9,State Treasurer,,Republican,Damschen,408
Davis,Kaysville 10,State Treasurer,,Constitution,Proctor,66
Davis,Kaysville 10,State Treasurer,,Democratic,Hansen,180
Davis,Kaysville 10,State Treasurer,,Republican,Damschen,524
Davis,Kaysville 11,State Treasurer,,Constitution,Proctor,26
Davis,Kaysville 11,State Treasurer,,Democratic,Hansen,87
Davis,Kaysville 11,State Treasurer,,Republican,Damschen,693
Davis,Kaysville 12,State Treasurer,,Constitution,Proctor,54
Davis,Kaysville 12,State Treasurer,,Democratic,Hansen,127
Davis,Kaysville 12,State Treasurer,,Republican,Damschen,725
Davis,Kaysville 13,State Treasurer,,Constitution,Proctor,39
Davis,Kaysville 13,State Treasurer,,Democratic,Hansen,104
Davis,Kaysville 13,State Treasurer,,Republican,Damschen,457
Davis,Kaysville 14,State Treasurer,,Constitution,Proctor,41
Davis,Kaysville 14,State Treasurer,,Democratic,Hansen,97
Davis,Kaysville 14,State Treasurer,,Republican,Damschen,467
Davis,Kaysville 15,State Treasurer,,Constitution,Proctor,45
Davis,Kaysville 15,State Treasurer,,Democratic,Hansen,90
Davis,Kaysville 15,State Treasurer,,Republican,Damschen,450
Davis,Kaysville 16,State Treasurer,,Constitution,Proctor,36
Davis,Kaysville 16,State Treasurer,,Democratic,Hansen,89
Davis,Kaysville 16,State Treasurer,,Republican,Damschen,424
Davis,Kaysville 17,State Treasurer,,Constitution,Proctor,42
Davis,Kaysville 17,State Treasurer,,Democratic,Hansen,103
Davis,Kaysville 17,State Treasurer,,Republican,Damschen,548
Davis,Kaysville 18,State Treasurer,,Constitution,Proctor,46
Davis,Kaysville 18,State Treasurer,,Democratic,Hansen,114
Davis,Kaysville 18,State Treasurer,,Republican,Damschen,714
Davis,Kaysville 19,State Treasurer,,Constitution,Proctor,51
Davis,Kaysville 19,State Treasurer,,Democratic,Hansen,99
Davis,Kaysville 19,State Treasurer,,Republican,Damschen,709
Davis,Kaysville 20,State Treasurer,,Constitution,Proctor,36
Davis,Kaysville 20,State Treasurer,,Democratic,Hansen,65
Davis,Kaysville 20,State Treasurer,,Republican,Damschen,510
Davis,Layton 1,State Treasurer,,Constitution,Proctor,22
Davis,Layton 1,State Treasurer,,Democratic,Hansen,103
Davis,Layton 1,State Treasurer,,Republican,Damschen,350
Davis,Layton 2,State Treasurer,,Constitution,Proctor,43
Davis,Layton 2,State Treasurer,,Democratic,Hansen,225
Davis,Layton 2,State Treasurer,,Republican,Damschen,542
Davis,Layton 3,State Treasurer,,Constitution,Proctor,25
Davis,Layton 3,State Treasurer,,Democratic,Hansen,100
Davis,Layton 3,State Treasurer,,Republican,Damschen,322
Davis,Layton 4,State Treasurer,,Constitution,Proctor,39
Davis,Layton 4,State Treasurer,,Democratic,Hansen,131
Davis,Layton 4,State Treasurer,,Republican,Damschen,357
Davis,Layton 5,State Treasurer,,Constitution,Proctor,35
Davis,Layton 5,State Treasurer,,Democratic,Hansen,150
Davis,Layton 5,State Treasurer,,Republican,Damschen,376
Davis,Layton 6,State Treasurer,,Constitution,Proctor,62
Davis,Layton 6,State Treasurer,,Democratic,Hansen,160
Davis,Layton 6,State Treasurer,,Republican,Damschen,577
Davis,Layton 7,State Treasurer,,Constitution,Proctor,51
Davis,Layton 7,State Treasurer,,Democratic,Hansen,220
Davis,Layton 7,State Treasurer,,Republican,Damschen,453
Davis,Layton 8,State Treasurer,,Constitution,Proctor,25
Davis,Layton 8,State Treasurer,,Democratic,Hansen,126
Davis,Layton 8,State Treasurer,,Republican,Damschen,269
Davis,Layton 9,State Treasurer,,Constitution,Proctor,53
Davis,Layton 9,State Treasurer,,Democratic,Hansen,160
Davis,Layton 9,State Treasurer,,Republican,Damschen,392
Davis,Layton 10,State Treasurer,,Constitution,Proctor,54
Davis,Layton 10,State Treasurer,,Democratic,Hansen,197
Davis,Layton 10,State Treasurer,,Republican,Damschen,301
Davis,Layton 11,State Treasurer,,Constitution,Proctor,40
Davis,Layton 11,State Treasurer,,Democratic,Hansen,173
Davis,Layton 11,State Treasurer,,Republican,Damschen,339
Davis,Layton 12,State Treasurer,,Constitution,Proctor,52
Davis,Layton 12,State Treasurer,,Democratic,Hansen,265
Davis,Layton 12,State Treasurer,,Republican,Damschen,483
Davis,Layton 13,State Treasurer,,Constitution,Proctor,58
Davis,Layton 13,State Treasurer,,Democratic,Hansen,168
Davis,Layton 13,State Treasurer,,Republican,Damschen,273
Davis,Layton 14,State Treasurer,,Constitution,Proctor,49
Davis,Layton 14,State Treasurer,,Democratic,Hansen,227
Davis,Layton 14,State Treasurer,,Republican,Damschen,252
Davis,Layton 15,State Treasurer,,Constitution,Proctor,53
Davis,Layton 15,State Treasurer,,Democratic,Hansen,237
Davis,Layton 15,State Treasurer,,Republican,Damschen,488
Davis,Layton 16,State Treasurer,,Constitution,Proctor,43
Davis,Layton 16,State Treasurer,,Democratic,Hansen,116
Davis,Layton 16,State Treasurer,,Republican,Damschen,290
Davis,Layton 17,State Treasurer,,Constitution,Proctor,64
Davis,Layton 17,State Treasurer,,Democratic,Hansen,177
Davis,Layton 17,State Treasurer,,Republican,Damschen,326
Davis,Layton 18,State Treasurer,,Constitution,Proctor,36
Davis,Layton 18,State Treasurer,,Democratic,Hansen,121
Davis,Layton 18,State Treasurer,,Republican,Damschen,331
Davis,Layton 19,State Treasurer,,Constitution,Proctor,52
Davis,Layton 19,State Treasurer,,Democratic,Hansen,169
Davis,Layton 19,State Treasurer,,Republican,Damschen,396
Davis,Layton 20,State Treasurer,,Constitution,Proctor,52
Davis,Layton 20,State Treasurer,,Democratic,Hansen,199
Davis,Layton 20,State Treasurer,,Republican,Damschen,538
Davis,Layton 21,State Treasurer,,Constitution,Proctor,39
Davis,Layton 21,State Treasurer,,Democratic,Hansen,168
Davis,Layton 21,State Treasurer,,Republican,Damschen,385
Davis,Layton 22,State Treasurer,,Constitution,Proctor,64
Davis,Layton 22,State Treasurer,,Democratic,Hansen,195
Davis,Layton 22,State Treasurer,,Republican,Damschen,487
Davis,Layton 23,State Treasurer,,Constitution,Proctor,51
Davis,Layton 23,State Treasurer,,Democratic,Hansen,236
Davis,Layton 23,State Treasurer,,Republican,Damschen,523
Davis,Layton 24,State Treasurer,,Constitution,Proctor,43
Davis,Layton 24,State Treasurer,,Democratic,Hansen,202
Davis,Layton 24,State Treasurer,,Republican,Damschen,596
Davis,Layton 25,State Treasurer,,Constitution,Proctor,23
Davis,Layton 25,State Treasurer,,Democratic,Hansen,91
Davis,Layton 25,State Treasurer,,Republican,Damschen,211
Davis,Layton 26,State Treasurer,,Constitution,Proctor,51
Davis,Layton 26,State Treasurer,,Democratic,Hansen,216
Davis,Layton 26,State Treasurer,,Republican,Damschen,610
Davis,Layton 27,State Treasurer,,Constitution,Proctor,53
Davis,Layton 27,State Treasurer,,Democratic,Hansen,212
Davis,Layton 27,State Treasurer,,Republican,Damschen,310
Davis,Layton 28,State Treasurer,,Constitution,Proctor,66
Davis,Layton 28,State Treasurer,,Democratic,Hansen,251
Davis,Layton 28,State Treasurer,,Republican,Damschen,527
Davis,Layton 29,State Treasurer,,Constitution,Proctor,13
Davis,Layton 29,State Treasurer,,Democratic,Hansen,64
Davis,Layton 29,State Treasurer,,Republican,Damschen,107
Davis,Layton 30,State Treasurer,,Constitution,Proctor,66
Davis,Layton 30,State Treasurer,,Democratic,Hansen,216
Davis,Layton 30,State Treasurer,,Republican,Damschen,340
Davis,Layton 31,State Treasurer,,Constitution,Proctor,37
Davis,Layton 31,State Treasurer,,Democratic,Hansen,182
Davis,Layton 31,State Treasurer,,Republican,Damschen,395
Davis,Layton 32,State Treasurer,,Constitution,Proctor,51
Davis,Layton 32,State Treasurer,,Democratic,Hansen,150
Davis,Layton 32,State Treasurer,,Republican,Damschen,448
Davis,Layton 33,State Treasurer,,Constitution,Proctor,62
Davis,Layton 33,State Treasurer,,Democratic,Hansen,168
Davis,Layton 33,State Treasurer,,Republican,Damschen,643
Davis,Layton 34,State Treasurer,,Constitution,Proctor,57
Davis,Layton 34,State Treasurer,,Democratic,Hansen,154
Davis,Layton 34,State Treasurer,,Republican,Damschen,779
Davis,Layton 35,State Treasurer,,Constitution,Proctor,37
Davis,Layton 35,State Treasurer,,Democratic,Hansen,88
Davis,Layton 35,State Treasurer,,Republican,Damschen,423
Davis,Layton 36,State Treasurer,,Constitution,Proctor,60
Davis,Layton 36,State Treasurer,,Democratic,Hansen,149
Davis,Layton 36,State Treasurer,,Republican,Damschen,573
Davis,Layton 37,State Treasurer,,Constitution,Proctor,36
Davis,Layton 37,State Treasurer,,Democratic,Hansen,143
Davis,Layton 37,State Treasurer,,Republican,Damschen,547
Davis,Layton 38,State Treasurer,,Constitution,Proctor,48
Davis,Layton 38,State Treasurer,,Democratic,Hansen,174
Davis,Layton 38,State Treasurer,,Republican,Damschen,367
Davis,Layton 39,State Treasurer,,Constitution,Proctor,43
Davis,Layton 39,State Treasurer,,Democratic,Hansen,176
Davis,Layton 39,State Treasurer,,Republican,Damschen,438
Davis,Layton 40,State Treasurer,,Constitution,Proctor,40
Davis,Layton 40,State Treasurer,,Democratic,Hansen,226
Davis,Layton 40,State Treasurer,,Republican,Damschen,493
Davis,Layton 41,State Treasurer,,Constitution,Proctor,51
Davis,Layton 41,State Treasurer,,Democratic,Hansen,185
Davis,Layton 41,State Treasurer,,Republican,Damschen,601
Davis,Layton 42,State Treasurer,,Constitution,Proctor,39
Davis,Layton 42,State Treasurer,,Democratic,Hansen,162
Davis,Layton 42,State Treasurer,,Republican,Damschen,357
Davis,Layton 43,State Treasurer,,Constitution,Proctor,67
Davis,Layton 43,State Treasurer,,Democratic,Hansen,224
Davis,Layton 43,State Treasurer,,Republican,Damschen,286
Davis,Layton 44,State Treasurer,,Constitution,Proctor,26
Davis,Layton 44,State Treasurer,,Democratic,Hansen,106
Davis,Layton 44,State Treasurer,,Republican,Damschen,484
Davis,North Salt Lake 1,State Treasurer,,Constitution,Proctor,52
Davis,North Salt Lake 1,State Treasurer,,Democratic,Hansen,275
Davis,North Salt Lake 1,State Treasurer,,Republican,Damschen,467
Davis,North Salt Lake 2,State Treasurer,,Constitution,Proctor,69
Davis,North Salt Lake 2,State Treasurer,,Democratic,Hansen,349
Davis,North Salt Lake 2,State Treasurer,,Republican,Damschen,560
Davis,North Salt Lake 3,State Treasurer,,Constitution,Proctor,62
Davis,North Salt Lake 3,State Treasurer,,Democratic,Hansen,288
Davis,North Salt Lake 3,State Treasurer,,Republican,Damschen,406
Davis,North Salt Lake 4,State Treasurer,,Constitution,Proctor,52
Davis,North Salt Lake 4,State Treasurer,,Democratic,Hansen,249
Davis,North Salt Lake 4,State Treasurer,,Republican,Damschen,524
Davis,North Salt Lake 5,State Treasurer,,Constitution,Proctor,43
Davis,North Salt Lake 5,State Treasurer,,Democratic,Hansen,161
Davis,North Salt Lake 5,State Treasurer,,Republican,Damschen,760
Davis,North Salt Lake 6,State Treasurer,,Constitution,Proctor,26
Davis,North Salt Lake 6,State Treasurer,,Democratic,Hansen,211
Davis,North Salt Lake 6,State Treasurer,,Republican,Damschen,568
Davis,North Salt Lake 7,State Treasurer,,Constitution,Proctor,33
Davis,North Salt Lake 7,State Treasurer,,Democratic,Hansen,126
Davis,North Salt Lake 7,State Treasurer,,Republican,Damschen,248
Davis,North Salt Lake 8,State Treasurer,,Constitution,Proctor,30
Davis,North Salt Lake 8,State Treasurer,,Democratic,Hansen,223
Davis,North Salt Lake 8,State Treasurer,,Republican,Damschen,528
Davis,North Salt Lake 9,State Treasurer,,Constitution,Proctor,46
Davis,North Salt Lake 9,State Treasurer,,Democratic,Hansen,299
Davis,North Salt Lake 9,State Treasurer,,Republican,Damschen,438
Davis,North Salt Lake 10,State Treasurer,,Constitution,Proctor,42
Davis,North Salt Lake 10,State Treasurer,,Democratic,Hansen,261
Davis,North Salt Lake 10,State Treasurer,,Republican,Damschen,394
Davis,South Weber 1,State Treasurer,,Constitution,Proctor,91
Davis,South Weber 1,State Treasurer,,Democratic,Hansen,229
Davis,South Weber 1,State Treasurer,,Republican,Damschen,683
