county,precinct,office,district,candidate,party,votes,election_day,mail,absentee,provisional
San Pete,MT PLEASANT 1 UNINCORPORATED,State Treasurer,,Richard Proctor,Constitution,21,,,,
San Pete,MT PLEASANT 1 UNINCORPORATED,State Treasurer,,Neil Hansen,Democratic,32,,,,
San Pete,MT PLEASANT 1 UNINCORPORATED,State Treasurer,,David Damschen,Republican,130,,,,
San Pete,MT PLEASANT 1 UNINCORPORATED,State Senate,24,Ralph Okerlund,Republican,168,,,,
San Pete,MT PLEASANT 1 UNINCORPORATED,State House,58,Derrin Owens,Republican,167,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,President,,Rocky De La Fuente,,0,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,President,,Jill Stein,,0,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,President,,Alyson Kennedy,,0,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,President,,Gary Johnson,Libertarian,2,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,President,,Rocky Giordani,Independent American,0,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,President,,Donald Trump,Republican,58,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,President,,Darrell Castle,Constitution,0,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,President,,Hillary Clinton,Democratic,8,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,President,,Monica Moorehead,,0,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,President,,Evan McMullin,,28,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,President,,Write In,,2,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,U.S. Senate,,Misty Snow,Democratic,8,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,U.S. Senate,,Bill Barron,,0,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,U.S. Senate,,Stoney Fonua,Independent American,1,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,U.S. Senate,,Mike Lee,Republican,87,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,U.S. House,4,Collin Simonsen,Constitution,6,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,U.S. House,4,Doug Owens,Democratic,15,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,U.S. House,4,Mia Love,Republican,76,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,Governor,,Gary Herbert,Republican,87,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,Governor,,Dell Schanze,Independent American,2,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,Governor,,Brian Kamerath,Libertarian,2,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,Governor,,Mike Weinholtz,Democratic,5,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,Governor,,Write In,,0,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,Attorney General,,Michael Isbell,Independent American,7,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,Attorney General,,Jon Harper,Democratic,6,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,Attorney General,,Sean Reyes,Republican,77,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,Attorney General,,W. Andrew McCullough,Libertarian,2,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,State Auditor,,John Dougall,Republican,71,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,State Auditor,,Jared Green,Independent American,7,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,State Auditor,,Mike Mitchell,Democratic,11,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,State Treasurer,,Richard Proctor,Constitution,11,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,State Treasurer,,Neil Hansen,Democratic,10,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,State Treasurer,,David Damschen,Republican,69,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,State Senate,24,Ralph Okerlund,Republican,77,,,,
San Pete,MT PLEASANT 2 UNINCORPORATED,State House,58,Derrin Owens,Republican,75,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,President,,Rocky De La Fuente,,0,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,President,,Jill Stein,,1,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,President,,Alyson Kennedy,,0,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,President,,Gary Johnson,Libertarian,9,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,President,,Rocky Giordani,Independent American,1,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,President,,Donald Trump,Republican,285,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,President,,Darrell Castle,Constitution,3,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,President,,Hillary Clinton,Democratic,70,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,President,,Monica Moorehead,,0,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,President,,Evan McMullin,,53,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,President,,Write In,,1,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,U.S. Senate,,Misty Snow,Democratic,67,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,U.S. Senate,,Bill Barron,,11,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,U.S. Senate,,Stoney Fonua,Independent American,11,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,U.S. Senate,,Mike Lee,Republican,329,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,U.S. House,4,Collin Simonsen,Constitution,31,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,U.S. House,4,Doug Owens,Democratic,96,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,U.S. House,4,Mia Love,Republican,298,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,Governor,,Gary Herbert,Republican,348,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,Governor,,Dell Schanze,Independent American,13,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,Governor,,Brian Kamerath,Libertarian,11,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,Governor,,Mike Weinholtz,Democratic,56,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,Governor,,Write In,,0,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,Attorney General,,Michael Isbell,Independent American,18,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,Attorney General,,Jon Harper,Democratic,55,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,Attorney General,,Sean Reyes,Republican,320,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,Attorney General,,W. Andrew McCullough,Libertarian,24,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,State Auditor,,John Dougall,Republican,286,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,State Auditor,,Jared Green,Independent American,38,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,State Auditor,,Mike Mitchell,Democratic,82,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,State Treasurer,,Richard Proctor,Constitution,41,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,State Treasurer,,Neil Hansen,Democratic,91,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,State Treasurer,,David Damschen,Republican,272,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,State Senate,24,Ralph Okerlund,Republican,350,,,,
San Pete,MT PLEASANT 2 MUNICIPAL,State House,58,Derrin Owens,Republican,350,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,President,,Rocky De La Fuente,,0,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,President,,Jill Stein,,0,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,President,,Alyson Kennedy,,0,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,President,,Gary Johnson,Libertarian,1,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,President,,Rocky Giordani,Independent American,0,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,President,,Donald Trump,Republican,50,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,President,,Darrell Castle,Constitution,3,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,President,,Hillary Clinton,Democratic,4,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,President,,Monica Moorehead,,0,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,President,,Evan McMullin,,20,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,President,,Write In,,0,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,U.S. Senate,,Misty Snow,Democratic,4,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,U.S. Senate,,Bill Barron,,0,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,U.S. Senate,,Stoney Fonua,Independent American,0,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,U.S. Senate,,Mike Lee,Republican,73,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,U.S. House,4,Collin Simonsen,Constitution,8,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,U.S. House,4,Doug Owens,Democratic,7,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,U.S. House,4,Mia Love,Republican,61,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,Governor,,Gary Herbert,Republican,65,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,Governor,,Dell Schanze,Independent American,7,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,Governor,,Brian Kamerath,Libertarian,3,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,Governor,,Mike Weinholtz,Democratic,1,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,Governor,,Write In,,0,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,Attorney General,,Michael Isbell,Independent American,3,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,Attorney General,,Jon Harper,Democratic,4,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,Attorney General,,Sean Reyes,Republican,61,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,Attorney General,,W. Andrew McCullough,Libertarian,8,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,State Auditor,,John Dougall,Republican,64,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,State Auditor,,Jared Green,Independent American,1,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,State Auditor,,Mike Mitchell,Democratic,6,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,State Treasurer,,Richard Proctor,Constitution,8,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,State Treasurer,,Neil Hansen,Democratic,4,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,State Treasurer,,David Damschen,Republican,60,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,State Senate,24,Ralph Okerlund,Republican,71,,,,
San Pete,MT PLEASANT 3 UNINCORPORATED,State House,58,Derrin Owens,Republican,71,,,,
San Pete,SPRING CITY MUNICIPAL,President,,Rocky De La Fuente,,1,,,,
San Pete,SPRING CITY MUNICIPAL,President,,Jill Stein,,4,,,,
San Pete,SPRING CITY MUNICIPAL,President,,Alyson Kennedy,,0,,,,
San Pete,SPRING CITY MUNICIPAL,President,,Gary Johnson,Libertarian,9,,,,
San Pete,SPRING CITY MUNICIPAL,President,,Rocky Giordani,Independent American,2,,,,
San Pete,SPRING CITY MUNICIPAL,President,,Donald Trump,Republican,274,,,,
San Pete,SPRING CITY MUNICIPAL,President,,Darrell Castle,Constitution,14,,,,
San Pete,SPRING CITY MUNICIPAL,President,,Hillary Clinton,Democratic,94,,,,
San Pete,SPRING CITY MUNICIPAL,President,,Monica Moorehead,,0,,,,
San Pete,SPRING CITY MUNICIPAL,President,,Evan McMullin,,64,,,,
San Pete,SPRING CITY MUNICIPAL,President,,Write In,,6,,,,
San Pete,SPRING CITY MUNICIPAL,U.S. Senate,,Misty Snow,Democratic,86,,,,
San Pete,SPRING CITY MUNICIPAL,U.S. Senate,,Bill Barron,,9,,,,
San Pete,SPRING CITY MUNICIPAL,U.S. Senate,,Stoney Fonua,Independent American,6,,,,
San Pete,SPRING CITY MUNICIPAL,U.S. Senate,,Mike Lee,Republican,361,,,,
San Pete,SPRING CITY MUNICIPAL,U.S. House,4,Collin Simonsen,Constitution,24,,,,
San Pete,SPRING CITY MUNICIPAL,U.S. House,4,Doug Owens,Democratic,128,,,,
San Pete,SPRING CITY MUNICIPAL,U.S. House,4,Mia Love,Republican,307,,,,
San Pete,SPRING CITY MUNICIPAL,Governor,,Gary Herbert,Republican,359,,,,
San Pete,SPRING CITY MUNICIPAL,Governor,,Dell Schanze,Independent American,8,,,,
San Pete,SPRING CITY MUNICIPAL,Governor,,Brian Kamerath,Libertarian,14,,,,
San Pete,SPRING CITY MUNICIPAL,Governor,,Mike Weinholtz,Democratic,83,,,,
San Pete,SPRING CITY MUNICIPAL,Governor,,Write In,,2,,,,
San Pete,SPRING CITY MUNICIPAL,Attorney General,,Michael Isbell,Independent American,13,,,,
San Pete,SPRING CITY MUNICIPAL,Attorney General,,Jon Harper,Democratic,81,,,,
San Pete,SPRING CITY MUNICIPAL,Attorney General,,Sean Reyes,Republican,333,,,,
San Pete,SPRING CITY MUNICIPAL,Attorney General,,W. Andrew McCullough,Libertarian,22,,,,
San Pete,SPRING CITY MUNICIPAL,State Auditor,,John Dougall,Republican,289,,,,
San Pete,SPRING CITY MUNICIPAL,State Auditor,,Jared Green,Independent American,33,,,,
San Pete,SPRING CITY MUNICIPAL,State Auditor,,Mike Mitchell,Democratic,114,,,,
San Pete,SPRING CITY MUNICIPAL,State Treasurer,,Richard Proctor,Constitution,55,,,,
San Pete,SPRING CITY MUNICIPAL,State Treasurer,,Neil Hansen,Democratic,113,,,,
San Pete,SPRING CITY MUNICIPAL,State Treasurer,,David Damschen,Republican,268,,,,
San Pete,SPRING CITY MUNICIPAL,State Senate,24,Ralph Okerlund,Republican,356,,,,
San Pete,SPRING CITY MUNICIPAL,State House,58,Derrin Owens,Republican,347,,,,
San Pete,SPRING CITY UNINCORPORATED,President,,Rocky De La Fuente,,0,,,,
San Pete,SPRING CITY UNINCORPORATED,President,,Jill Stein,,0,,,,
San Pete,SPRING CITY UNINCORPORATED,President,,Alyson Kennedy,,0,,,,
San Pete,SPRING CITY UNINCORPORATED,President,,Gary Johnson,Libertarian,5,,,,
San Pete,SPRING CITY UNINCORPORATED,President,,Rocky Giordani,Independent American,2,,,,
San Pete,SPRING CITY UNINCORPORATED,President,,Donald Trump,Republican,70,,,,
San Pete,SPRING CITY UNINCORPORATED,President,,Darrell Castle,Constitution,11,,,,
San Pete,SPRING CITY UNINCORPORATED,President,,Hillary Clinton,Democratic,17,,,,
San Pete,SPRING CITY UNINCORPORATED,President,,Monica Moorehead,,0,,,,
San Pete,SPRING CITY UNINCORPORATED,President,,Evan McMullin,,31,,,,
San Pete,SPRING CITY UNINCORPORATED,President,,Write In,,3,,,,
San Pete,SPRING CITY UNINCORPORATED,U.S. Senate,,Misty Snow,Democratic,22,,,,
San Pete,SPRING CITY UNINCORPORATED,U.S. Senate,,Bill Barron,,0,,,,
San Pete,SPRING CITY UNINCORPORATED,U.S. Senate,,Stoney Fonua,Independent American,8,,,,
San Pete,SPRING CITY UNINCORPORATED,U.S. Senate,,Mike Lee,Republican,102,,,,
San Pete,SPRING CITY UNINCORPORATED,U.S. House,4,Collin Simonsen,Constitution,21,,,,
San Pete,SPRING CITY UNINCORPORATED,U.S. House,4,Doug Owens,Democratic,23,,,,
San Pete,SPRING CITY UNINCORPORATED,U.S. House,4,Mia Love,Republican,89,,,,
San Pete,SPRING CITY UNINCORPORATED,Governor,,Gary Herbert,Republican,102,,,,
San Pete,SPRING CITY UNINCORPORATED,Governor,,Dell Schanze,Independent American,8,,,,
San Pete,SPRING CITY UNINCORPORATED,Governor,,Brian Kamerath,Libertarian,6,,,,
San Pete,SPRING CITY UNINCORPORATED,Governor,,Mike Weinholtz,Democratic,20,,,,
San Pete,SPRING CITY UNINCORPORATED,Governor,,Write In,,0,,,,
San Pete,SPRING CITY UNINCORPORATED,Attorney General,,Michael Isbell,Independent American,14,,,,
San Pete,SPRING CITY UNINCORPORATED,Attorney General,,Jon Harper,Democratic,14,,,,
San Pete,SPRING CITY UNINCORPORATED,Attorney General,,Sean Reyes,Republican,90,,,,
San Pete,SPRING CITY UNINCORPORATED,Attorney General,,W. Andrew McCullough,Libertarian,10,,,,
San Pete,SPRING CITY UNINCORPORATED,State Auditor,,John Dougall,Republican,81,,,,
San Pete,SPRING CITY UNINCORPORATED,State Auditor,,Jared Green,Independent American,20,,,,
San Pete,SPRING CITY UNINCORPORATED,State Auditor,,Mike Mitchell,Democratic,22,,,,
San Pete,SPRING CITY UNINCORPORATED,State Treasurer,,Richard Proctor,Constitution,25,,,,
San Pete,SPRING CITY UNINCORPORATED,State Treasurer,,Neil Hansen,Democratic,19,,,,
San Pete,SPRING CITY UNINCORPORATED,State Treasurer,,David Damschen,Republican,78,,,,
San Pete,SPRING CITY UNINCORPORATED,State Senate,24,Ralph Okerlund,Republican,102,,,,
San Pete,SPRING CITY UNINCORPORATED,State House,58,Derrin Owens,Republican,103,,,,
San Pete,EPHRAIM 1 MUNICIPAL,President,,Rocky De La Fuente,,0,,,,
San Pete,EPHRAIM 1 MUNICIPAL,President,,Jill Stein,,3,,,,
San Pete,EPHRAIM 1 MUNICIPAL,President,,Alyson Kennedy,,0,,,,
San Pete,EPHRAIM 1 MUNICIPAL,President,,Gary Johnson,Libertarian,15,,,,
San Pete,EPHRAIM 1 MUNICIPAL,President,,Rocky Giordani,Independent American,0,,,,
San Pete,EPHRAIM 1 MUNICIPAL,President,,Donald Trump,Republican,382,,,,
San Pete,EPHRAIM 1 MUNICIPAL,President,,Darrell Castle,Constitution,4,,,,
San Pete,EPHRAIM 1 MUNICIPAL,President,,Hillary Clinton,Democratic,78,,,,
San Pete,EPHRAIM 1 MUNICIPAL,President,,Monica Moorehead,,1,,,,
San Pete,EPHRAIM 1 MUNICIPAL,President,,Evan McMullin,,153,,,,
San Pete,EPHRAIM 1 MUNICIPAL,President,,Write In,,10,,,,
San Pete,EPHRAIM 1 MUNICIPAL,U.S. Senate,,Misty Snow,Democratic,83,,,,
San Pete,EPHRAIM 1 MUNICIPAL,U.S. Senate,,Bill Barron,,8,,,,
San Pete,EPHRAIM 1 MUNICIPAL,U.S. Senate,,Stoney Fonua,Independent American,18,,,,
San Pete,EPHRAIM 1 MUNICIPAL,U.S. Senate,,Mike Lee,Republican,530,,,,
San Pete,EPHRAIM 1 MUNICIPAL,U.S. House,2,Chris Stewart,Republican,487,,,,
San Pete,EPHRAIM 1 MUNICIPAL,U.S. House,2,Charlene Albarran,Democratic,91,,,,
San Pete,EPHRAIM 1 MUNICIPAL,U.S. House,2,Paul McCollaum,Constitution,43,,,,
San Pete,EPHRAIM 1 MUNICIPAL,Governor,,Gary Herbert,Republican,525,,,,
San Pete,EPHRAIM 1 MUNICIPAL,Governor,,Dell Schanze,Independent American,13,,,,
San Pete,EPHRAIM 1 MUNICIPAL,Governor,,Brian Kamerath,Libertarian,16,,,,
San Pete,EPHRAIM 1 MUNICIPAL,Governor,,Mike Weinholtz,Democratic,83,,,,
San Pete,EPHRAIM 1 MUNICIPAL,Governor,,Write In,,2,,,,
San Pete,EPHRAIM 1 MUNICIPAL,Attorney General,,Michael Isbell,Independent American,31,,,,
San Pete,EPHRAIM 1 MUNICIPAL,Attorney General,,Jon Harper,Democratic,83,,,,
San Pete,EPHRAIM 1 MUNICIPAL,Attorney General,,Sean Reyes,Republican,478,,,,
San Pete,EPHRAIM 1 MUNICIPAL,Attorney General,,W. Andrew McCullough,Libertarian,27,,,,
San Pete,EPHRAIM 1 MUNICIPAL,State Auditor,,John Dougall,Republican,451,,,,
San Pete,EPHRAIM 1 MUNICIPAL,State Auditor,,Jared Green,Independent American,45,,,,
San Pete,EPHRAIM 1 MUNICIPAL,State Auditor,,Mike Mitchell,Democratic,110,,,,
San Pete,EPHRAIM 1 MUNICIPAL,State Treasurer,,Richard Proctor,Constitution,58,,,,
San Pete,EPHRAIM 1 MUNICIPAL,State Treasurer,,Neil Hansen,Democratic,121,,,,
San Pete,EPHRAIM 1 MUNICIPAL,State Treasurer,,David Damschen,Republican,426,,,,
San Pete,EPHRAIM 1 MUNICIPAL,State Senate,24,Ralph Okerlund,Republican,535,,,,
San Pete,EPHRAIM 1 MUNICIPAL,State House,58,Derrin Owens,Republican,544,,,,
San Pete,EPHRAIM UNINCORPORATED,President,,Rocky De La Fuente,,0,,,,
San Pete,EPHRAIM UNINCORPORATED,President,,Jill Stein,,0,,,,
San Pete,EPHRAIM UNINCORPORATED,President,,Alyson Kennedy,,0,,,,
San Pete,EPHRAIM UNINCORPORATED,President,,Gary Johnson,Libertarian,0,,,,
San Pete,EPHRAIM UNINCORPORATED,President,,Rocky Giordani,Independent American,0,,,,
San Pete,EPHRAIM UNINCORPORATED,President,,Donald Trump,Republican,96,,,,
San Pete,EPHRAIM UNINCORPORATED,President,,Darrell Castle,Constitution,0,,,,
San Pete,EPHRAIM UNINCORPORATED,President,,Hillary Clinton,Democratic,8,,,,
San Pete,EPHRAIM UNINCORPORATED,President,,Monica Moorehead,,0,,,,
San Pete,EPHRAIM UNINCORPORATED,President,,Evan McMullin,,23,,,,
San Pete,EPHRAIM UNINCORPORATED,President,,Write In,,0,,,,
San Pete,EPHRAIM UNINCORPORATED,U.S. Senate,,Misty Snow,Democratic,10,,,,
San Pete,EPHRAIM UNINCORPORATED,U.S. Senate,,Bill Barron,,3,,,,
San Pete,EPHRAIM UNINCORPORATED,U.S. Senate,,Stoney Fonua,Independent American,1,,,,
San Pete,EPHRAIM UNINCORPORATED,U.S. Senate,,Mike Lee,Republican,111,,,,
San Pete,EPHRAIM UNINCORPORATED,U.S. House,2,Chris Stewart,Republican,111,,,,
San Pete,EPHRAIM UNINCORPORATED,U.S. House,2,Charlene Albarran,Democratic,6,,,,
San Pete,EPHRAIM UNINCORPORATED,U.S. House,2,Paul McCollaum,Constitution,7,,,,
San Pete,EPHRAIM UNINCORPORATED,Governor,,Gary Herbert,Republican,114,,,,
San Pete,EPHRAIM UNINCORPORATED,Governor,,Dell Schanze,Independent American,1,,,,
San Pete,EPHRAIM UNINCORPORATED,Governor,,Brian Kamerath,Libertarian,4,,,,
San Pete,EPHRAIM UNINCORPORATED,Governor,,Mike Weinholtz,Democratic,11,,,,
San Pete,EPHRAIM UNINCORPORATED,Governor,,Write In,,0,,,,
San Pete,EPHRAIM UNINCORPORATED,Attorney General,,Michael Isbell,Independent American,2,,,,
San Pete,EPHRAIM UNINCORPORATED,Attorney General,,Jon Harper,Democratic,9,,,,
San Pete,EPHRAIM UNINCORPORATED,Attorney General,,Sean Reyes,Republican,108,,,,
San Pete,EPHRAIM UNINCORPORATED,Attorney General,,W. Andrew McCullough,Libertarian,7,,,,
San Pete,EPHRAIM UNINCORPORATED,State Auditor,,John Dougall,Republican,103,,,,
San Pete,EPHRAIM UNINCORPORATED,State Auditor,,Jared Green,Independent American,5,,,,
San Pete,EPHRAIM UNINCORPORATED,State Auditor,,Mike Mitchell,Democratic,15,,,,
San Pete,EPHRAIM UNINCORPORATED,State Treasurer,,Richard Proctor,Constitution,13,,,,
San Pete,EPHRAIM UNINCORPORATED,State Treasurer,,Neil Hansen,Democratic,12,,,,
San Pete,EPHRAIM UNINCORPORATED,State Treasurer,,David Damschen,Republican,95,,,,
San Pete,EPHRAIM UNINCORPORATED,State Senate,24,Ralph Okerlund,Republican,117,,,,
San Pete,EPHRAIM UNINCORPORATED,State House,58,Derrin Owens,Republican,117,,,,
San Pete,EPHRAIM 2 MUNICIPAL,President,,Rocky De La Fuente,,0,,,,
San Pete,EPHRAIM 2 MUNICIPAL,President,,Jill Stein,,2,,,,
San Pete,EPHRAIM 2 MUNICIPAL,President,,Alyson Kennedy,,0,,,,
San Pete,EPHRAIM 2 MUNICIPAL,President,,Gary Johnson,Libertarian,7,,,,
San Pete,EPHRAIM 2 MUNICIPAL,President,,Rocky Giordani,Independent American,1,,,,
San Pete,EPHRAIM 2 MUNICIPAL,President,,Donald Trump,Republican,332,,,,
San Pete,EPHRAIM 2 MUNICIPAL,President,,Darrell Castle,Constitution,5,,,,
San Pete,EPHRAIM 2 MUNICIPAL,President,,Hillary Clinton,Democratic,42,,,,
San Pete,EPHRAIM 2 MUNICIPAL,President,,Monica Moorehead,,0,,,,
San Pete,EPHRAIM 2 MUNICIPAL,President,,Evan McMullin,,135,,,,
San Pete,EPHRAIM 2 MUNICIPAL,President,,Write In,,7,,,,
San Pete,EPHRAIM 2 MUNICIPAL,U.S. Senate,,Misty Snow,Democratic,46,,,,
San Pete,EPHRAIM 2 MUNICIPAL,U.S. Senate,,Bill Barron,,9,,,,
San Pete,EPHRAIM 2 MUNICIPAL,U.S. Senate,,Stoney Fonua,Independent American,7,,,,
San Pete,EPHRAIM 2 MUNICIPAL,U.S. Senate,,Mike Lee,Republican,458,,,,
San Pete,EPHRAIM 2 MUNICIPAL,U.S. House,2,Chris Stewart,Republican,439,,,,
San Pete,EPHRAIM 2 MUNICIPAL,U.S. House,2,Charlene Albarran,Democratic,53,,,,
San Pete,EPHRAIM 2 MUNICIPAL,U.S. House,2,Paul McCollaum,Constitution,30,,,,
San Pete,EPHRAIM 2 MUNICIPAL,Governor,,Gary Herbert,Republican,463,,,,
San Pete,EPHRAIM 2 MUNICIPAL,Governor,,Dell Schanze,Independent American,9,,,,
San Pete,EPHRAIM 2 MUNICIPAL,Governor,,Brian Kamerath,Libertarian,15,,,,
San Pete,EPHRAIM 2 MUNICIPAL,Governor,,Mike Weinholtz,Democratic,43,,,,
San Pete,EPHRAIM 2 MUNICIPAL,Governor,,Write In,,0,,,,
San Pete,EPHRAIM 2 MUNICIPAL,Attorney General,,Michael Isbell,Independent American,16,,,,
San Pete,EPHRAIM 2 MUNICIPAL,Attorney General,,Jon Harper,Democratic,43,,,,
San Pete,EPHRAIM 2 MUNICIPAL,Attorney General,,Sean Reyes,Republican,426,,,,
