county,precinct,office,district,candidate,party,mail,provisional,absentee,votes
Cache,NORTH LOGAN 05 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,83,0,0,83
Cache,NORTH LOGAN 06 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,96,2,0,98
Cache,PARADISE ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,62,1,0,63
Cache,PROVIDENCE 01 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,46,0,0,46
Cache,PROVIDENCE 02 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,91,0,0,91
Cache,PROVIDENCE 03 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,55,0,0,55
Cache,PROVIDENCE 04 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,59,0,0,59
Cache,PROVIDENCE 05 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,49,0,0,49
Cache,RICHMOND 01 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,30,0,0,30
Cache,RICHMOND 02 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,34,0,0,34
Cache,RIVER HEIGHTS 01 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,43,1,0,44
Cache,RIVER HEIGHTS 02 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,63,0,0,63
Cache,SMITHFIELD 01 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,25,1,0,26
Cache,SMITHFIELD 02 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,53,0,0,53
Cache,SMITHFIELD 03 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,49,0,0,49
Cache,SMITHFIELD 04 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,42,0,0,42
Cache,SMITHFIELD 05 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,29,0,0,29
Cache,SMITHFIELD 06 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,34,0,0,34
Cache,SMITHFIELD 07 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,48,0,0,48
Cache,TRENTON ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,6,0,0,6
Cache,WELLSVILLE 01 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,17,0,0,17
Cache,WELLSVILLE 02 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,35,0,0,35
Cache,WELLSVILLE 03 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,24,1,0,25
Cache,WELLSVILLE 04 ,ATTORNEY GENERAL ,,CHARLES A. STORMONT ,DEM ,32,2,0,34
Cache,LOGAN 01 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,3,0,0,3
Cache,LOGAN 01CSD ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,1,0,0,1
Cache,LOGAN 02 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,11,0,0,11
Cache,LOGAN 03 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,13,0,0,13
Cache,LOGAN 04 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,16,0,0,16
Cache,LOGAN 05 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,21,0,0,21
Cache,LOGAN 06 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,12,0,0,12
Cache,LOGAN 07 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,3,0,0,3
Cache,LOGAN 08 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,2,0,0,2
Cache,LOGAN 09 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,7,0,0,7
Cache,LOGAN 10 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,6,0,0,6
Cache,LOGAN 11 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,7,0,0,7
Cache,LOGAN 12 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,0,0,0,0
Cache,LOGAN 13 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,14,0,0,14
Cache,LOGAN 14 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,4,0,0,4
Cache,LOGAN 15 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,9,0,0,9
Cache,LOGAN 16 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,17,0,0,17
Cache,LOGAN 17 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,12,2,0,14
Cache,LOGAN 18 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,0,0,0,0
Cache,LOGAN 19 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,11,0,0,11
Cache,LOGAN 20 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,16,0,0,16
Cache,LOGAN 21 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,6,0,0,6
Cache,LOGAN 22 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,6,0,0,6
Cache,LOGAN 23 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,5,0,0,5
Cache,LOGAN 24 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,11,0,0,11
Cache,LOGAN 25 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,3,0,0,3
Cache,LOGAN 26 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,8,0,0,8
Cache,LOGAN 27I ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,10,0,0,10
Cache,LOGAN 27U ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,0,0,0,0
Cache,LOGAN 27CSD ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,2,0,0,2
Cache,LOGAN 27:17C ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,1,0,0,1
Cache,LOGAN 28 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,5,0,0,5
Cache,LOGAN 29 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,4,0,0,4
Cache,LOGAN 29CSD ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,0,0,0,0
Cache,LOGAN 30 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,9,1,0,10
Cache,LOGAN 31 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,10,1,0,11
Cache,LOGAN 32 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,4,0,0,4
Cache,LOGAN 33 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,12,0,0,12
Cache,LOGAN 33.5 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,2,0,0,2
Cache,LOGAN 33CSD ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,0,0,0,0
Cache,AMALGA ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,8,0,0,8
Cache,BENSON ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,5,0,0,5
Cache,CLARKSTON ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,11,0,0,11
Cache,COLLEGE/YOUNG WARD ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,19,0,0,19
Cache,CORNISH ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,2,0,0,2
Cache,COVE ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,15,0,0,15
Cache,HYDE PARK 01 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,18,0,0,18
Cache,HYDE PARK 02 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,23,0,0,23
Cache,HYRUM 01 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,27,0,0,27
Cache,HYRUM 02 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,12,0,0,12
Cache,HYRUM 03 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,13,0,0,13
Cache,HYRUM 04 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,28,0,0,28
Cache,HYRUM 05 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,17,0,0,17
Cache,LEWISTON 01 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,19,0,0,19
Cache,LEWISTON 02 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,7,0,0,7
Cache,MENDON 01 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,4,0,0,4
Cache,MENDON 02 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,20,0,0,20
Cache,MILLVILLE 17 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,1,0,0,1
Cache,MILLVILLE 25 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,17,0,0,17
Cache,NEWTON ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,12,0,0,12
Cache,NIBLEY 01 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,13,0,0,13
Cache,NIBLEY 03 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,17,0,0,17
Cache,Nibley 17 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,10,0,0,10
Cache,Nibley 25 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,1,0,0,1
Cache,NORTH LOGAN 01 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,10,0,0,10
Cache,NORTH LOGAN 02 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,10,0,0,10
Cache,NORTH LOGAN 03 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,13,1,0,14
Cache,NORTH LOGAN 04 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,18,0,0,18
Cache,NORTH LOGAN 05 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,22,0,0,22
Cache,NORTH LOGAN 06 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,10,1,0,11
Cache,PARADISE ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,22,0,0,22
Cache,PROVIDENCE 01 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,18,0,0,18
Cache,PROVIDENCE 02 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,14,0,0,14
Cache,PROVIDENCE 03 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,16,0,0,16
Cache,PROVIDENCE 04 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,14,0,0,14
Cache,PROVIDENCE 05 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,10,0,0,10
Cache,RICHMOND 01 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,14,0,0,14
Cache,RICHMOND 02 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,15,0,0,15
Cache,RIVER HEIGHTS 01 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,10,0,0,10
Cache,RIVER HEIGHTS 02 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,11,0,0,11
Cache,SMITHFIELD 01 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,14,0,0,14
Cache,SMITHFIELD 02 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,14,0,0,14
Cache,SMITHFIELD 03 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,12,0,0,12
Cache,SMITHFIELD 04 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,8,0,0,8
Cache,SMITHFIELD 05 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,11,0,0,11
Cache,SMITHFIELD 06 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,17,0,0,17
Cache,SMITHFIELD 07 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,11,1,0,12
Cache,TRENTON ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,3,0,0,3
Cache,WELLSVILLE 01 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,5,0,0,5
Cache,WELLSVILLE 02 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,11,0,0,11
Cache,WELLSVILLE 03 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,11,1,0,12
Cache,WELLSVILLE 04 ,ATTORNEY GENERAL ,,GREGORY G. HANSEN ,CON ,12,0,0,12
Cache,LOGAN 01 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,7,0,0,7
Cache,LOGAN 01CSD ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,0,0,0,0
Cache,LOGAN 02 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,15,0,0,15
Cache,LOGAN 03 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,8,0,0,8
Cache,LOGAN 04 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,11,0,0,11
Cache,LOGAN 05 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,7,0,0,7
Cache,LOGAN 06 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,11,0,0,11
Cache,LOGAN 07 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,7,1,0,8
Cache,LOGAN 08 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,7,0,0,7
Cache,LOGAN 09 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,12,1,0,13
Cache,LOGAN 10 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,6,1,0,7
Cache,LOGAN 11 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,7,0,0,7
Cache,LOGAN 12 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,1,1,0,2
Cache,LOGAN 13 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,15,0,0,15
Cache,LOGAN 14 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,4,0,0,4
Cache,LOGAN 15 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,4,2,0,6
Cache,LOGAN 16 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,17,0,0,17
Cache,LOGAN 17 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,16,1,0,17
Cache,LOGAN 18 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,2,0,0,2
Cache,LOGAN 19 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,10,0,0,10
Cache,LOGAN 20 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,11,0,0,11
Cache,LOGAN 21 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,4,0,0,4
Cache,LOGAN 22 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,12,0,0,12
Cache,LOGAN 23 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,3,1,0,4
Cache,LOGAN 24 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,5,0,0,5
Cache,LOGAN 25 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,16,0,0,16
Cache,LOGAN 26 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,10,0,0,10
Cache,LOGAN 27I ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,13,0,0,13
Cache,LOGAN 27U ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,0,0,0,0
Cache,LOGAN 27CSD ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,1,0,0,1
Cache,LOGAN 27:17C ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,0,0,0,0
Cache,LOGAN 28 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,6,1,0,7
Cache,LOGAN 29 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,17,0,0,17
Cache,LOGAN 29CSD ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,0,0,0,0
Cache,LOGAN 30 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,14,0,0,14
Cache,LOGAN 31 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,7,0,0,7
Cache,LOGAN 32 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,3,0,0,3
Cache,LOGAN 33 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,4,0,0,4
Cache,LOGAN 33.5 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,1,0,0,1
Cache,LOGAN 33CSD ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,0,0,0,0
Cache,AMALGA ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,13,0,0,13
Cache,BENSON ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,7,0,0,7
Cache,CLARKSTON ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,4,0,0,4
Cache,COLLEGE/YOUNG WARD ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,11,0,0,11
Cache,CORNISH ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,3,0,0,3
Cache,COVE ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,8,0,0,8
Cache,HYDE PARK 01 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,26,0,0,26
Cache,HYDE PARK 02 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,14,0,0,14
Cache,HYRUM 01 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,16,0,0,16
Cache,HYRUM 02 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,12,0,0,12
Cache,HYRUM 03 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,10,0,0,10
Cache,HYRUM 04 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,24,0,0,24
Cache,HYRUM 05 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,11,0,0,11
Cache,LEWISTON 01 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,10,0,0,10
Cache,LEWISTON 02 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,7,0,0,7
Cache,MENDON 01 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,0,0,0,0
Cache,MENDON 02 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,19,0,0,19
Cache,MILLVILLE 17 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,2,0,0,2
Cache,MILLVILLE 25 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,8,0,0,8
Cache,NEWTON ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,11,0,0,11
Cache,NIBLEY 01 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,15,0,0,15
Cache,NIBLEY 03 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,20,0,0,20
Cache,Nibley 17 ,ATTORNEY GENERAL ,,LESLIE D. CURTIS ,IAP ,19,0,0,19
