county,precinct,office,district,candidate,party,mail,provisional,absentee,votes
Cache,LOGAN 27CSD ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,2,0,0,2
Cache,LOGAN 27:17C ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,1,0,0,1
Cache,LOGAN 28 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,14,0,0,14
Cache,LOGAN 29 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,57,0,0,57
Cache,LOGAN 29CSD ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,0,0,0,0
Cache,LOGAN 30 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,14,1,0,15
Cache,LOGAN 31 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,27,0,0,27
Cache,LOGAN 32 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,20,0,0,20
Cache,LOGAN 33 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,26,0,0,26
Cache,LOGAN 33.5 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,18,0,0,18
Cache,LOGAN 33CSD ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,0,0,0,0
Cache,AMALGA ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,25,0,0,25
Cache,BENSON ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,16,0,0,16
Cache,CLARKSTON ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,35,0,0,35
Cache,COLLEGE/YOUNG WARD ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,55,1,0,56
Cache,CORNISH ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,15,0,0,15
Cache,COVE ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,38,0,0,38
Cache,HYDE PARK 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,57,0,0,57
Cache,HYDE PARK 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,74,0,0,74
Cache,HYRUM 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,69,0,0,69
Cache,HYRUM 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,29,1,0,30
Cache,HYRUM 03 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,64,0,0,64
Cache,HYRUM 04 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,78,0,0,78
Cache,HYRUM 05 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,43,0,0,43
Cache,LEWISTON 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,43,0,0,43
Cache,LEWISTON 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,35,0,0,35
Cache,MENDON 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,8,0,0,8
Cache,MENDON 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,98,0,0,98
Cache,MILLVILLE 17 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,16,0,0,16
Cache,MILLVILLE 25 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,68,0,0,68
Cache,NEWTON ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,44,0,0,44
Cache,NIBLEY 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,44,1,0,45
Cache,NIBLEY 03 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,63,0,0,63
Cache,Nibley 17 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,50,0,0,50
Cache,Nibley 25 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,4,0,0,4
Cache,NORTH LOGAN 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,39,1,0,40
Cache,NORTH LOGAN 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,34,0,0,34
Cache,NORTH LOGAN 03 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,47,0,0,47
Cache,NORTH LOGAN 04 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,52,0,0,52
Cache,NORTH LOGAN 05 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,53,0,0,53
Cache,NORTH LOGAN 06 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,49,1,0,50
Cache,PARADISE ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,110,0,0,110
Cache,PROVIDENCE 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,54,3,0,57
Cache,PROVIDENCE 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,71,0,0,71
Cache,PROVIDENCE 03 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,53,0,0,53
Cache,PROVIDENCE 04 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,43,0,0,43
Cache,PROVIDENCE 05 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,37,0,0,37
Cache,RICHMOND 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,64,0,0,64
Cache,RICHMOND 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,71,0,0,71
Cache,RIVER HEIGHTS 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,43,0,0,43
Cache,RIVER HEIGHTS 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,49,0,0,49
Cache,SMITHFIELD 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,52,1,0,53
Cache,SMITHFIELD 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,61,1,0,62
Cache,SMITHFIELD 03 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,71,0,0,71
Cache,SMITHFIELD 04 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,59,0,0,59
Cache,SMITHFIELD 05 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,39,0,0,39
Cache,SMITHFIELD 06 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,71,0,0,71
Cache,SMITHFIELD 07 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,60,2,0,62
Cache,TRENTON ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,17,0,0,17
Cache,WELLSVILLE 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,42,0,0,42
Cache,WELLSVILLE 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,52,0,0,52
Cache,WELLSVILLE 03 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,50,3,0,53
Cache,WELLSVILLE 04 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,NO ,NP ,73,1,0,74
Cache,LOGAN 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,93,0,0,93
Cache,LOGAN 01CSD ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,16,0,0,16
Cache,LOGAN 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,129,1,0,130
Cache,LOGAN 03 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,160,0,0,160
Cache,LOGAN 04 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,183,2,0,185
Cache,LOGAN 05 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,194,0,0,194
Cache,LOGAN 06 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,133,2,0,135
Cache,LOGAN 07 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,60,0,0,60
Cache,LOGAN 08 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,59,3,0,62
Cache,LOGAN 09 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,104,2,0,106
Cache,LOGAN 10 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,86,3,0,89
Cache,LOGAN 11 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,95,0,0,95
Cache,LOGAN 12 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,15,3,0,18
Cache,LOGAN 13 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,285,0,0,285
Cache,LOGAN 14 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,165,0,0,165
Cache,LOGAN 15 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,66,4,0,70
Cache,LOGAN 16 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,153,2,0,155
Cache,LOGAN 17 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,133,4,0,137
Cache,LOGAN 18 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,34,2,0,36
Cache,LOGAN 19 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,39,1,0,40
Cache,LOGAN 20 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,297,0,0,297
Cache,LOGAN 21 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,169,1,0,170
Cache,LOGAN 22 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,313,0,0,313
Cache,LOGAN 23 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,23,0,0,23
Cache,LOGAN 24 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,93,1,0,94
Cache,LOGAN 25 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,148,0,0,148
Cache,LOGAN 26 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,134,0,0,134
Cache,LOGAN 27I ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,116,1,0,117
Cache,LOGAN 27U ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,3,0,0,3
Cache,LOGAN 27CSD ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,30,0,0,30
Cache,LOGAN 27:17C ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,0,0,0,0
Cache,LOGAN 28 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,51,1,0,52
Cache,LOGAN 29 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,258,0,0,258
Cache,LOGAN 29CSD ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,1,0,0,1
Cache,LOGAN 30 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,146,2,0,148
Cache,LOGAN 31 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,72,2,0,74
Cache,LOGAN 32 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,58,1,0,59
Cache,LOGAN 33 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,113,0,0,113
Cache,LOGAN 33.5 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,39,0,0,39
Cache,LOGAN 33CSD ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,15,0,0,15
Cache,AMALGA ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,85,0,0,85
Cache,BENSON ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,140,0,0,140
Cache,CLARKSTON ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,117,0,0,117
Cache,COLLEGE/YOUNG WARD ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,147,0,0,147
Cache,CORNISH ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,51,0,0,51
Cache,COVE ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,106,0,0,106
Cache,HYDE PARK 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,437,2,0,439
Cache,HYDE PARK 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,369,1,0,370
Cache,HYRUM 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,223,0,0,223
Cache,HYRUM 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,136,0,0,136
Cache,HYRUM 03 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,245,2,0,247
Cache,HYRUM 04 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,319,1,0,320
Cache,HYRUM 05 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,141,0,0,141
Cache,LEWISTON 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,178,0,0,178
Cache,LEWISTON 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,129,0,0,129
Cache,MENDON 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,31,0,0,31
Cache,MENDON 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,402,0,0,402
Cache,MILLVILLE 17 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,35,1,0,36
Cache,MILLVILLE 25 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,294,0,0,294
Cache,NEWTON ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,197,0,0,197
Cache,NIBLEY 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,207,0,0,207
Cache,NIBLEY 03 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,319,0,0,319
Cache,Nibley 17 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,195,1,0,196
Cache,Nibley 25 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,11,0,0,11
Cache,NORTH LOGAN 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,169,3,0,172
Cache,NORTH LOGAN 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,211,0,0,211
Cache,NORTH LOGAN 03 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,230,1,0,231
Cache,NORTH LOGAN 04 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,254,2,0,256
Cache,NORTH LOGAN 05 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,346,1,0,347
Cache,NORTH LOGAN 06 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,220,1,0,221
Cache,PARADISE ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,303,3,0,306
Cache,PROVIDENCE 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,277,0,0,277
Cache,PROVIDENCE 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,373,4,0,377
Cache,PROVIDENCE 03 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,299,0,0,299
Cache,PROVIDENCE 04 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,248,0,0,248
Cache,PROVIDENCE 05 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,218,1,0,219
Cache,RICHMOND 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,162,0,0,162
Cache,RICHMOND 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,223,1,0,224
Cache,RIVER HEIGHTS 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,146,1,0,147
Cache,RIVER HEIGHTS 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,210,0,0,210
Cache,SMITHFIELD 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,200,0,0,200
Cache,SMITHFIELD 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,306,0,0,306
Cache,SMITHFIELD 03 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,277,1,0,278
Cache,SMITHFIELD 04 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,283,0,0,283
Cache,SMITHFIELD 05 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,217,0,0,217
Cache,SMITHFIELD 06 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,213,0,0,213
Cache,SMITHFIELD 07 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,303,1,0,304
Cache,TRENTON ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,86,0,0,86
Cache,WELLSVILLE 01 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,140,0,0,140
Cache,WELLSVILLE 02 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,200,0,0,200
Cache,WELLSVILLE 03 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,149,0,0,149
Cache,WELLSVILLE 04 ,JUSTICE COURT PROVIDENCE MATTHEW C. FUNK ,,YES ,NP ,204,2,0,206
Cache,HYRUM 01 ,SCHOOL BOARD CACHE 2 ,,BART E. BAIRD ,NP ,151,1,0,152
Cache,HYRUM 02 ,SCHOOL BOARD CACHE 2 ,,BART E. BAIRD ,NP ,83,1,0,84
Cache,HYRUM 04 ,SCHOOL BOARD CACHE 2 ,,BART E. BAIRD ,NP ,231,0,0,231
Cache,HYRUM 05 ,SCHOOL BOARD CACHE 2 ,,BART E. BAIRD ,NP ,90,0,0,90
Cache,MILLVILLE 17 ,SCHOOL BOARD CACHE 2 ,,BART E. BAIRD ,NP ,16,0,0,16
Cache,MILLVILLE 25 ,SCHOOL BOARD CACHE 2 ,,BART E. BAIRD ,NP ,145,1,0,146
Cache,PARADISE ,SCHOOL BOARD CACHE 2 ,,BART E. BAIRD ,NP ,82,0,0,82
Cache,HYRUM 01 ,SCHOOL BOARD CACHE 2 ,,ROGER PULSIPHER ,NP ,158,0,0,158
Cache,HYRUM 02 ,SCHOOL BOARD CACHE 2 ,,ROGER PULSIPHER ,NP ,90,0,0,90
Cache,HYRUM 04 ,SCHOOL BOARD CACHE 2 ,,ROGER PULSIPHER ,NP ,222,1,0,223
Cache,HYRUM 05 ,SCHOOL BOARD CACHE 2 ,,ROGER PULSIPHER ,NP ,101,0,0,101
Cache,MILLVILLE 17 ,SCHOOL BOARD CACHE 2 ,,ROGER PULSIPHER ,NP ,45,1,0,46
Cache,MILLVILLE 25 ,SCHOOL BOARD CACHE 2 ,,ROGER PULSIPHER ,NP ,233,0,0,233
Cache,PARADISE ,SCHOOL BOARD CACHE 2 ,,ROGER PULSIPHER ,NP ,402,2,0,404
Cache,LOGAN 01CSD ,SCHOOL BOARD CACHE 4 ,,JON JENKINS ,NP ,8,0,0,8
Cache,LOGAN 29CSD ,SCHOOL BOARD CACHE 4 ,,JON JENKINS ,NP ,1,0,0,1
Cache,NORTH LOGAN 05 ,SCHOOL BOARD CACHE 4 ,,JON JENKINS ,NP ,249,0,0,249
Cache,NORTH LOGAN 06 ,SCHOOL BOARD CACHE 4 ,,JON JENKINS ,NP ,160,2,0,162
Cache,PROVIDENCE 01 ,SCHOOL BOARD CACHE 4 ,,JON JENKINS ,NP ,118,3,0,121
Cache,PROVIDENCE 04 ,SCHOOL BOARD CACHE 4 ,,JON JENKINS ,NP ,81,0,0,81
Cache,RIVER HEIGHTS 01 ,SCHOOL BOARD CACHE 4 ,,JON JENKINS ,NP ,119,1,0,120
Cache,RIVER HEIGHTS 02 ,SCHOOL BOARD CACHE 4 ,,JON JENKINS ,NP ,183,0,0,183
Cache,LOGAN 01CSD ,SCHOOL BOARD CACHE 4 ,,RANDALL BAGLEY ,NP ,9,0,0,9
Cache,LOGAN 29CSD ,SCHOOL BOARD CACHE 4 ,,RANDALL BAGLEY ,NP ,0,0,0,0
Cache,NORTH LOGAN 05 ,SCHOOL BOARD CACHE 4 ,,RANDALL BAGLEY ,NP ,191,0,0,191
Cache,NORTH LOGAN 06 ,SCHOOL BOARD CACHE 4 ,,RANDALL BAGLEY ,NP ,121,0,0,121
Cache,PROVIDENCE 01 ,SCHOOL BOARD CACHE 4 ,,RANDALL BAGLEY ,NP ,226,0,0,226
Cache,PROVIDENCE 04 ,SCHOOL BOARD CACHE 4 ,,RANDALL BAGLEY ,NP ,212,0,0,212
Cache,RIVER HEIGHTS 01 ,SCHOOL BOARD CACHE 4 ,,RANDALL BAGLEY ,NP ,72,0,0,72
Cache,RIVER HEIGHTS 02 ,SCHOOL BOARD CACHE 4 ,,RANDALL BAGLEY ,NP ,107,0,0,107
Cache,HYDE PARK 01 ,SCHOOL BOARD CACHE 5 ,,ALLEN N. GRUNIG ,NP ,464,0,0,464
Cache,HYDE PARK 02 ,SCHOOL BOARD CACHE 5 ,,ALLEN N. GRUNIG ,NP ,440,1,0,441
Cache,NORTH LOGAN 01 ,SCHOOL BOARD CACHE 5 ,,ALLEN N. GRUNIG ,NP ,155,4,0,159
Cache,NORTH LOGAN 02 ,SCHOOL BOARD CACHE 5 ,,ALLEN N. GRUNIG ,NP ,165,0,0,165
Cache,NORTH LOGAN 03 ,SCHOOL BOARD CACHE 5 ,,ALLEN N. GRUNIG ,NP ,236,2,0,238
Cache,NORTH LOGAN 04 ,SCHOOL BOARD CACHE 5 ,,ALLEN N. GRUNIG ,NP ,283,2,0,285
Cache,HYDE PARK 01 ,SCHOOL BOARD CACHE 5 ,,DANNY BROWNELL ,NP ,107,2,0,109
Cache,HYDE PARK 02 ,SCHOOL BOARD CACHE 5 ,,DANNY BROWNELL ,NP ,67,0,0,67
Cache,NORTH LOGAN 01 ,SCHOOL BOARD CACHE 5 ,,DANNY BROWNELL ,NP ,57,0,0,57
Cache,NORTH LOGAN 02 ,SCHOOL BOARD CACHE 5 ,,DANNY BROWNELL ,NP ,90,0,0,90
Cache,NORTH LOGAN 03 ,SCHOOL BOARD CACHE 5 ,,DANNY BROWNELL ,NP ,100,0,0,100
Cache,NORTH LOGAN 04 ,SCHOOL BOARD CACHE 5 ,,DANNY BROWNELL ,NP ,93,0,0,93
Cache,AMALGA ,SCHOOL BOARD CACHE 7 ,,TERI RHODES ,NP ,108,0,0,108
Cache,BENSON ,SCHOOL BOARD CACHE 7 ,,TERI RHODES ,NP ,145,0,0,145
Cache,CLARKSTON ,SCHOOL BOARD CACHE 7 ,,TERI RHODES ,NP ,114,0,0,114
Cache,CORNISH ,SCHOOL BOARD CACHE 7 ,,TERI RHODES ,NP ,64,0,0,64
Cache,COVE ,SCHOOL BOARD CACHE 7 ,,TERI RHODES ,NP ,120,0,0,120
Cache,LEWISTON 01 ,SCHOOL BOARD CACHE 7 ,,TERI RHODES ,NP ,203,0,0,203
Cache,LEWISTON 02 ,SCHOOL BOARD CACHE 7 ,,TERI RHODES ,NP ,151,0,0,151
Cache,NEWTON ,SCHOOL BOARD CACHE 7 ,,TERI RHODES ,NP ,250,0,0,250
Cache,RICHMOND 01 ,SCHOOL BOARD CACHE 7 ,,TERI RHODES ,NP ,193,0,0,193
Cache,RICHMOND 02 ,SCHOOL BOARD CACHE 7 ,,TERI RHODES ,NP ,258,1,0,259
Cache,TRENTON ,SCHOOL BOARD CACHE 7 ,,TERI RHODES ,NP ,102,0,0,102
Cache,LOGAN 02 ,SCHOOL BOARD LOGAN 1 ,,KRISTIE D. COOLEY ,NP ,151,1,0,152
Cache,LOGAN 03 ,SCHOOL BOARD LOGAN 1 ,,KRISTIE D. COOLEY ,NP ,177,0,0,177
Cache,LOGAN 05 ,SCHOOL BOARD LOGAN 1 ,,KRISTIE D. COOLEY ,NP ,212,1,0,213
Cache,LOGAN 06 ,SCHOOL BOARD LOGAN 1 ,,KRISTIE D. COOLEY ,NP ,145,3,0,148
Cache,LOGAN 27I ,SCHOOL BOARD LOGAN 1 ,,KRISTIE D. COOLEY ,NP ,133,2,0,135
Cache,LOGAN 32 ,SCHOOL BOARD LOGAN 1 ,,KRISTIE D. COOLEY ,NP ,77,1,0,78
Cache,LOGAN 33 ,SCHOOL BOARD LOGAN 1 ,,KRISTIE D. COOLEY ,NP ,121,0,0,121
Cache,LOGAN 33.5 ,SCHOOL BOARD LOGAN 1 ,,KRISTIE D. COOLEY ,NP ,49,0,0,49
Cache,LOGAN 12 ,SCHOOL BOARD LOGAN 5 ,,LISA L. HOPKINS ,NP ,23,2,0,25
Cache,LOGAN 13 ,SCHOOL BOARD LOGAN 5 ,,LISA L. HOPKINS ,NP ,323,0,0,323
Cache,LOGAN 19 ,SCHOOL BOARD LOGAN 5 ,,LISA L. HOPKINS ,NP ,43,1,0,44
Cache,LOGAN 20 ,SCHOOL BOARD LOGAN 5 ,,LISA L. HOPKINS ,NP ,348,1,0,349
Cache,LOGAN 21 ,SCHOOL BOARD LOGAN 5 ,,LISA L. HOPKINS ,NP ,179,1,0,180
Cache,LOGAN 23 ,SCHOOL BOARD LOGAN 5 ,,LISA L. HOPKINS ,NP ,32,0,0,32
Cache,CLARKSTON ,STATE HOUSE,1,DORENE SCHULZE-STEVE ,DEM ,16,0,0,16
Cache,CORNISH ,STATE HOUSE,1,DORENE SCHULZE-STEVE ,DEM ,8,0,0,8
Cache,NEWTON ,STATE HOUSE,1,DORENE SCHULZE-STEVE ,DEM ,48,0,0,48
