county,precinct,office,district,candidate,party,election_day,provisional,absentee,paper,early,mail,votes
Carbon,Castle Heights ,Straight,,,DEM,9,0,3,0,3,0,15
Carbon,Castle Heights ,U.S. House,3,Mates,,5,0,0,0,1,0,6
Carbon,Castle Heights ,U.S. House,3,Wonnacott,DEM,38,1,8,0,34,0,81
Carbon,Castle Heights ,U.S. House,3,Strong,IAP,11,0,0,0,4,0,15
Carbon,Castle Heights ,U.S. House,3,Chaffetz,REP,120,7,13,0,68,0,208
Carbon,Castle Heights ,U.S. House,3,Tryon,,5,2,0,0,3,0,10
Carbon,Castle Heights ,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,Castle Heights ,Attorney General,,McCullough ,LIB,2,0,0,0,6,0,8
Carbon,Castle Heights ,Attorney General,,Hansen,CON,12,0,0,0,1,0,13
Carbon,Castle Heights ,Attorney General,,Stormont,DEM,39,1,9,0,28,0,77
Carbon,Castle Heights ,Attorney General,,Reyes,REP,115,10,12,0,69,0,206
Carbon,Castle Heights ,Attorney General,,Curtis,IAP,9,0,0,0,2,0,11
Carbon,Castle Heights ,State House,69,Labrum,REP,41,5,9,0,21,0,76
Carbon,Castle Heights ,State House,69,King,DEM,142,6,12,0,89,0,249
Carbon,South County,Registered Voters,,,,,,,,,,590
Carbon,South County,Ballots Cast,,,,158,7,28,0,118,0,311
Carbon,South County,Straight,,,LIB,0,0,0,0,0,0,0
Carbon,South County,Straight,,,IAP,1,1,0,0,0,0,2
Carbon,South County,Straight,,,REP,12,0,1,0,8,0,21
Carbon,South County,Straight,,,CON,0,0,0,0,0,0,0
Carbon,South County,Straight,,,DEM,5,0,2,0,5,0,12
Carbon,South County,U.S. House,3,Mates,,2,0,0,0,0,0,2
Carbon,South County,U.S. House,3,Wonnacott,DEM,33,1,8,0,40,0,82
Carbon,South County,U.S. House,3,Strong,IAP,7,0,3,0,4,0,14
Carbon,South County,U.S. House,3,Chaffetz,REP,99,4,15,0,64,0,182
Carbon,South County,U.S. House,3,Tryon,,9,2,2,0,3,0,16
Carbon,South County,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,South County,Attorney General,,McCullough ,LIB,7,0,6,0,5,0,18
Carbon,South County,Attorney General,,Hansen,CON,7,0,0,0,3,0,10
Carbon,South County,Attorney General,,Stormont,DEM,31,1,7,0,32,0,71
Carbon,South County,Attorney General,,Reyes,REP,87,3,12,0,67,0,169
Carbon,South County,Attorney General,,Curtis,IAP,12,3,3,0,5,0,23
Carbon,South County,State House,69,Labrum,REP,56,3,8,0,41,0,108
Carbon,South County,State House,69,King,DEM,98,4,20,0,75,0,197
Carbon,Spring Glen,Registered Voters,,,,,,,,,,830
Carbon,Spring Glen,Ballots Cast,,,,293,6,37,0,135,0,471
Carbon,Spring Glen,Straight,,,LIB,1,0,0,0,0,0,1
Carbon,Spring Glen,Straight,,,IAP,2,1,0,0,1,0,4
Carbon,Spring Glen,Straight,,,REP,17,0,2,0,10,0,29
Carbon,Spring Glen,Straight,,,CON,1,0,0,0,0,0,1
Carbon,Spring Glen,Straight,,,DEM,24,1,2,0,10,0,37
Carbon,Spring Glen,U.S. House,3,Mates,,5,0,0,0,1,0,6
Carbon,Spring Glen,U.S. House,3,Wonnacott,DEM,108,1,10,0,50,0,169
Carbon,Spring Glen,U.S. House,3,Strong,IAP,11,1,2,0,2,0,16
Carbon,Spring Glen,U.S. House,3,Chaffetz,REP,141,3,23,0,71,0,238
Carbon,Spring Glen,U.S. House,3,Tryon,,15,1,1,0,4,0,21
Carbon,Spring Glen,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,Spring Glen,Attorney General,,McCullough ,LIB,15,0,0,0,8,0,23
Carbon,Spring Glen,Attorney General,,Hansen,CON,14,0,2,0,1,0,17
Carbon,Spring Glen,Attorney General,,Stormont,DEM,96,2,9,0,51,0,158
Carbon,Spring Glen,Attorney General,,Reyes,REP,146,3,23,0,59,0,231
Carbon,Spring Glen,Attorney General,,Curtis,IAP,11,1,2,0,7,0,21
Carbon,Spring Glen,State House,69,Labrum,REP,91,2,14,0,46,0,153
Carbon,Spring Glen,State House,69,King,DEM,196,4,23,0,84,0,307
Carbon,Carbonville,Registered Voters,,,,,,,,,,768
Carbon,Carbonville,Ballots Cast,,,,189,10,34,0,155,0,388
Carbon,Carbonville,Straight,,,LIB,2,0,0,0,0,0,2
Carbon,Carbonville,Straight,,,IAP,0,1,0,0,2,0,3
Carbon,Carbonville,Straight,,,REP,11,0,1,0,8,0,20
Carbon,Carbonville,Straight,,,CON,0,0,0,0,0,0,0
Carbon,Carbonville,Straight,,,DEM,9,0,3,0,11,0,23
Carbon,Carbonville,U.S. House,3,Mates,,2,0,0,0,2,0,4
Carbon,Carbonville,U.S. House,3,Wonnacott,DEM,57,6,11,0,42,0,116
Carbon,Carbonville,U.S. House,3,Strong,IAP,7,1,0,0,5,0,13
Carbon,Carbonville,U.S. House,3,Chaffetz,REP,103,3,20,0,83,0,209
Carbon,Carbonville,U.S. House,3,Tryon,,12,0,1,0,8,0,21
Carbon,Carbonville,U.S. House,3,Write-In Votes,,0,0,1,0,0,0,1
Carbon,Carbonville,Attorney General,,McCullough ,LIB,5,1,1,0,4,0,11
Carbon,Carbonville,Attorney General,,Hansen,CON,9,0,0,0,8,0,17
Carbon,Carbonville,Attorney General,,Stormont,DEM,50,4,14,0,44,0,112
Carbon,Carbonville,Attorney General,,Reyes,REP,105,3,18,0,80,0,206
Carbon,Carbonville,Attorney General,,Curtis,IAP,11,1,0,0,9,0,21
Carbon,Carbonville,State House,69,Labrum,REP,65,1,7,0,42,0,115
Carbon,Carbonville,State House,69,King,DEM,120,9,27,0,109,0,265
Carbon,Westwood,Registered Voters,,,,,,,,,,649
Carbon,Westwood,Ballots Cast,,,,259,11,26,0,116,0,412
Carbon,Westwood,Straight,,,LIB,0,0,0,0,0,0,0
Carbon,Westwood,Straight,,,IAP,0,0,0,0,2,0,2
Carbon,Westwood,Straight,,,REP,18,1,3,0,8,0,30
Carbon,Westwood,Straight,,,CON,1,0,0,0,0,0,1
Carbon,Westwood,Straight,,,DEM,12,0,1,0,3,0,16
Carbon,Westwood,U.S. House,3,Mates,,1,1,0,0,0,0,2
Carbon,Westwood,U.S. House,3,Wonnacott,DEM,56,2,5,0,22,0,85
Carbon,Westwood,U.S. House,3,Strong,IAP,4,1,2,0,4,0,11
Carbon,Westwood,U.S. House,3,Chaffetz,REP,182,5,17,0,77,0,281
Carbon,Westwood,U.S. House,3,Tryon,,8,0,2,0,8,0,18
Carbon,Westwood,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,Westwood,Attorney General,,McCullough ,LIB,8,1,0,0,5,0,14
Carbon,Westwood,Attorney General,,Hansen,CON,17,0,1,0,2,0,20
Carbon,Westwood,Attorney General,,Stormont,DEM,53,2,8,0,24,0,87
Carbon,Westwood,Attorney General,,Reyes,REP,168,6,14,0,76,0,264
Carbon,Westwood,Attorney General,,Curtis,IAP,6,0,3,0,4,0,13
Carbon,Westwood,State House,69,Labrum,REP,91,2,7,0,31,0,131
Carbon,Westwood,State House,69,King,DEM,167,8,19,0,83,0,277
Carbon,Miller Creek Special,Registered Voters,,,,,,,,,,221
Carbon,Miller Creek Special,Ballots Cast,,,,57,1,13,0,27,0,98
Carbon,Miller Creek Special,Straight,,,LIB,0,0,0,0,0,0,0
Carbon,Miller Creek Special,Straight,,,IAP,0,0,0,0,0,0,0
Carbon,Miller Creek Special,Straight,,,REP,6,0,0,0,0,0,6
Carbon,Miller Creek Special,Straight,,,CON,0,0,0,0,0,0,0
Carbon,Miller Creek Special,Straight,,,DEM,4,0,1,0,4,0,9
Carbon,Miller Creek Special,U.S. House,3,Mates,,1,0,1,0,0,0,2
Carbon,Miller Creek Special,U.S. House,3,Wonnacott,DEM,11,1,2,0,9,0,23
Carbon,Miller Creek Special,U.S. House,3,Strong,IAP,1,0,0,0,0,0,1
Carbon,Miller Creek Special,U.S. House,3,Chaffetz,REP,40,0,9,0,18,0,67
Carbon,Miller Creek Special,U.S. House,3,Tryon,,2,0,0,0,0,0,2
Carbon,Miller Creek Special,U.S. House,3,Write-In Votes,,0,0,0,0,0,0,0
Carbon,Miller Creek Special,Attorney General,,McCullough ,LIB,0,0,0,0,0,0,0
Carbon,Miller Creek Special,Attorney General,,Hansen,CON,1,0,0,0,0,0,1
Carbon,Miller Creek Special,Attorney General,,Stormont,DEM,8,1,4,0,9,0,22
Carbon,Miller Creek Special,Attorney General,,Reyes,REP,39,0,8,0,18,0,65
Carbon,Miller Creek Special,Attorney General,,Curtis,IAP,2,0,1,0,0,0,3
Carbon,Miller Creek Special,State House,69,Labrum,REP,23,0,4,0,12,0,39
Carbon,Miller Creek Special,State House,69,King,DEM,32,1,9,0,15,0,57
