county,precinct,office,district,Candidate,party,Polling,Early,Absentee,Paper,Provisional,votes
Washington,SG19,Ballots Cast,,,,250,38,41,0,14,343
Washington,SG20,Ballots Cast,,,,300,81,114,0,14,509
Washington,SG21,Ballots Cast,,,,238,76,77,0,9,400
Washington,SG22,Ballots Cast,,,,317,79,105,0,12,513
Washington,SG23,Ballots Cast,,,,315,71,68,0,4,458
Washington,SG24,Ballots Cast,,,,182,24,45,0,5,256
Washington,SG25,Ballots Cast,,,,247,32,27,0,15,321
Washington,SG26,Ballots Cast,,,,240,37,71,0,13,361
Washington,SG27,Ballots Cast,,,,218,32,26,0,11,287
Washington,SG28,Ballots Cast,,,,361,50,60,0,8,479
Washington,SG29,Ballots Cast,,,,232,46,65,0,5,348
Washington,SG30,Ballots Cast,,,,332,95,84,0,6,517
Washington,SG31,Ballots Cast,,,,271,60,77,0,13,421
Washington,SG32,Ballots Cast,,,,226,48,94,0,11,379
Washington,SG33,Ballots Cast,,,,197,53,73,0,5,328
Washington,SG34,Ballots Cast,,,,196,74,103,0,18,391
Washington,SG35,Ballots Cast,,,,171,41,55,0,12,279
Washington,SG36,Ballots Cast,,,,147,50,143,0,11,351
Washington,SG37,Ballots Cast,,,,224,10,79,0,13,326
Washington,SG38,Ballots Cast,,,,163,20,34,0,12,229
Washington,SG39,Ballots Cast,,,,449,43,100,0,2,594
Washington,SG40,Ballots Cast,,,,205,21,60,0,7,293
Washington,SG41,Ballots Cast,,,,283,49,76,2,10,420
Washington,SG42,Ballots Cast,,,,181,37,55,0,6,279
Washington,SG43,Ballots Cast,,,,150,30,56,0,5,241
Washington,SG44,Ballots Cast,,,,132,11,10,0,6,159
Washington,SG45,Ballots Cast,,,,219,24,35,0,24,302
Washington,SG46,Ballots Cast,,,,357,65,119,0,15,556
Washington,SP95,Ballots Cast,,,,0,0,195,0,0,195
Washington,TQ96,Ballots Cast,,,,326,17,65,0,13,421
Washington,VI89,Ballots Cast,,,,0,0,161,0,0,161
Washington,WA60,Ballots Cast,,,,279,130,107,0,10,526
Washington,WA61,Ballots Cast,,,,220,51,65,0,11,347
Washington,WA62,Ballots Cast,,,,229,49,17,0,6,301
Washington,WA63,Ballots Cast,,,,230,53,33,0,11,327
Washington,WA64,Ballots Cast,,,,301,72,84,0,13,470
Washington,WA65,Ballots Cast,,,,241,48,52,0,11,352
Washington,WA66,Ballots Cast,,,,299,74,72,0,10,455
Washington,WA67,Ballots Cast,,,,258,63,87,0,14,422
Washington,WA68,Ballots Cast,,,,320,62,70,0,16,468
Washington,WA69,Ballots Cast,,,,96,37,47,1,10,191
Washington,Total,Ballots Cast,,,,19157,3857,6979,9,793,30795
Washington,AV51,Straight Party,,,Libertarian Party,0,0,1,0,0,1
Washington,COAND,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,COCDSR,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,COCNBR,Straight Party,,,Libertarian Party,0,0,1,0,0,1
Washington,CODAV,Straight Party,,,Libertarian Party,0,0,1,0,0,1
Washington,CODIV,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,CODXDR,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,COGL,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,COGUBL,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,COHS74,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,COHV28,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,COHV29,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,COLEED,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,CONCF,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,CONH,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,COPINE,Straight Party,,,Libertarian Party,0,0,1,0,0,1
Washington,COSN28,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,COVE,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,COWH,Straight Party,,,Libertarian Party,0,1,1,0,0,2
Washington,EN82,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,HIL97,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,HU52,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,HU53,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,HU54,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,HU55,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,HU56,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,HU57,Straight Party,,,Libertarian Party,2,0,0,0,0,2
Washington,HU58,Straight Party,,,Libertarian Party,1,0,1,0,0,2
Washington,HU59,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,IV76,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,IV77,Straight Party,,,Libertarian Party,0,0,2,0,0,2
Washington,IV78,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,IV79,Straight Party,,,Libertarian Party,3,0,0,0,0,3
Washington,LA85,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,LA86,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,LA87,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,LE90,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,NH93,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,RC94,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SC71,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SC72,Straight Party,,,Libertarian Party,2,0,0,0,0,2
Washington,SC73,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,SC74,Straight Party,,,Libertarian Party,0,1,0,0,0,1
Washington,SG01,Straight Party,,,Libertarian Party,1,1,1,0,0,3
Washington,SG02,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG03,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,SG04,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,SG05,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,SG06,Straight Party,,,Libertarian Party,0,0,1,0,0,1
Washington,SG07,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG08,Straight Party,,,Libertarian Party,0,1,0,0,0,1
Washington,SG09,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG10,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG11,Straight Party,,,Libertarian Party,0,0,1,0,0,1
Washington,SG12,Straight Party,,,Libertarian Party,1,0,1,0,0,2
Washington,SG13,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,SG14,Straight Party,,,Libertarian Party,2,1,0,0,0,3
Washington,SG15,Straight Party,,,Libertarian Party,3,0,0,0,0,3
Washington,SG16,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG17,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG18,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG19,Straight Party,,,Libertarian Party,2,0,0,0,0,2
Washington,SG20,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG21,Straight Party,,,Libertarian Party,3,0,0,0,0,3
Washington,SG22,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,SG23,Straight Party,,,Libertarian Party,3,0,0,0,0,3
Washington,SG24,Straight Party,,,Libertarian Party,0,0,0,0,1,1
Washington,SG25,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,SG26,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,SG27,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,SG28,Straight Party,,,Libertarian Party,2,0,0,0,1,3
Washington,SG29,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG30,Straight Party,,,Libertarian Party,0,0,1,0,0,1
Washington,SG31,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG32,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,SG33,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG34,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG35,Straight Party,,,Libertarian Party,2,0,0,0,0,2
Washington,SG36,Straight Party,,,Libertarian Party,2,0,2,0,0,4
Washington,SG37,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,SG38,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG39,Straight Party,,,Libertarian Party,2,0,0,0,0,2
Washington,SG40,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG41,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG42,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG43,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,SG44,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,SG45,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,SG46,Straight Party,,,Libertarian Party,1,1,0,0,0,2
Washington,SP95,Straight Party,,,Libertarian Party,0,0,1,0,0,1
Washington,TQ96,Straight Party,,,Libertarian Party,1,0,0,0,0,1
Washington,VI89,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,WA60,Straight Party,,,Libertarian Party,2,0,0,0,0,2
Washington,WA61,Straight Party,,,Libertarian Party,2,0,0,0,0,2
Washington,WA62,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,WA63,Straight Party,,,Libertarian Party,4,0,0,0,0,4
Washington,WA64,Straight Party,,,Libertarian Party,2,0,0,0,0,2
Washington,WA65,Straight Party,,,Libertarian Party,0,1,0,0,0,1
Washington,WA66,Straight Party,,,Libertarian Party,2,0,0,0,1,3
Washington,WA67,Straight Party,,,Libertarian Party,1,0,1,0,0,2
Washington,WA68,Straight Party,,,Libertarian Party,2,0,0,0,0,2
Washington,WA69,Straight Party,,,Libertarian Party,0,0,0,0,0,0
Washington,Total,Straight Party,,,Libertarian Party,70,7,17,0,3,97
Washington,AV51,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,COAND,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,COCDSR,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,COCNBR,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,CODAV,Straight Party,,,Independent American Party,0,0,3,0,0,3
Washington,CODIV,Straight Party,,,Independent American Party,2,0,0,0,0,2
Washington,CODXDR,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,COGL,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,COGUBL,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,COHS74,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,COHV28,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,COHV29,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,COLEED,Straight Party,,,Independent American Party,0,0,1,0,0,1
Washington,CONCF,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,CONH,Straight Party,,,Independent American Party,2,0,0,0,0,2
Washington,COPINE,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,COSN28,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,COVE,Straight Party,,,Independent American Party,0,0,1,0,0,1
Washington,COWH,Straight Party,,,Independent American Party,4,1,0,0,0,5
Washington,EN82,Straight Party,,,Independent American Party,4,0,0,0,0,4
Washington,HIL97,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,HU52,Straight Party,,,Independent American Party,2,0,2,0,0,4
Washington,HU53,Straight Party,,,Independent American Party,3,0,0,0,0,3
Washington,HU54,Straight Party,,,Independent American Party,3,0,0,0,0,3
Washington,HU55,Straight Party,,,Independent American Party,1,0,0,0,0,1
Washington,HU56,Straight Party,,,Independent American Party,2,3,1,0,0,6
Washington,HU57,Straight Party,,,Independent American Party,8,0,1,0,0,9
Washington,HU58,Straight Party,,,Independent American Party,1,0,0,0,0,1
Washington,HU59,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,IV76,Straight Party,,,Independent American Party,0,0,2,0,0,2
Washington,IV77,Straight Party,,,Independent American Party,2,0,2,0,1,5
Washington,IV78,Straight Party,,,Independent American Party,5,0,0,0,0,5
Washington,IV79,Straight Party,,,Independent American Party,7,1,1,0,0,9
Washington,LA85,Straight Party,,,Independent American Party,2,0,1,0,0,3
Washington,LA86,Straight Party,,,Independent American Party,5,0,0,0,0,5
Washington,LA87,Straight Party,,,Independent American Party,1,0,0,0,0,1
Washington,LE90,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,NH93,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,RC94,Straight Party,,,Independent American Party,0,0,1,0,0,1
Washington,SC71,Straight Party,,,Independent American Party,3,0,0,0,0,3
Washington,SC72,Straight Party,,,Independent American Party,2,0,0,0,1,3
Washington,SC73,Straight Party,,,Independent American Party,2,0,0,0,1,3
Washington,SC74,Straight Party,,,Independent American Party,3,0,0,0,0,3
Washington,SG01,Straight Party,,,Independent American Party,2,0,1,0,1,4
Washington,SG02,Straight Party,,,Independent American Party,3,0,0,0,0,3
Washington,SG03,Straight Party,,,Independent American Party,2,1,0,0,3,7
Washington,SG04,Straight Party,,,Independent American Party,3,0,3,0,0,7
Washington,SG05,Straight Party,,,Independent American Party,5,0,0,0,0,5
Washington,SG06,Straight Party,,,Independent American Party,1,0,0,0,0,1
Washington,SG07,Straight Party,,,Independent American Party,2,0,0,0,0,2
Washington,SG08,Straight Party,,,Independent American Party,2,0,2,0,2,6
Washington,SG09,Straight Party,,,Independent American Party,4,1,1,0,0,6
Washington,SG10,Straight Party,,,Independent American Party,1,0,1,0,0,2
Washington,SG11,Straight Party,,,Independent American Party,3,1,0,0,1,5
Washington,SG12,Straight Party,,,Independent American Party,3,0,0,0,0,3
Washington,SG13,Straight Party,,,Independent American Party,2,0,4,0,1,7
Washington,SG14,Straight Party,,,Independent American Party,3,1,2,0,1,7
Washington,SG15,Straight Party,,,Independent American Party,8,0,0,0,1,9
Washington,SG16,Straight Party,,,Independent American Party,4,0,0,0,0,4
Washington,SG17,Straight Party,,,Independent American Party,1,0,2,0,0,3
Washington,SG18,Straight Party,,,Independent American Party,2,0,0,0,0,2
Washington,SG19,Straight Party,,,Independent American Party,4,3,0,0,0,7
Washington,SG20,Straight Party,,,Independent American Party,1,1,0,0,0,2
Washington,SG21,Straight Party,,,Independent American Party,2,1,0,0,0,3
Washington,SG22,Straight Party,,,Independent American Party,4,1,1,0,0,6
Washington,SG23,Straight Party,,,Independent American Party,3,0,0,0,0,3
Washington,SG24,Straight Party,,,Independent American Party,1,0,0,0,0,1
Washington,SG25,Straight Party,,,Independent American Party,2,1,0,0,0,3
Washington,SG26,Straight Party,,,Independent American Party,1,0,0,0,0,1
Washington,SG27,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,SG28,Straight Party,,,Independent American Party,2,0,0,0,0,2
Washington,SG29,Straight Party,,,Independent American Party,3,1,0,0,0,4
Washington,SG30,Straight Party,,,Independent American Party,3,0,0,0,0,3
Washington,SG31,Straight Party,,,Independent American Party,3,0,0,0,0,3
Washington,SG32,Straight Party,,,Independent American Party,3,0,0,0,1,4
Washington,SG33,Straight Party,,,Independent American Party,2,0,0,0,0,2
Washington,SG34,Straight Party,,,Independent American Party,3,1,1,0,0,5
Washington,SG35,Straight Party,,,Independent American Party,2,0,1,0,0,3
Washington,SG36,Straight Party,,,Independent American Party,1,0,1,0,0,2
Washington,SG37,Straight Party,,,Independent American Party,4,0,1,0,0,5
Washington,SG38,Straight Party,,,Independent American Party,5,0,0,0,0,5
Washington,SG39,Straight Party,,,Independent American Party,16,0,1,0,0,17
Washington,SG40,Straight Party,,,Independent American Party,0,1,2,0,0,3
Washington,SG41,Straight Party,,,Independent American Party,6,1,1,0,0,8
Washington,SG42,Straight Party,,,Independent American Party,0,0,1,0,0,1
Washington,SG43,Straight Party,,,Independent American Party,3,0,1,0,0,4
Washington,SG44,Straight Party,,,Independent American Party,1,0,0,0,0,1
Washington,SG45,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,SG46,Straight Party,,,Independent American Party,6,1,0,0,0,7
Washington,SP95,Straight Party,,,Independent American Party,0,0,2,0,0,2
Washington,TQ96,Straight Party,,,Independent American Party,1,0,0,0,0,1
Washington,VI89,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,WA60,Straight Party,,,Independent American Party,2,0,0,0,0,2
Washington,WA61,Straight Party,,,Independent American Party,2,0,0,0,0,2
Washington,WA62,Straight Party,,,Independent American Party,4,1,0,0,0,5
Washington,WA63,Straight Party,,,Independent American Party,2,1,0,0,0,3
Washington,WA64,Straight Party,,,Independent American Party,3,2,1,0,0,6
Washington,WA65,Straight Party,,,Independent American Party,2,0,1,0,0,3
Washington,WA66,Straight Party,,,Independent American Party,2,0,0,0,0,2
Washington,WA67,Straight Party,,,Independent American Party,2,2,1,0,0,5
Washington,WA68,Straight Party,,,Independent American Party,2,1,0,0,0,3
Washington,WA69,Straight Party,,,Independent American Party,0,0,0,0,0,0
Washington,Total,Straight Party,,,Independent American Party,218,28,48,1,15,310
Washington,AV51,Straight Party,,,Republican Party,0,0,42,0,0,42
Washington,COAND,Straight Party,,,Republican Party,0,0,3,0,0,3
Washington,COCDSR,Straight Party,,,Republican Party,0,0,18,0,0,18
Washington,COCNBR,Straight Party,,,Republican Party,0,0,40,0,0,40
Washington,CODAV,Straight Party,,,Republican Party,0,2,67,0,0,69
